Exporter M.49,Exporter ISO3,Exporter,Exporter region,Year,Value (1000USD),Weight (1000kg)
466,MLI,Mali,Sub-Saharan Africa,2006,1502897.113,408960.7292
470,MLT,Malta,Europe,2006,595123.7092,977467.2596
473,,"Latin American Integration Association, nes",,2006,8,15.814
478,MRT,Mauritania,Sub-Saharan Africa,2006,1611525.689,12039925.93
480,MUS,Mauritius,Sub-Saharan Africa,2006,582882.0308,858420.1769
484,MEX,Mexico,Latin America and the Caribbean,2006,59042003.4,139952826.9
490,,"Other Asia, nes",,2006,30727484.58,42789948.99
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2006,1414291.75,5143224.395
498,MDA,Moldova,Europe,2006,619186.6512,2208858.285
499,MNE,Montenegro,Europe,2006,486141.5393,1136569.647
500,MSR,Montserrat,Latin America and the Caribbean,2006,1177.370948,66715.77107
504,MAR,Morocco,Northern Africa and Western Asia,2006,5578748.411,26985510.59
508,MOZ,Mozambique,Sub-Saharan Africa,2006,4007603.296,3894486.821
512,OMN,Oman,Northern Africa and Western Asia,2006,20914229.81,50721444.89
516,NAM,Namibia,Sub-Saharan Africa,2006,2955710.047,1948448.632
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2006,3046.596,17448.586
524,NPL,Nepal,Central and Southern Asia,2006,98847.464,3391001.364
527,,"Oceania, nes",,2006,2840.213,1395.396
528,NLD,Netherlands,Europe,2006,114512251.3,202747147
530,ANT,Netherlands Antilles,,2006,3423166.481,6819608.985
533,ABW,Aruba,Latin America and the Caribbean,2006,4209706.255,9278804.574
536,,Neutral Zone,,2006,0.027,0.008
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2006,1343503.152,5561770.341
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2006,220836.1161,214445.7646
554,NZL,New Zealand,Australia and New Zealand,2006,15798326.59,20998386.73
558,NIC,Nicaragua,Latin America and the Caribbean,2006,971133.2478,1114153.073
562,NER,Niger,Sub-Saharan Africa,2006,320899.0312,512645.1199
566,NGA,Nigeria,Sub-Saharan Africa,2006,63062341.01,124658537.7
568,,"Other Europe, nes",,2006,1416730.441,3267928.855
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2006,377.442,291.905
574,NFK,Norfolk Islands,Australia and New Zealand,2006,517.678,316.856
577,,"Other Africa, nes",,2006,28322.183,23741.689
579,NOR,Norway,Europe,2006,102712586.9,232591235.5
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2006,2503.399,8212.824
581,UMI,United States Minor Outlying Islands,,2006,8839.687,29938.327
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2006,43351.861,41722.319
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2006,40980.683,39599.699
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2006,41021.855,7441.999
586,PAK,Pakistan,Central and Southern Asia,2006,5851303.869,11461817.59
591,PAN,Panama,Latin America and the Caribbean,2006,1675932.397,2604547.683
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2006,3325385.06,3988903.673
600,PRY,Paraguay,Latin America and the Caribbean,2006,2078269.459,8158885.496
604,PER,Peru,Latin America and the Caribbean,2006,21582796.28,21858922.86
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2006,8177572.5,28931678.69
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2006,1096.852,973.321
616,POL,Poland,Europe,2006,22599025.25,56258230.18
620,PRT,Portugal,Europe,2006,9136642.36,19370467.52
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2006,51349.814,73876.139
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2006,34803.112,53433.002
634,QAT,Qatar,Northern Africa and Western Asia,2006,34541657.98,82868444.53
637,,"North America and Central America, nes",,2006,71863.418,229711.47
642,ROU,Romania,Europe,2006,9701656.524,20393988.96
643,RUS,Russian Federation,Europe,2006,296005119.7,959925380.9
646,RWA,Rwanda,Sub-Saharan Africa,2006,167405.2457,75799.30679
654,SHN,Saint Helena,Sub-Saharan Africa,2006,6437.795,1239.058
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2006,1779.260838,3687.635557
660,AIA,Anguilla,Latin America and the Caribbean,2006,86.805,415.009
662,LCA,Saint Lucia,Latin America and the Caribbean,2006,95143.3101,203690.0075
666,SPM,Saint Pierre and Miquelon,Northern America,2006,9645.756,2376.608
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2006,31439.18272,55212.58662
674,SMR,San Marino,Europe,2006,1004.706,449.444
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2006,6382.169613,4652.779204
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2006,316014701.1,692944956.2
686,SEN,Senegal,Sub-Saharan Africa,2006,1123069.497,2785036.464
688,SRB,Serbia,Europe,2006,2981434.186,6421621.68
690,SYC,Seychelles,Sub-Saharan Africa,2006,182533.625,186302.598
694,SLE,Sierra Leone,Sub-Saharan Africa,2006,105677.216,940456.633
699,IND,India,Central and Southern Asia,2006,60512431.15,184144503
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2006,43598456.24,76464204.51
703,SVK,Slovakia,Europe,2006,9107518.443,19908737.14
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2006,19350313.44,54669570.77
705,SVN,Slovenia,Europe,2006,2933892.996,5898119.259
706,SOM,Somalia,Sub-Saharan Africa,2006,141222.845,215481.084
710,ZAF,South Africa,Sub-Saharan Africa,2006,42120770.29,168095447.6
716,ZWE,Zimbabwe,Sub-Saharan Africa,2006,1863151.89,2269517.08
724,ESP,Spain,Europe,2006,52597291.58,70829799.52
732,ESH,Western Sahara,Northern Africa and Western Asia,2006,1299.862,206.097
736,SDN,Former Sudan,,2006,10543077.29,26056031.19
740,SUR,Suriname,Latin America and the Caribbean,2006,331936.547,203792.821
748,SWZ,Eswatini,Sub-Saharan Africa,2006,580538.8151,1423335.033
752,SWE,Sweden,Europe,2006,31291118.66,65020379.02
757,CHE,Switzerland,Europe,2006,23418021.12,14609500.05
760,SYR,Syria,Northern Africa and Western Asia,2006,6894909.921,18957239.8
762,TJK,Tajikistan,Central and Southern Asia,2006,835896.221,527716.505
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2006,29232378.17,72738351.19
768,TGO,Togo,Sub-Saharan Africa,2006,518716.138,2594879.851
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2006,5622.019,5142.963
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2006,17252.287,15174.128
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2006,11848390.41,30760316.54
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2006,82240166.82,179601340.2
788,TUN,Tunisia,Northern Africa and Western Asia,2006,4204156.044,10969291.23
792,TUR,Turkey,Northern Africa and Western Asia,2006,21510357.73,50705439.88
795,TKM,Turkmenistan,Central and Southern Asia,2006,4928178.109,29819609.86
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2006,18243.787,9676.288
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2006,377.195,261.999
800,UGA,Uganda,Sub-Saharan Africa,2006,776514.4204,719378.5388
804,UKR,Ukraine,Europe,2006,27094048.59,118894460.3
807,MKD,North Macedonia,Europe,2006,1206033.858,2180511.857
818,EGY,Egypt,Northern Africa and Western Asia,2006,15164174.85,44875022.94
826,GBR,United Kingdom,Europe,2006,87599934.35,159484595.1
834,TZA,Tanzania,Sub-Saharan Africa,2006,1905757.4,1291159.538
837,,Bunkers,,2006,2466.116,7182.346
838,,Free Zones,,2006,440043.206,706269.257
839,,Special Categories,,2006,35975953.5,101668846.8
842,USA,United States,Northern America,2006,173081867.4,421712556.8
854,BFA,Burkina Faso,Sub-Saharan Africa,2006,328971.912,328918.94
858,URY,Uruguay,Latin America and the Caribbean,2006,3423294.445,6773294.605
860,UZB,Uzbekistan,Central and Southern Asia,2006,3636978.954,7859918.467
862,VEN,Venezuela,Latin America and the Caribbean,2006,70718534.85,174158830.6
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2006,205.844,63.419
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2006,16988.58046,10073.3647
887,YEM,Yemen,Northern Africa and Western Asia,2006,7504358.924,15357061.18
891,SCG,Serbia and Montenegro,,2006,2.416,0.2
894,ZMB,Zambia,Sub-Saharan Africa,2006,4512152.211,1659816.888
899,,"Areas, nes",,2006,28941755.4,81230670.87
4,AFG,Afghanistan,Central and Southern Asia,2007,233502.854,398248.819
8,ALB,Albania,Europe,2007,439721.2506,1663820.926
10,ATA,Antarctica,,2007,1,20
12,DZA,Algeria,Northern Africa and Western Asia,2007,62365981.52,189097605
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2007,25114.638,42742.768
20,AND,Andorra,Europe,2007,19199.65899,321799.4942
24,AGO,Angola,Sub-Saharan Africa,2007,45434650.52,92256765.37
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2007,19235.08548,24502.92204
31,AZE,Azerbaijan,Northern Africa and Western Asia,2007,12667688.48,24013958.59
32,ARG,Argentina,Latin America and the Caribbean,2007,41743820.15,100715259.8
36,AUS,Australia,Australia and New Zealand,2007,119611725.7,720136815.9
40,AUT,Austria,Europe,2007,27729500.73,35374813.1
44,BHS,Bahamas,Latin America and the Caribbean,2007,890355.3141,6102002.446
48,BHR,Bahrain,Northern Africa and Western Asia,2007,16781833.08,25597081.11
50,BGD,Bangladesh,Central and Southern Asia,2007,2054699.485,2525662.854
51,ARM,Armenia,Northern Africa and Western Asia,2007,758916.7864,825278.4372
52,BRB,Barbados,Latin America and the Caribbean,2007,208127.3826,645667.317
56,BEL,Belgium,Europe,2007,116786845,180915488
60,BMU,Bermuda,Northern America,2007,40030.831,128542.091
64,BTN,Bhutan,Central and Southern Asia,2007,291577.3793,1326419.213
68,BOL,Bolivia,Latin America and the Caribbean,2007,4290458.318,15909742.52
70,BIH,Bosnia Herzegovina,Europe,2007,1658105.441,9758079.336
72,BWA,Botswana,Sub-Saharan Africa,2007,3644462.547,581463.5747
74,BVT,Bouvet Island,,2007,0.171,0.043
76,BRA,Brazil,Latin America and the Caribbean,2007,101554783.5,432575455.8
84,BLZ,Belize,Latin America and the Caribbean,2007,393493.0899,612439.7396
86,IOT,British Indian Ocean Territory,,2007,111.112,34.025
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2007,107851.813,235774.963
92,VGB,British Virgin Islands,Latin America and the Caribbean,2007,142870.515,122506.056
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2007,7500423.819,16150249.64
100,BGR,Bulgaria,Europe,2007,8641975.535,12383299.84
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2007,3943948.458,13454428.72
108,BDI,Burundi,Sub-Saharan Africa,2007,131410.7458,69548.16572
112,BLR,Belarus,Europe,2007,11456891.67,28857600.46
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2007,352380.5475,1430830.271
120,CMR,Cameroon,Sub-Saharan Africa,2007,5020860.423,8516186.84
124,CAN,Canada,Northern America,2007,183185006,470899272
132,CPV,Cabo Verde,Sub-Saharan Africa,2007,87631.6645,127326.0754
136,CYM,Cayman Islands,Latin America and the Caribbean,2007,177400.898,313729.638
140,CAF,Central African Republic,Sub-Saharan Africa,2007,210866.8624,250458.5474
144,LKA,Sri Lanka,Central and Southern Asia,2007,2400701.979,1735970.71
148,TCD,Chad,Sub-Saharan Africa,2007,2491390.14,5406559.191
152,CHL,Chile,Latin America and the Caribbean,2007,61615326.48,35530763.73
156,CHN,China,China,2007,137320821.3,596654596.7
162,CXR,Christmas Islands,,2007,20922.866,249136.146
166,CCK,Cocos Islands,,2007,1024.782,1758.068
170,COL,Colombia,Latin America and the Caribbean,2007,22883187.24,112987811.6
174,COM,Comoros,Sub-Saharan Africa,2007,13196.246,4981.394
175,MYT,Mayotte,Sub-Saharan Africa,2007,4668.639305,3148.77863
178,COG,"Congo, Republic",Sub-Saharan Africa,2007,8390240.792,14725822.75
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2007,1978297.371,1445789.3
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2007,8621.625,7905.831
188,CRI,Costa Rica,Latin America and the Caribbean,2007,3940219.037,6308916.265
191,HRV,Croatia,Europe,2007,4085327.178,14208734.81
192,CUB,Cuba,Latin America and the Caribbean,2007,1665716.719,1633271.195
196,CYP,Cyprus,Northern Africa and Western Asia,2007,1684448.621,4087288.923
203,CZE,Czech Republic,Europe,2007,13735818.33,35469120.67
204,BEN,Benin,Sub-Saharan Africa,2007,472266.1479,737383.5148
208,DNK,Denmark,Europe,2007,26736870,34062100.41
212,DMA,Dominica,Latin America and the Caribbean,2007,29223.41332,594343.5627
214,DOM,Dominican Republic,Latin America and the Caribbean,2007,2939402.552,4188917.254
218,ECU,Ecuador,Latin America and the Caribbean,2007,13551305.63,27092381.59
222,SLV,El Salvador,Latin America and the Caribbean,2007,860840.8625,1404858.202
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2007,8744673.401,16750343.84
231,ETH,Ethiopia,Sub-Saharan Africa,2007,994772.5632,710529.2704
232,ERI,Eritrea,Sub-Saharan Africa,2007,13806.578,15264.091
233,EST,Estonia,Europe,2007,4140382.451,10506544.35
234,FRO,Faeroe Islands,Europe,2007,706471.646,372766.8984
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2007,171527.402,67190.891
239,SGS,South Georgia and the South Sandwich Islands,,2007,4121.497,53886.983
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2007,554365.9485,1216452.501
246,FIN,Finland,Europe,2007,24709560.08,24634683.78
251,FRA,France,Europe,2007,96455110.57,144480728.8
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2007,246048.887,21952.90007
260,ATF,French Southern Territories,,2007,2657.984,774.046
262,DJI,Djibouti,Sub-Saharan Africa,2007,188774.983,111955.126
266,GAB,Gabon,Sub-Saharan Africa,2007,6123687.248,14250746.72
268,GEO,Georgia,Northern Africa and Western Asia,2007,1361164.635,2916456.346
270,GMB,Gambia,Sub-Saharan Africa,2007,35873.65017,80878.7907
275,PSE,State of Palestine,Northern Africa and Western Asia,2007,210914.0304,343729.0323
276,DEU,Germany,Europe,2007,161735603.9,249915334.4
288,GHA,Ghana,Sub-Saharan Africa,2007,2844470.629,4311331.562
292,GIB,Gibraltar,Europe,2007,87224.738,147525.15
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2007,14960.25421,24917.6557
300,GRC,Greece,Europe,2007,11355053.84,17251057.76
304,GRL,Greenland,Northern America,2007,463166.0868,930072.4579
308,GRD,Grenada,Latin America and the Caribbean,2007,43287.54939,89205.3185
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2007,89638.423,115734.203
320,GTM,Guatemala,Latin America and the Caribbean,2007,3723542.245,6376732.286
324,GIN,Guinea,Sub-Saharan Africa,2007,2110532.88,17291388.96
328,GUY,Guyana,Latin America and the Caribbean,2007,755853.8635,3636732.832
332,HTI,Haiti,Latin America and the Caribbean,2007,58779.326,81773.133
334,HMD,Heard Island and McDonald Islands,,2007,1249.2,1539.593
336,VAT,Holy See,Europe,2007,2763.609,3327.146
340,HND,Honduras,Latin America and the Caribbean,2007,1789004.305,2411575.498
344,HKG,"China, Hong Kong SAR",China,2007,20953129.51,9750860.042
348,HUN,Hungary,Europe,2007,10743383.36,22821900.81
352,ISL,Iceland,Europe,2007,3663903.026,1669129.535
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2007,79581122.82,337771965.9
364,IRN,Iran,Central and Southern Asia,2007,73390320.99,154357271.4
368,IRQ,Iraq,Northern Africa and Western Asia,2007,36715428.27,75602099.58
372,IRL,Ireland,Europe,2007,10301934.17,9506640.08
376,ISR,Israel,Northern Africa and Western Asia,2007,23787162.27,12357943.26
381,ITA,Italy,Europe,2007,72818341.44,73839854.17
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2007,7409985.657,8999227.925
388,JAM,Jamaica,Latin America and the Caribbean,2007,762766.8879,6224558.535
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2007,66819547.7,93583716.1
398,KAZ,Kazakhstan,Central and Southern Asia,2007,45402108.84,143435921.2
400,JOR,Jordan,Northern Africa and Western Asia,2007,2383083.761,10096311.27
404,KEN,Kenya,Sub-Saharan Africa,2007,2767627.467,2615543.925
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2007,693149.81,6641859.456
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2007,57361252.86,71797440.19
414,KWT,Kuwait,Northern Africa and Western Asia,2007,108394711,218383636.5
417,KGZ,Kyrgyzstan,Central and Southern Asia,2007,851880.4116,2624258.233
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2007,682455.346,1004187.012
422,LBN,Lebanon,Northern Africa and Western Asia,2007,1371906.528,2716028.334
426,LSO,Lesotho,Sub-Saharan Africa,2007,249393.087,48817.629
428,LVA,Latvia,Europe,2007,4866390.422,13610595.7
430,LBR,Liberia,Sub-Saharan Africa,2007,305348.296,266399.335
434,LBY,Libya,Northern Africa and Western Asia,2007,40469047.1,76029508.56
440,LTU,Lithuania,Europe,2007,6595832.034,14538568.14
442,LUX,Luxembourg,Europe,2007,7430437.867,9540849.153
446,MAC,"China, Macao SAR",China,2007,325280.7182,368751.9534
450,MDG,Madagascar,Sub-Saharan Africa,2007,547577.9685,517439.3204
454,MWI,Malawi,Sub-Saharan Africa,2007,879319.7191,952535.4864
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2007,57456409.72,109409748.9
462,MDV,Maldives,Central and Southern Asia,2007,113180.0837,91915.76321
466,MLI,Mali,Sub-Saharan Africa,2007,1420389.943,312375.0248
470,MLT,Malta,Europe,2007,1494071.097,2058553.307
473,,"Latin American Integration Association, nes",,2007,479.356,64.28
478,MRT,Mauritania,Sub-Saharan Africa,2007,2011241.008,19089522.83
480,MUS,Mauritius,Sub-Saharan Africa,2007,617159.0455,888658.7113
484,MEX,Mexico,Latin America and the Caribbean,2007,66419131.31,133628714.7
490,,"Other Asia, nes",,2007,36794181.43,46646000.05
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2007,1803267.066,6150897.936
498,MDA,Moldova,Europe,2007,929655.5167,2493707.924
499,MNE,Montenegro,Europe,2007,533766.273,815763.8383
500,MSR,Montserrat,Latin America and the Caribbean,2007,2131.736439,160026.6003
504,MAR,Morocco,Northern Africa and Western Asia,2007,7062748.851,27593667.63
508,MOZ,Mozambique,Sub-Saharan Africa,2007,4439830.83,4846369.441
512,OMN,Oman,Northern Africa and Western Asia,2007,25060153.38,51183735.38
516,NAM,Namibia,Sub-Saharan Africa,2007,3156055.727,2317766.032
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2007,19025.965,187147.861
524,NPL,Nepal,Central and Southern Asia,2007,183071.347,3835023.039
527,,"Oceania, nes",,2007,5025.394,1669.312
528,NLD,Netherlands,Europe,2007,140410611.2,214359446.2
530,ANT,Netherlands Antilles,,2007,3351596.279,5320471.284
533,ABW,Aruba,Latin America and the Caribbean,2007,4518072.359,6318433.609
536,,Neutral Zone,,2007,2012.991,10716.412
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2007,2044300.363,5874556.867
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2007,235498.684,188927.341
554,NZL,New Zealand,Australia and New Zealand,2007,18970108.41,21213649.61
558,NIC,Nicaragua,Latin America and the Caribbean,2007,1131614.32,1114982.92
562,NER,Niger,Sub-Saharan Africa,2007,347397.2096,339476.0891
566,NGA,Nigeria,Sub-Saharan Africa,2007,62878443.8,125241979.4
568,,"Other Europe, nes",,2007,1851149.159,3744067.102
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2007,1285.77,382.618
574,NFK,Norfolk Islands,Australia and New Zealand,2007,768.238,416.6
577,,"Other Africa, nes",,2007,50533.255,90853.503
579,NOR,Norway,Europe,2007,107859449.2,221160126.5
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2007,1569.657,5060.261
581,UMI,United States Minor Outlying Islands,,2007,2818.928,3345.656
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2007,33878.383,20081.677
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2007,100117.305,129630.719
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2007,30795.697,9629.246
586,PAK,Pakistan,Central and Southern Asia,2007,6344822.408,13577604.06
591,PAN,Panama,Latin America and the Caribbean,2007,1906491.251,2437105.046
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2007,3752987.743,3964947.856
600,PRY,Paraguay,Latin America and the Caribbean,2007,2776552.153,9275429.74
604,PER,Peru,Latin America and the Caribbean,2007,25822322.6,23099504
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2007,9606540.961,32933669.38
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2007,2616.832,20136.783
616,POL,Poland,Europe,2007,27039082.55,49171173.83
620,PRT,Portugal,Europe,2007,10887521.87,20271771.21
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2007,84068.448,159074.601
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2007,28192.748,38268.988
634,QAT,Qatar,Northern Africa and Western Asia,2007,41470931.47,86268946.6
637,,"North America and Central America, nes",,2007,71294.934,192890.763
642,ROU,Romania,Europe,2007,11391524.52,18566343.22
643,RUS,Russian Federation,Europe,2007,342496621,950352021.6
646,RWA,Rwanda,Sub-Saharan Africa,2007,220302.2394,110308.1399
654,SHN,Saint Helena,Sub-Saharan Africa,2007,11263.867,1226.74
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2007,1761.518248,1033.229011
660,AIA,Anguilla,Latin America and the Caribbean,2007,758.601,1348.659
662,LCA,Saint Lucia,Latin America and the Caribbean,2007,72090.45213,287233.2367
666,SPM,Saint Pierre and Miquelon,Northern America,2007,16419.009,3972.79
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2007,31612.57382,56543.56294
674,SMR,San Marino,Europe,2007,2447.308,431
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2007,4621.466416,3005.458892
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2007,334587530.8,647065373
686,SEN,Senegal,Sub-Saharan Africa,2007,1237445.386,2597298.798
688,SRB,Serbia,Europe,2007,3756220.085,6762125.754
690,SYC,Seychelles,Sub-Saharan Africa,2007,185719.29,167140.849
694,SLE,Sierra Leone,Sub-Saharan Africa,2007,299558.506,1301129.866
699,IND,India,Central and Southern Asia,2007,80470859.78,188803711.2
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2007,50028464.24,73876572.68
703,SVK,Slovakia,Europe,2007,11149830.41,21043444.01
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2007,21777809.88,66415632.25
705,SVN,Slovenia,Europe,2007,3929170.768,5713072.798
706,SOM,Somalia,Sub-Saharan Africa,2007,174982.981,213064.367
710,ZAF,South Africa,Sub-Saharan Africa,2007,56750344.56,180082070
716,ZWE,Zimbabwe,Sub-Saharan Africa,2007,1939721.408,2455799.457
724,ESP,Spain,Europe,2007,62444701.45,70371142.41
732,ESH,Western Sahara,Northern Africa and Western Asia,2007,994.867,1438.708
736,SDN,Former Sudan,,2007,8545573.922,18228142.25
740,SUR,Suriname,Latin America and the Caribbean,2007,367509.817,253149.714
748,SWZ,Eswatini,Sub-Saharan Africa,2007,580082.5719,2869799.239
752,SWE,Sweden,Europe,2007,36092354.35,65218097.74
757,CHE,Switzerland,Europe,2007,30758281.63,18634647.57
760,SYR,Syria,Northern Africa and Western Asia,2007,8237908.756,18508072.67
762,TJK,Tajikistan,Central and Southern Asia,2007,1042341.661,636741.63
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2007,36174157.82,76477016.4
768,TGO,Togo,Sub-Saharan Africa,2007,736779.2957,4643148.984
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2007,4851.367,6081.313
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2007,13592.615,11074.884
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2007,11301568.8,25916904.26
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2007,116644825.2,221595856.5
788,TUN,Tunisia,Northern Africa and Western Asia,2007,5395532.393,12378381.54
792,TUR,Turkey,Northern Africa and Western Asia,2007,30021990.89,58442017.96
795,TKM,Turkmenistan,Central and Southern Asia,2007,6213948.892,27852659.37
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2007,17030.748,45764.765
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2007,49.449,21.231
800,UGA,Uganda,Sub-Saharan Africa,2007,1105424.886,1205254.311
804,UKR,Ukraine,Europe,2007,34048153.06,118562872.4
807,MKD,North Macedonia,Europe,2007,1884906.563,2600328.023
818,EGY,Egypt,Northern Africa and Western Asia,2007,17600559.01,42061618.62
826,GBR,United Kingdom,Europe,2007,102379715.3,154820078.3
834,TZA,Tanzania,Sub-Saharan Africa,2007,2015541.949,1613066.235
837,,Bunkers,,2007,6177.777,12058.567
838,,Free Zones,,2007,403673.026,418603.285
839,,Special Categories,,2007,34303102.34,93207870.19
842,USA,United States,Northern America,2007,218172006.7,472904961.7
854,BFA,Burkina Faso,Sub-Saharan Africa,2007,711544.5353,799689.6271
858,URY,Uruguay,Latin America and the Caribbean,2007,4045681.559,7944960.879
860,UZB,Uzbekistan,Central and Southern Asia,2007,4046626.804,9214481.725
862,VEN,Venezuela,Latin America and the Caribbean,2007,59356818.87,136916485.3
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2007,75.967,176.4
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2007,17037.80091,9617.587038
887,YEM,Yemen,Northern Africa and Western Asia,2007,7266828.427,12829446.36
891,SCG,Serbia and Montenegro,,2007,60.38,17.098
894,ZMB,Zambia,Sub-Saharan Africa,2007,5468277.16,1762330.635
899,,"Areas, nes",,2007,20636708.9,41923673.39
4,AFG,Afghanistan,Central and Southern Asia,2008,311505.0625,527045.467
8,ALB,Albania,Europe,2008,821897.603,2188792.839
10,ATA,Antarctica,,2008,574.385,4170.754
12,DZA,Algeria,Northern Africa and Western Asia,2008,84518316.57,128891012
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2008,19674.603,29640.129
20,AND,Andorra,Europe,2008,30958.8328,213573.9371
24,AGO,Angola,Sub-Saharan Africa,2008,67266088.65,90845791.43
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2008,88820.041,87680.606
31,AZE,Azerbaijan,Northern Africa and Western Asia,2008,41506800.2,68785086.55
32,ARG,Argentina,Latin America and the Caribbean,2008,52301496.67,94318187.64
36,AUS,Australia,Australia and New Zealand,2008,169704571.3,778639223.7
40,AUT,Austria,Europe,2008,33357109.36,35911891.59
44,BHS,Bahamas,Latin America and the Caribbean,2008,1144311.475,6624200.672
48,BHR,Bahrain,Northern Africa and Western Asia,2008,16690357.61,24177793.81
50,BGD,Bangladesh,Central and Southern Asia,2008,1914834.798,2424132.647
51,ARM,Armenia,Northern Africa and Western Asia,2008,739459.9337,700439.6072
52,BRB,Barbados,Latin America and the Caribbean,2008,266862.7248,354614.7541
56,BEL,Belgium,Europe,2008,135075353.2,197496584.7
60,BMU,Bermuda,Northern America,2008,186212.284,289966.211
64,BTN,Bhutan,Central and Southern Asia,2008,378463.9192,2131915.969
68,BOL,Bolivia,Latin America and the Caribbean,2008,6362671.4,12716150.19
