Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
276,DEU,Germany,Europe,2013,357850130.2,502037519
288,GHA,Ghana,Sub-Saharan Africa,2013,4712348.041,10291018.99
292,GIB,Gibraltar,Europe,2013,16173964.06,20869924.89
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2013,71644.42707,75895.50657
300,GRC,Greece,Europe,2013,30710614.34,39951073.03
304,GRL,Greenland,Northern America,2013,309854.815,252854.696
308,GRD,Grenada,Latin America and the Caribbean,2013,94452.696,168524.612
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2013,552787.877,721840.223
320,GTM,Guatemala,Latin America and the Caribbean,2013,5968066.275,9320505.771
324,GIN,Guinea,Sub-Saharan Africa,2013,1665294.265,3818399.118
328,GUY,Guyana,Latin America and the Caribbean,2013,1117457.384,4088251.445
332,HTI,Haiti,Latin America and the Caribbean,2013,1229412.658,2677561.612
334,HMD,Heard Island and McDonald Islands,,2013,375.941,48.038
336,VAT,Holy See,Europe,2013,36577.499,15424.913
340,HND,Honduras,Latin America and the Caribbean,2013,3689855.282,5229737.653
344,HKG,"China, Hong Kong SAR",China,2013,176557368.2,694605294.9
348,HUN,Hungary,Europe,2013,22103298.8,31747891.47
352,ISL,Iceland,Europe,2013,1380574.826,2265554.249
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2013,83498682.34,118492899.3
364,IRN,Iran,Central and Southern Asia,2013,24595550.86,37402877.79
368,IRQ,Iraq,Northern Africa and Western Asia,2013,12410800.36,29557649.72
372,IRL,Ireland,Europe,2013,18329114.91,32514025.12
376,ISR,Israel,Northern Africa and Western Asia,2013,34581654.91,113998700.8
381,ITA,Italy,Europe,2013,205310539.5,273246051.3
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2013,5866945.28,10411736.77
388,JAM,Jamaica,Latin America and the Caribbean,2013,3296429.392,4819218.928
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2013,387635969.3,757259307.5
398,KAZ,Kazakhstan,Central and Southern Asia,2013,10743845.3,29518242
400,JOR,Jordan,Northern Africa and Western Asia,2013,11595869.12,16003480.35
404,KEN,Kenya,Sub-Saharan Africa,2013,7682690.629,12016379.47
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2013,1750331.584,2612746.772
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2013,255031730.8,498481249
414,KWT,Kuwait,Northern Africa and Western Asia,2013,7519134.445,29071930.09
417,KGZ,Kyrgyzstan,Central and Southern Asia,2013,2387982.164,6260563.724
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2013,1723085.692,2553065.578
422,LBN,Lebanon,Northern Africa and Western Asia,2013,9649483.568,12624744.51
426,LSO,Lesotho,Sub-Saharan Africa,2013,609198.6189,1034369.993
428,LVA,Latvia,Europe,2013,11075965.59,19326546.78
430,LBR,Liberia,Sub-Saharan Africa,2013,1282435.745,2296704.654
434,LBY,Libya,Northern Africa and Western Asia,2013,8319295.03,18582602.89
440,LTU,Lithuania,Europe,2013,13883885.31,21567023.54
442,LUX,Luxembourg,Europe,2013,8915559.46,16017173.78
446,MAC,"China, Macao SAR",China,2013,1607283.29,91179808.86
450,MDG,Madagascar,Sub-Saharan Africa,2013,1329144.606,3595481.351
454,MWI,Malawi,Sub-Saharan Africa,2013,1078602.907,1556146.306
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2013,77036686.47,119881900.7
462,MDV,Maldives,Central and Southern Asia,2013,749964.3626,1269170.761
466,MLI,Mali,Sub-Saharan Africa,2013,983238.082,2664415.506
470,MLT,Malta,Europe,2013,6285138.682,9465476.036
473,,"Latin American Integration Association, nes",,2013,17027633.51,22006116.5
478,MRT,Mauritania,Sub-Saharan Africa,2013,2005572.503,4078946.801
480,MUS,Mauritius,Sub-Saharan Africa,2013,2320305.862,3753109.152
484,MEX,Mexico,Latin America and the Caribbean,2013,74702406.46,99658493.84
490,,"Other Asia, nes",,2013,227620891.3,389727367.2
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2013,2065542.995,3897979.865
498,MDA,Moldova,Europe,2013,1666572.88,3157747.302
499,MNE,Montenegro,Europe,2013,787628.0433,1214066.729
500,MSR,Montserrat,Latin America and the Caribbean,2013,25115.16262,50787.85635
504,MAR,Morocco,Northern Africa and Western Asia,2013,19998466.84,39840710.51
508,MOZ,Mozambique,Sub-Saharan Africa,2013,5705070.152,10232020.27
512,OMN,Oman,Northern Africa and Western Asia,2013,12966650.23,26119304.47
516,NAM,Namibia,Sub-Saharan Africa,2013,3159460.938,2699931.285
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2013,23967.618,19967.181
524,NPL,Nepal,Central and Southern Asia,2013,3522696.657,7380598.549
527,,"Oceania, nes",,2013,334364.462,429282.314
528,NLD,Netherlands,Europe,2013,257185665.2,408945293.2
531,CUW,Curacao,Latin America and the Caribbean,2013,1855811.436,2723710.855
533,ABW,Aruba,Latin America and the Caribbean,2013,2411290.423,4293441.929
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2013,237415.54,253760.901
535,BES,Bonaire,Latin America and the Caribbean,2013,150222.486,222443.765
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2013,1150940.352,2619779.446
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2013,78793.989,119493.836
554,NZL,New Zealand,Australia and New Zealand,2013,10711897.44,14940639.31
558,NIC,Nicaragua,Latin America and the Caribbean,2013,2074071.817,3207904.499
562,NER,Niger,Sub-Saharan Africa,2013,580471.2615,1285693.418
566,NGA,Nigeria,Sub-Saharan Africa,2013,17791648.79,22718334.92
568,,"Other Europe, nes",,2013,41616235.4,52711562.15
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2013,6503.273,5676.906
574,NFK,Norfolk Islands,Australia and New Zealand,2013,9667.006,5698.97
577,,"Other Africa, nes",,2013,7169304.836,9125441.489
579,NOR,Norway,Europe,2013,18196957.27,22179139.35
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2013,11120.05,11412.68
581,UMI,United States Minor Outlying Islands,,2013,10714.589,7567.868
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2013,102150.6996,109291.0397
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2013,358497.356,556067.969
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2013,66468.35488,49626.03149
586,PAK,Pakistan,Central and Southern Asia,2013,21135409.34,32821839.25
591,PAN,Panama,Latin America and the Caribbean,2013,12862815.35,19343115.82
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2013,2063651.578,2654017.368
600,PRY,Paraguay,Latin America and the Caribbean,2013,2830235.657,3919772.127
604,PER,Peru,Latin America and the Caribbean,2013,13686627.51,22514850.84
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2013,29970327.19,55720290.9
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2013,359.9,113.57
616,POL,Poland,Europe,2013,59709972.56,97417290.02
620,PRT,Portugal,Europe,2013,31220432.05,44447072.43
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2013,164429.694,386684.664
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2013,223421.8468,489645.9832
634,QAT,Qatar,Northern Africa and Western Asia,2013,5001085.175,31829986.68
637,,"North America and Central America, nes",,2013,84129939.96,111533146.9
642,ROU,Romania,Europe,2013,18723871.55,29477386.67
643,RUS,Russian Federation,Europe,2013,52571795.34,127075577
646,RWA,Rwanda,Sub-Saharan Africa,2013,780045.7743,1405909.453
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2013,6209.332,13113.308
654,SHN,Saint Helena,Sub-Saharan Africa,2013,38836.272,47313.055
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2013,71905.91692,97985.07765
660,AIA,Anguilla,Latin America and the Caribbean,2013,51277.689,42302.449
662,LCA,Saint Lucia,Latin America and the Caribbean,2013,775834.6464,983572.4866
666,SPM,Saint Pierre and Miquelon,Northern America,2013,12153.337,15353.41
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2013,190793.1111,237861.934
674,SMR,San Marino,Europe,2013,107708.196,86448.5
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2013,111459.1133,125753.4647
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2013,48505513.49,68043903.56
686,SEN,Senegal,Sub-Saharan Africa,2013,4406909.643,7328911.26
688,SRB,Serbia,Europe,2013,6575931.239,9972351.769
690,SYC,Seychelles,Sub-Saharan Africa,2013,480496.1647,477280.0666
694,SLE,Sierra Leone,Sub-Saharan Africa,2013,367281.882,1067998.59
699,IND,India,Central and Southern Asia,2013,307388226.7,526425576
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2013,134375100,209468572.2
703,SVK,Slovakia,Europe,2013,20981841.82,34369898.78
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2013,47489623.75,58031167.65
705,SVN,Slovenia,Europe,2013,10040626.55,15870577.95
706,SOM,Somalia,Sub-Saharan Africa,2013,808979.99,1534581.625
710,ZAF,South Africa,Sub-Saharan Africa,2013,36969572.2,89225640
716,ZWE,Zimbabwe,Sub-Saharan Africa,2013,2820789.954,2168823.28
724,ESP,Spain,Europe,2013,127466225.5,192464221.1
728,SSD,South Sudan,Sub-Saharan Africa,2013,133095.719,248590.076
729,SDN,Sudan,Northern Africa and Western Asia,2013,2487319.273,4787150.213
732,ESH,Western Sahara,Northern Africa and Western Asia,2013,0.928,1.288
740,SUR,Suriname,Latin America and the Caribbean,2013,839546.6544,1242897.019
748,SWZ,Eswatini,Sub-Saharan Africa,2013,605164.0744,1283042.421
752,SWE,Sweden,Europe,2013,42648869.79,55597271.97
757,CHE,Switzerland,Europe,2013,131370171.1,51490016.25
760,SYR,Syria,Northern Africa and Western Asia,2013,2899472.446,6081620.036
762,TJK,Tajikistan,Central and Southern Asia,2013,1328048.537,3307176.056
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2013,103678940.1,121886265.7
768,TGO,Togo,Sub-Saharan Africa,2013,3954378.179,7259938.708
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2013,2433.845,2090.54
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2013,99030.61476,333812.6024
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2013,6803625.03,13405607.52
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2013,80543686.12,64108754.44
788,TUN,Tunisia,Northern Africa and Western Asia,2013,10698819.78,18654736.02
792,TUR,Turkey,Northern Africa and Western Asia,2013,87496915.32,139263885.5
795,TKM,Turkmenistan,Central and Southern Asia,2013,1352167.266,2434121.896
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2013,61676.167,137015.668
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2013,9938.015,15312.304
800,UGA,Uganda,Sub-Saharan Africa,2013,1806350.488,3522887.844
804,UKR,Ukraine,Europe,2013,35480929.74,73236691.07
807,MKD,North Macedonia,Europe,2013,2755275.856,4746038.327
818,EGY,Egypt,Northern Africa and Western Asia,2013,34056770.24,115294371.7
826,GBR,United Kingdom,Europe,2013,183940397.6,256035681.7
834,TZA,Tanzania,Sub-Saharan Africa,2013,7439358.735,10373375.17
837,,Bunkers,,2013,22841756.53,30337101.4
838,,Free Zones,,2013,5354448.42,15803627.79
839,,Special Categories,,2013,11251212.87,18928951.8
842,USA,United States,Northern America,2013,596798342.2,755772244.5
854,BFA,Burkina Faso,Sub-Saharan Africa,2013,1920280.689,3799118.375
858,URY,Uruguay,Latin America and the Caribbean,2013,4432645.422,6315606.18
860,UZB,Uzbekistan,Central and Southern Asia,2013,3601779.19,7926986.739
862,VEN,Venezuela,Latin America and the Caribbean,2013,13138646.51,15488500.19
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2013,16859.726,17817.925
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2013,184537.54,263469.0852
887,YEM,Yemen,Northern Africa and Western Asia,2013,6537474.948,13311078.88
894,ZMB,Zambia,Sub-Saharan Africa,2013,3552589.972,3112498.5
899,,"Areas, nes",,2013,371583102,522983216.5
4,AFG,Afghanistan,Central and Southern Asia,2014,5530459.832,14693733.36
8,ALB,Albania,Europe,2014,1655440.228,2754927.64
10,ATA,Antarctica,,2014,4886.404,3725.162
12,DZA,Algeria,Northern Africa and Western Asia,2014,19101755.47,37707669.66
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2014,177045.74,187657.466
20,AND,Andorra,Europe,2014,322381.8221,1044615.195
24,AGO,Angola,Sub-Saharan Africa,2014,5982160.179,9416256.67
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2014,429095.2324,467648.0423
31,AZE,Azerbaijan,Northern Africa and Western Asia,2014,3083636.125,7673594.835
32,ARG,Argentina,Latin America and the Caribbean,2014,14512983.6,30079574.34
36,AUS,Australia,Australia and New Zealand,2014,55117238.5,67854780.96
40,AUT,Austria,Europe,2014,43360780.37,71725886.95
44,BHS,Bahamas,Latin America and the Caribbean,2014,4046708.723,5617432.844
48,BHR,Bahrain,Northern Africa and Western Asia,2014,11479767.54,29516755.21
50,BGD,Bangladesh,Central and Southern Asia,2014,14926453.35,40630602.61
51,ARM,Armenia,Northern Africa and Western Asia,2014,1784384.562,3282625.149
52,BRB,Barbados,Latin America and the Caribbean,2014,797675.9624,920853.8743
56,BEL,Belgium,Europe,2014,143511651.3,198301090.2
60,BMU,Bermuda,Northern America,2014,266090.3197,289180.7541
64,BTN,Bhutan,Central and Southern Asia,2014,134983.82,382677.721
68,BOL,Bolivia,Latin America and the Caribbean,2014,2170621.887,2836707.336
70,BIH,Bosnia Herzegovina,Europe,2014,3607633.545,5994820.982
72,BWA,Botswana,Sub-Saharan Africa,2014,5766995.486,3007520.945
74,BVT,Bouvet Island,,2014,,
76,BRA,Brazil,Latin America and the Caribbean,2014,73885601.43,137325661.5
84,BLZ,Belize,Latin America and the Caribbean,2014,329524.9644,940866.9269
86,IOT,British Indian Ocean Territory,,2014,7075.433,11578.52
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2014,204913.334,228762.37
92,VGB,British Virgin Islands,Latin America and the Caribbean,2014,466815.578,297332.991
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2014,870994.4962,2211013.412
100,BGR,Bulgaria,Europe,2014,13647447.77,18176937.03
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2014,6826319.099,12211904.2
108,BDI,Burundi,Sub-Saharan Africa,2014,278541.2775,498341.0942
112,BLR,Belarus,Europe,2014,17937727.09,50287387.96
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2014,3375957.769,7464801.787
120,CMR,Cameroon,Sub-Saharan Africa,2014,3644931.561,7216310.029
124,CAN,Canada,Northern America,2014,104899355.9,162709719.4
132,CPV,Cabo Verde,Sub-Saharan Africa,2014,321008.5605,637480.4243
136,CYM,Cayman Islands,Latin America and the Caribbean,2014,284928.646,328461.006
140,CAF,Central African Republic,Sub-Saharan Africa,2014,76861.90954,93058.22072
144,LKA,Sri Lanka,Central and Southern Asia,2014,8709628.303,18618511.68
148,TCD,Chad,Sub-Saharan Africa,2014,166434.928,256779.051
152,CHL,Chile,Latin America and the Caribbean,2014,22079940.91,39421706.17
156,CHN,China,China,2014,763687585.3,2148823990
162,CXR,Christmas Islands,,2014,10240.224,14647.738
166,CCK,Cocos Islands,,2014,13762.76,20771.002
170,COL,Colombia,Latin America and the Caribbean,2014,17030976.58,25638512.11
174,COM,Comoros,Sub-Saharan Africa,2014,135312.5162,385606.522
178,COG,"Congo, Republic",Sub-Saharan Africa,2014,1338648.5,2798969.849
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2014,1747653.003,3103427.996
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2014,56235.268,115722.549
188,CRI,Costa Rica,Latin America and the Caribbean,2014,4590168.386,5983266.296
191,HRV,Croatia,Europe,2014,8246279.706,14908406.45
192,CUB,Cuba,Latin America and the Caribbean,2014,2070152.26,3635337.828
196,CYP,Cyprus,Northern Africa and Western Asia,2014,3569138.162,5448254.214
203,CZE,Czech Republic,Europe,2014,31688918.66,49697037.95
204,BEN,Benin,Sub-Saharan Africa,2014,2990450.869,5493081.777
208,DNK,Denmark,Europe,2014,24777516.89,38469880.55
212,DMA,Dominica,Latin America and the Caribbean,2014,72741.519,75565.514
214,DOM,Dominican Republic,Latin America and the Caribbean,2014,7458067.761,9836631.864
218,ECU,Ecuador,Latin America and the Caribbean,2014,10052466.94,13506186.43
222,SLV,El Salvador,Latin America and the Caribbean,2014,3607485.849,5285130.938
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2014,480158.93,1201112.417
231,ETH,Ethiopia,Sub-Saharan Africa,2014,6071366.93,8325116.762
232,ERI,Eritrea,Sub-Saharan Africa,2014,109919.151,213180.492
233,EST,Estonia,Europe,2014,6790562.731,10526252.09
234,FRO,Faeroe Islands,Europe,2014,276831.985,415119.957
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2014,71337.825,104184.867
239,SGS,South Georgia and the South Sandwich Islands,,2014,108.548,43.143
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2014,1414563.094,1710113.149
246,FIN,Finland,Europe,2014,28384935.99,52439863.5
251,FRA,France,Europe,2014,180902957.8,257839188.3
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2014,640129.4031,633169.9946
260,ATF,French Southern Territories,,2014,16780.769,15010.982
262,DJI,Djibouti,Sub-Saharan Africa,2014,1141808.132,2510666.257
266,GAB,Gabon,Sub-Saharan Africa,2014,736944.466,1505561.674
268,GEO,Georgia,Northern Africa and Western Asia,2014,3370195.507,6871513.584
270,GMB,Gambia,Sub-Saharan Africa,2014,383276.4411,1112420.428
275,PSE,State of Palestine,Northern Africa and Western Asia,2014,2447223.663,3835063.239
276,DEU,Germany,Europe,2014,329343841.2,500720802.2
288,GHA,Ghana,Sub-Saharan Africa,2014,6773221.805,12160054.01
292,GIB,Gibraltar,Europe,2014,11994627.73,15475314.01
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2014,85174.2232,121387.1698
300,GRC,Greece,Europe,2014,28859926.1,40090204.46
304,GRL,Greenland,Northern America,2014,305558.2646,261302.2213
308,GRD,Grenada,Latin America and the Caribbean,2014,102287.535,186001.828
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2014,796325.306,998209.354
320,GTM,Guatemala,Latin America and the Caribbean,2014,6133087.721,10097666.53
324,GIN,Guinea,Sub-Saharan Africa,2014,1610586.944,3988641.207
328,GUY,Guyana,Latin America and the Caribbean,2014,884910.0942,1589018.775
332,HTI,Haiti,Latin America and the Caribbean,2014,1428401.464,3139396.559
334,HMD,Heard Island and McDonald Islands,,2014,90.443,74.582
336,VAT,Holy See,Europe,2014,16999.756,14270.384
340,HND,Honduras,Latin America and the Caribbean,2014,4137450.956,5090650.78
344,HKG,"China, Hong Kong SAR",China,2014,131351909.9,501859439.7
348,HUN,Hungary,Europe,2014,21986227.99,34661809.84
352,ISL,Iceland,Europe,2014,1440651.945,2288677.619
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2014,80642026.81,124705996.2
364,IRN,Iran,Central and Southern Asia,2014,23210335.61,48878767.01
368,IRQ,Iraq,Northern Africa and Western Asia,2014,21109921.56,32337047.06
372,IRL,Ireland,Europe,2014,17681853.83,32284194.47
376,ISR,Israel,Northern Africa and Western Asia,2014,34770305.14,57147294.83
381,ITA,Italy,Europe,2014,194562351.2,266152738.7
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2014,5443084.864,10286523.3
388,JAM,Jamaica,Latin America and the Caribbean,2014,2768779.7,4064680.435
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2014,381776425.9,761140588.4
398,KAZ,Kazakhstan,Central and Southern Asia,2014,7737877.159,20240847.47
400,JOR,Jordan,Northern Africa and Western Asia,2014,12089110,17940823.12
404,KEN,Kenya,Sub-Saharan Africa,2014,7812146.653,13375778.41
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2014,1108870.087,1851618.62
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2014,261234302.2,519725833.8
414,KWT,Kuwait,Northern Africa and Western Asia,2014,8094561.73,31819977.23
417,KGZ,Kyrgyzstan,Central and Southern Asia,2014,2215704.095,6413863.8
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2014,1894928.764,3317805.882
422,LBN,Lebanon,Northern Africa and Western Asia,2014,9534898.9,13716331.19
426,LSO,Lesotho,Sub-Saharan Africa,2014,521465.0153,833817.5261
428,LVA,Latvia,Europe,2014,12037076.24,21016958.68
430,LBR,Liberia,Sub-Saharan Africa,2014,1157397.837,2352520.236
434,LBY,Libya,Northern Africa and Western Asia,2014,6274079.536,14635614.14
440,LTU,Lithuania,Europe,2014,12446285,20925959.2
442,LUX,Luxembourg,Europe,2014,8153081.427,16470161.28
446,MAC,"China, Macao SAR",China,2014,1965892.514,107047323.3
450,MDG,Madagascar,Sub-Saharan Africa,2014,1438077.03,4584037.516
454,MWI,Malawi,Sub-Saharan Africa,2014,886055.2322,1349533.516
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2014,77493768.15,130393132.7
462,MDV,Maldives,Central and Southern Asia,2014,923085.305,1970311.014
466,MLI,Mali,Sub-Saharan Africa,2014,1116361.27,2961854.543
470,MLT,Malta,Europe,2014,6237970.006,9560248.425
473,,"Latin American Integration Association, nes",,2014,2979180.71,4085126.2
478,MRT,Mauritania,Sub-Saharan Africa,2014,1934179.676,4349816.935
480,MUS,Mauritius,Sub-Saharan Africa,2014,2839479.555,4438419.81
484,MEX,Mexico,Latin America and the Caribbean,2014,76369145.65,95796479.74
490,,"Other Asia, nes",,2014,263567009.3,433192703.3
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2014,1751088.215,3749858.169
498,MDA,Moldova,Europe,2014,1710587.474,2995505.303
499,MNE,Montenegro,Europe,2014,869040.9062,1306018.915
500,MSR,Montserrat,Latin America and the Caribbean,2014,22669.17805,39305.30664
504,MAR,Morocco,Northern Africa and Western Asia,2014,19691983.2,45653272.45
508,MOZ,Mozambique,Sub-Saharan Africa,2014,5047515.46,11512955.67
512,OMN,Oman,Northern Africa and Western Asia,2014,9866490.407,23337024.41
516,NAM,Namibia,Sub-Saharan Africa,2014,2633469.195,2244595.661
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2014,57163.707,37856.288
524,NPL,Nepal,Central and Southern Asia,2014,3807641.043,7829003.364
527,,"Oceania, nes",,2014,213378.197,435818.295
528,NLD,Netherlands,Europe,2014,245306264.8,412948116.7
531,CUW,Curacao,Latin America and the Caribbean,2014,1715981.601,2473457.133
533,ABW,Aruba,Latin America and the Caribbean,2014,2558747.271,4284825.279
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2014,126458.897,113274.436
535,BES,Bonaire,Latin America and the Caribbean,2014,122727.483,208037.564
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2014,1212982.615,3164346.584
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2014,89813.68,124877.382
554,NZL,New Zealand,Australia and New Zealand,2014,11073179.22,16403816.24
558,NIC,Nicaragua,Latin America and the Caribbean,2014,1914745.831,2998633.813
562,NER,Niger,Sub-Saharan Africa,2014,942019.0955,1934162.702
566,NGA,Nigeria,Sub-Saharan Africa,2014,17545650.3,24093952.9
568,,"Other Europe, nes",,2014,35926870.41,51326953.18
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2014,4723.699,3612.874
574,NFK,Norfolk Islands,Australia and New Zealand,2014,9563.109,5505.327
577,,"Other Africa, nes",,2014,5883901.517,8405481.298
579,NOR,Norway,Europe,2014,17004818.83,21467265.87
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2014,37644.667,41421.047
581,UMI,United States Minor Outlying Islands,,2014,4405.558,2663.992
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2014,102839.149,104660.678
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2014,339256.055,642428.057
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2014,92414.96623,86680.87665
586,PAK,Pakistan,Central and Southern Asia,2014,25284794.43,44965587.89
591,PAN,Panama,Latin America and the Caribbean,2014,14267077.14,19692949.88
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2014,1838312.935,2512726.11
600,PRY,Paraguay,Latin America and the Caribbean,2014,2700830.983,4247437.22
604,PER,Peru,Latin America and the Caribbean,2014,12695730.49,21042803.37
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2014,29399466.62,57842351.16
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2014,565.061,649.151
616,POL,Poland,Europe,2014,58760200.74,100423615.8
620,PRT,Portugal,Europe,2014,30311513.34,44810704.28
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2014,211665.526,411003.719
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2014,291025.929,627196.096
634,QAT,Qatar,Northern Africa and Western Asia,2014,6285270.888,40082285.9
637,,"North America and Central America, nes",,2014,44123861.09,63269229
642,ROU,Romania,Europe,2014,18982988.63,30281435.38
643,RUS,Russian Federation,Europe,2014,47361193.7,130553001.7
646,RWA,Rwanda,Sub-Saharan Africa,2014,738043.6327,1366214.077
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2014,534.969,251.5
654,SHN,Saint Helena,Sub-Saharan Africa,2014,20225.269,26169.723
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2014,97172.78096,307850.1906
660,AIA,Anguilla,Latin America and the Caribbean,2014,33950.568,58360.033
662,LCA,Saint Lucia,Latin America and the Caribbean,2014,2023696.773,2988106.875
666,SPM,Saint Pierre and Miquelon,Northern America,2014,20271.169,20067.014
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2014,180931.9105,296119.1473
674,SMR,San Marino,Europe,2014,97584.174,86962.3
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2014,120154.9211,159934.599
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2014,46153705.41,64095400.78
686,SEN,Senegal,Sub-Saharan Africa,2014,4260885.522,7904861.164
688,SRB,Serbia,Europe,2014,6197327.834,10042189.33
690,SYC,Seychelles,Sub-Saharan Africa,2014,520787.7062,588429.0859
694,SLE,Sierra Leone,Sub-Saharan Africa,2014,339835.989,950436.9988
699,IND,India,Central and Southern Asia,2014,293075579.8,594432616.6
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2014,144301907.1,233609323
703,SVK,Slovakia,Europe,2014,18531921.98,33370061.13
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2014,52614635.27,66401793.19
705,SVN,Slovenia,Europe,2014,10087647.14,15953922.14
706,SOM,Somalia,Sub-Saharan Africa,2014,792694.726,1635121.2
710,ZAF,South Africa,Sub-Saharan Africa,2014,35252373.49,56540944.3
716,ZWE,Zimbabwe,Sub-Saharan Africa,2014,2740989.614,3290072.761
724,ESP,Spain,Europe,2014,127702898.7,205075303.5
728,SSD,South Sudan,Sub-Saharan Africa,2014,231407.251,464131.99
729,SDN,Sudan,Northern Africa and Western Asia,2014,4789131.71,8822492.314
732,ESH,Western Sahara,Northern Africa and Western Asia,2014,4109.981,6573.379
740,SUR,Suriname,Latin America and the Caribbean,2014,667298.6019,1101759.401
748,SWZ,Eswatini,Sub-Saharan Africa,2014,729673.3286,1434553.976
