Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
70,BIH,Bosnia Herzegovina,Europe,2018,3729946.253,6808214.404
72,BWA,Botswana,Sub-Saharan Africa,2018,3298779.605,3103600.665
74,BVT,Bouvet Island,,2018,,
76,BRA,Brazil,Latin America and the Caribbean,2018,51785844.86,132208240.4
84,BLZ,Belize,Latin America and the Caribbean,2018,333323.3327,994700.694
86,IOT,British Indian Ocean Territory,,2018,9796.445,8608.383
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2018,233252.0032,317415.6941
92,VGB,British Virgin Islands,Latin America and the Caribbean,2018,169308.257,335399.781
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2018,922217.3269,3521214.716
100,BGR,Bulgaria,Europe,2018,13824356.35,21496830.2
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2018,7911396.345,16649517.38
108,BDI,Burundi,Sub-Saharan Africa,2018,375496.6893,767023.1684
112,BLR,Belarus,Europe,2018,17287769.02,53729888.48
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2018,6729315.576,10998798.37
120,CMR,Cameroon,Sub-Saharan Africa,2018,1387915.05,5263036.384
124,CAN,Canada,Northern America,2018,86815618.55,145811262.4
132,CPV,Cabo Verde,Sub-Saharan Africa,2018,336908.8764,747201.3841
136,CYM,Cayman Islands,Latin America and the Caribbean,2018,392770.541,689210.007
140,CAF,Central African Republic,Sub-Saharan Africa,2018,135247.4154,217666.0579
144,LKA,Sri Lanka,Central and Southern Asia,2018,6316989.797,17542592.64
148,TCD,Chad,Sub-Saharan Africa,2018,128131.698,186533.879
152,CHL,Chile,Latin America and the Caribbean,2018,20572973.56,48387015
156,CHN,China,China,2018,790491360.3,2610097908
162,CXR,Christmas Islands,,2018,12829.502,17647.039
166,CCK,Cocos Islands,,2018,411.299,559.339
170,COL,Colombia,Latin America and the Caribbean,2018,12771610.15,29181148.18
174,COM,Comoros,Sub-Saharan Africa,2018,150406.8306,448656.0529
178,COG,"Congo, Republic",Sub-Saharan Africa,2018,757193.1181,1505711.543
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2018,1707178.75,3380234.404
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2018,46567.133,58471.165
188,CRI,Costa Rica,Latin America and the Caribbean,2018,4205492.973,7707438.619
191,HRV,Croatia,Europe,2018,8594988.045,18219964.85
192,CUB,Cuba,Latin America and the Caribbean,2018,1558254.258,3231245.406
196,CYP,Cyprus,Northern Africa and Western Asia,2018,4239351.644,8499176.869
203,CZE,Czech Republic,Europe,2018,31472171.98,52811452.35
204,BEN,Benin,Sub-Saharan Africa,2018,2598948.301,5820080.346
208,DNK,Denmark,Europe,2018,23791780.9,45615664.77
212,DMA,Dominica,Latin America and the Caribbean,2018,91915.374,245712.366
214,DOM,Dominican Republic,Latin America and the Caribbean,2018,7484325.829,14470672.19
218,ECU,Ecuador,Latin America and the Caribbean,2018,8477702.415,16704515.57
222,SLV,El Salvador,Latin America and the Caribbean,2018,3621372.523,7271212.797
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2018,173923.825,482315.233
231,ETH,Ethiopia,Sub-Saharan Africa,2018,4530619.997,8969569.408
232,ERI,Eritrea,Sub-Saharan Africa,2018,143451.007,490648.189
233,EST,Estonia,Europe,2018,6585986.013,13080062.17
234,FRO,Faeroe Islands,Europe,2018,337975.104,718917.567
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2018,38253.758,42452.04
239,SGS,South Georgia and the South Sandwich Islands,,2018,19.571,2.397
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2018,1030071.696,1872395.261
246,FIN,Finland,Europe,2018,22403598.55,48707760.44
251,FRA,France,Europe,2018,153858524.3,243849896.6
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2018,352617.386,453281.492
260,ATF,French Southern Territories,,2018,4175.7,3027.319
262,DJI,Djibouti,Sub-Saharan Africa,2018,2702544.848,5913869.908
266,GAB,Gabon,Sub-Saharan Africa,2018,533675.562,1219883.713
268,GEO,Georgia,Northern Africa and Western Asia,2018,3116466.333,7082370.916
270,GMB,Gambia,Sub-Saharan Africa,2018,469355.6077,1554832.856
275,PSE,State of Palestine,Northern Africa and Western Asia,2018,2327353.059,5922308.977
276,DEU,Germany,Europe,2018,286335709.2,490991406.3
288,GHA,Ghana,Sub-Saharan Africa,2018,3920768.53,13401748.04
292,GIB,Gibraltar,Europe,2018,7735276.35,14953082.43
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2018,27224.353,55394.646
300,GRC,Greece,Europe,2018,28324710.96,51099643.69
304,GRL,Greenland,Northern America,2018,257492.796,271288.7319
308,GRD,Grenada,Latin America and the Caribbean,2018,57620.689,146145.908
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2018,675459.394,1162938.808
320,GTM,Guatemala,Latin America and the Caribbean,2018,6379023.402,14816063.8
324,GIN,Guinea,Sub-Saharan Africa,2018,1271891.437,4426094.4
328,GUY,Guyana,Latin America and the Caribbean,2018,776717.0105,2251227.793
332,HTI,Haiti,Latin America and the Caribbean,2018,1462268.539,4238389.736
334,HMD,Heard Island and McDonald Islands,,2018,119.253,206.804
336,VAT,Holy See,Europe,2018,18964.489,12849.043
340,HND,Honduras,Latin America and the Caribbean,2018,3859584.898,7587772.896
344,HKG,"China, Hong Kong SAR",China,2018,93989771.43,270435612.3
348,HUN,Hungary,Europe,2018,19584662.61,37272357.94
352,ISL,Iceland,Europe,2018,1722303.654,3381255.812
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2018,71215826.42,139916559.7
364,IRN,Iran,Central and Southern Asia,2018,15933910.63,32991871.78
368,IRQ,Iraq,Northern Africa and Western Asia,2018,13711356.43,38247184.71
372,IRL,Ireland,Europe,2018,16027957.04,34851681.49
376,ISR,Israel,Northern Africa and Western Asia,2018,27740192.16,55152270.48
381,ITA,Italy,Europe,2018,177480039.3,292174734.7
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2018,5324447.333,13490620.21
388,JAM,Jamaica,Latin America and the Caribbean,2018,1775308.26,4084660.338
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2018,256364949.8,645484316.3
398,KAZ,Kazakhstan,Central and Southern Asia,2018,7795978.893,32723412.15
400,JOR,Jordan,Northern Africa and Western Asia,2018,8957441.934,17062577.44
404,KEN,Kenya,Sub-Saharan Africa,2018,7076120.666,17082807.54
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2018,758875.277,1442432.606
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2018,225028906.3,573108431
414,KWT,Kuwait,Northern Africa and Western Asia,2018,7706328.498,45760689.58
417,KGZ,Kyrgyzstan,Central and Southern Asia,2018,1766313.242,6221510.416
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2018,2232967.925,4191758.987
422,LBN,Lebanon,Northern Africa and Western Asia,2018,9245897.21,15467019.15
426,LSO,Lesotho,Sub-Saharan Africa,2018,497651.826,1379873.943
428,LVA,Latvia,Europe,2018,7347859.482,19858791.92
430,LBR,Liberia,Sub-Saharan Africa,2018,1382648.493,3535419.505
434,LBY,Libya,Northern Africa and Western Asia,2018,5164921.024,11110335.47
440,LTU,Lithuania,Europe,2018,11632125.63,25521491.46
442,LUX,Luxembourg,Europe,2018,7218120.114,16655217.34
446,MAC,"China, Macao SAR",China,2018,1877964.464,104910789
450,MDG,Madagascar,Sub-Saharan Africa,2018,1595902.351,5153653.731
454,MWI,Malawi,Sub-Saharan Africa,2018,773207.9934,1498276.331
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2018,72103147.21,173876609.1
462,MDV,Maldives,Central and Southern Asia,2018,1062214.775,7766598.419
466,MLI,Mali,Sub-Saharan Africa,2018,1340771.86,4351960.534
470,MLT,Malta,Europe,2018,6069737.101,13443781.42
473,,"Latin American Integration Association, nes",,2018,2334.713,284.276
478,MRT,Mauritania,Sub-Saharan Africa,2018,1580893.747,4439345.423
480,MUS,Mauritius,Sub-Saharan Africa,2018,2555059.338,4998908.271
484,MEX,Mexico,Latin America and the Caribbean,2018,90709726.49,169505704.6
490,,"Other Asia, nes",,2018,113183555.1,285161267.6
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2018,1708924.52,3039688.935
498,MDA,Moldova,Europe,2018,1730639.221,3632014.941
499,MNE,Montenegro,Europe,2018,997927.6233,2135479.899
500,MSR,Montserrat,Latin America and the Caribbean,2018,9220.227,18105.176
504,MAR,Morocco,Northern Africa and Western Asia,2018,17639041.07,51188632.54
508,MOZ,Mozambique,Sub-Saharan Africa,2018,4764493.539,18390997.22
512,OMN,Oman,Northern Africa and Western Asia,2018,9905071.027,30793822.85
516,NAM,Namibia,Sub-Saharan Africa,2018,2759739.85,2767849.437
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2018,85585.277,161000.189
524,NPL,Nepal,Central and Southern Asia,2018,4885982.986,12996383.42
527,,"Oceania, nes",,2018,2832.334,2422.394
528,NLD,Netherlands,Europe,2018,199428560.1,399850182.1
531,CUW,Curacao,Latin America and the Caribbean,2018,1070752.795,2195146.407
533,ABW,Aruba,Latin America and the Caribbean,2018,538249.0391,1135191.345
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2018,140875.569,58346.162
535,BES,Bonaire,Latin America and the Caribbean,2018,211565.783,465368.365
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2018,910587.965,3213935.903
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2018,73180.56,166990.665
554,NZL,New Zealand,Australia and New Zealand,2018,9568332.729,18212549.93
558,NIC,Nicaragua,Latin America and the Caribbean,2018,1856286.25,3860364.461
562,NER,Niger,Sub-Saharan Africa,2018,754694.863,2154408.438
566,NGA,Nigeria,Sub-Saharan Africa,2018,17097526.69,30187549.6
568,,"Other Europe, nes",,2018,12315429.57,24659338.24
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2018,5176.604,5386.098
574,NFK,Norfolk Islands,Australia and New Zealand,2018,5745.016,7302.202
577,,"Other Africa, nes",,2018,54889.933,74119.336
579,NOR,Norway,Europe,2018,17133533.07,26007381.57
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2018,51957.911,87437.711
581,UMI,United States Minor Outlying Islands,,2018,1990.485,1801.165
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2018,30259.866,58424.262
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2018,773764.312,1734413.711
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2018,72887.3258,84580.54534
586,PAK,Pakistan,Central and Southern Asia,2018,28752162.97,65915598.77
591,PAN,Panama,Latin America and the Caribbean,2018,10682933.54,24703605.68
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2018,1320288.083,2724775.247
600,PRY,Paraguay,Latin America and the Caribbean,2018,2829360.466,4996021.489
604,PER,Peru,Latin America and the Caribbean,2018,13724837.04,29693531.98
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2018,37860097.19,103529555.6
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2018,360.006,630.374
616,POL,Poland,Europe,2018,64836097.71,130930641.6
620,PRT,Portugal,Europe,2018,28975198.16,62705649.78
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2018,177617.315,518932.486
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2018,151308.916,802252.431
634,QAT,Qatar,Northern Africa and Western Asia,2018,6067221.967,31609394.12
637,,"North America and Central America, nes",,2018,1959399.033,5414095.08
642,ROU,Romania,Europe,2018,21469173.29,40597430.16
643,RUS,Russian Federation,Europe,2018,35928640.11,99156122.64
646,RWA,Rwanda,Sub-Saharan Africa,2018,1064674.308,2154657.272
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2018,26477.24,90483.168
654,SHN,Saint Helena,Sub-Saharan Africa,2018,10691.286,15158.712
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2018,66209.214,162330.679
660,AIA,Anguilla,Latin America and the Caribbean,2018,23369.193,29375.176
662,LCA,Saint Lucia,Latin America and the Caribbean,2018,1744910.898,3781449.079
666,SPM,Saint Pierre and Miquelon,Northern America,2018,6021.532,4306.985
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2018,136113.2838,253696.4201
674,SMR,San Marino,Europe,2018,74199.062,76979.355
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2018,63224.32516,70430.19289
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2018,34765729.52,61025720.13
686,SEN,Senegal,Sub-Saharan Africa,2018,5098496.565,12838600.99
688,SRB,Serbia,Europe,2018,7389878.898,14851678.65
690,SYC,Seychelles,Sub-Saharan Africa,2018,722864.4183,525954.9136
694,SLE,Sierra Leone,Sub-Saharan Africa,2018,411432.6146,1420154.65
699,IND,India,Central and Southern Asia,2018,290505312,693053627.4
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2018,115373774.5,303337114.5
703,SVK,Slovakia,Europe,2018,17478816.25,36984746.23
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2018,69754288.73,123475910.1
705,SVN,Slovenia,Europe,2018,10720433.36,20602383.77
706,SOM,Somalia,Sub-Saharan Africa,2018,1269822.943,2613814.31
710,ZAF,South Africa,Sub-Saharan Africa,2018,28620558.83,52600145.74
716,ZWE,Zimbabwe,Sub-Saharan Africa,2018,2398396.053,3086043.636
724,ESP,Spain,Europe,2018,117188664.6,225121115.8
728,SSD,South Sudan,Sub-Saharan Africa,2018,284486.498,653948.554
729,SDN,Sudan,Northern Africa and Western Asia,2018,5351601.963,13266706.76
732,ESH,Western Sahara,Northern Africa and Western Asia,2018,318.14,120.308
740,SUR,Suriname,Latin America and the Caribbean,2018,186817.7379,336495.5683
748,SWZ,Eswatini,Sub-Saharan Africa,2018,637536.169,1537005.532
752,SWE,Sweden,Europe,2018,41033116.82,66507216.82
757,CHE,Switzerland,Europe,2018,98936726.58,45377427.62
760,SYR,Syria,Northern Africa and Western Asia,2018,1757505.081,4129780.771
762,TJK,Tajikistan,Central and Southern Asia,2018,1139846.705,3496462.32
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2018,80347302.31,121598995.9
768,TGO,Togo,Sub-Saharan Africa,2018,4768770.865,9962702.208
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2018,3880.091,3124.863
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2018,47729.482,64020.769
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2018,2151662.106,6113088.158
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2018,80904951.52,86667383.27
788,TUN,Tunisia,Northern Africa and Western Asia,2018,8629822.251,16280306.97
792,TUR,Turkey,Northern Africa and Western Asia,2018,78531335.5,171465179.7
795,TKM,Turkmenistan,Central and Southern Asia,2018,575913.936,1397328.516
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2018,146620.592,333195.158
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2018,26856.972,312163.609
800,UGA,Uganda,Sub-Saharan Africa,2018,2224376.654,5687287.148
804,UKR,Ukraine,Europe,2018,22355884.13,71567268.26
807,MKD,North Macedonia,Europe,2018,3541050.957,5183283.688
818,EGY,Egypt,Northern Africa and Western Asia,2018,42183614.28,104882593.8
826,GBR,United Kingdom,Europe,2018,157437645.6,236764731.4
834,TZA,Tanzania,Sub-Saharan Africa,2018,3547931.262,7159015.496
837,,Bunkers,,2018,17148388.25,34510360.24
838,,Free Zones,,2018,1905821.514,12508798.89
839,,Special Categories,,2018,12404151.57,37518478.79
842,USA,United States,Northern America,2018,473910382.7,814680151.2
854,BFA,Burkina Faso,Sub-Saharan Africa,2018,1819732.582,4861322.347
858,URY,Uruguay,Latin America and the Caribbean,2018,4144035.314,9435184.556
860,UZB,Uzbekistan,Central and Southern Asia,2018,4988709.438,16484768.18
862,VEN,Venezuela,Latin America and the Caribbean,2018,6870620.476,15936322.86
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2018,13716.887,19313.104
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2018,191435.2646,327193.569
887,YEM,Yemen,Northern Africa and Western Asia,2018,3923767.494,11832101.58
894,ZMB,Zambia,Sub-Saharan Africa,2018,3576839.623,4067277.124
899,,"Areas, nes",,2018,174013633.6,300053483.2
4,AFG,Afghanistan,Central and Southern Asia,2019,2246462.377,7973334.701
8,ALB,Albania,Europe,2019,1532442.961,3151046.007
10,ATA,Antarctica,,2019,21277.15,26191.506
12,DZA,Algeria,Northern Africa and Western Asia,2019,11939556.83,29605325.11
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2019,137764.796,178068.646
20,AND,Andorra,Europe,2019,241397.997,596625.513
24,AGO,Angola,Sub-Saharan Africa,2019,2457047.43,4366890.37
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2019,411661.2459,676661.2956
31,AZE,Azerbaijan,Northern Africa and Western Asia,2019,3054421.678,7292801.943
32,ARG,Argentina,Latin America and the Caribbean,2019,9965613.982,24939729.17
36,AUS,Australia,Australia and New Zealand,2019,46224699.53,77737975.57
40,AUT,Austria,Europe,2019,36756012.91,71516009.16
44,BHS,Bahamas,Latin America and the Caribbean,2019,2882667.68,6491389.296
48,BHR,Bahrain,Northern Africa and Western Asia,2019,3315688.949,19231808.8
50,BGD,Bangladesh,Central and Southern Asia,2019,21464993.93,90174900.44
51,ARM,Armenia,Northern Africa and Western Asia,2019,1827758.797,4073013.027
52,BRB,Barbados,Latin America and the Caribbean,2019,437107.261,862953.9897
56,BEL,Belgium,Europe,2019,114440768.5,214673112.8
60,BMU,Bermuda,Northern America,2019,244246.1223,402144.2335
64,BTN,Bhutan,Central and Southern Asia,2019,359831.645,952039.038
68,BOL,Bolivia,Latin America and the Caribbean,2019,1111068.488,1940496.75
70,BIH,Bosnia Herzegovina,Europe,2019,3415726.952,6690373.386
72,BWA,Botswana,Sub-Saharan Africa,2019,3358289.669,3305310.306
74,BVT,Bouvet Island,,2019,,
76,BRA,Brazil,Latin America and the Caribbean,2019,49581726.52,132252135.1
84,BLZ,Belize,Latin America and the Caribbean,2019,317587.9544,900689.738
86,IOT,British Indian Ocean Territory,,2019,28618.049,38066.543
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2019,141792.48,231385.307
92,VGB,British Virgin Islands,Latin America and the Caribbean,2019,142893.894,326481.966
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2019,1466371.048,3484460.902
100,BGR,Bulgaria,Europe,2019,13381352.11,22449834.42
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2019,7284087.128,15793372.37
108,BDI,Burundi,Sub-Saharan Africa,2019,407645.0451,900017.9715
112,BLR,Belarus,Europe,2019,15721265.65,51537608.52
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2019,6759226.961,15922520.15
120,CMR,Cameroon,Sub-Saharan Africa,2019,1314017.104,5099411.491
124,CAN,Canada,Northern America,2019,81871269.78,140108597.6
132,CPV,Cabo Verde,Sub-Saharan Africa,2019,399623.5553,902469.8447
136,CYM,Cayman Islands,Latin America and the Caribbean,2019,281467.142,587899.408
140,CAF,Central African Republic,Sub-Saharan Africa,2019,111331.693,198720.373
144,LKA,Sri Lanka,Central and Southern Asia,2019,5901756.146,14535481.48
148,TCD,Chad,Sub-Saharan Africa,2019,77907.447,115117.395
152,CHL,Chile,Latin America and the Caribbean,2019,19147428.47,47859861.74
156,CHN,China,China,2019,806243244.8,2759395461
162,CXR,Christmas Islands,,2019,9088.386,14047.901
166,CCK,Cocos Islands,,2019,1190.474,366.125
170,COL,Colombia,Latin America and the Caribbean,2019,13226044.3,30138887.36
174,COM,Comoros,Sub-Saharan Africa,2019,140398.3821,447988.5542
178,COG,"Congo, Republic",Sub-Saharan Africa,2019,709874.8533,1630988.165
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2019,1504645.833,3127968.928
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2019,51441.243,67374.082
188,CRI,Costa Rica,Latin America and the Caribbean,2019,3821854.686,7200155.077
191,HRV,Croatia,Europe,2019,8086144.543,18314748.97
192,CUB,Cuba,Latin America and the Caribbean,2019,1617357.25,3589436.909
196,CYP,Cyprus,Northern Africa and Western Asia,2019,3717478.602,8384222.82
203,CZE,Czech Republic,Europe,2019,28693882.01,53054661.7
204,BEN,Benin,Sub-Saharan Africa,2019,2008548.965,5057257.515
208,DNK,Denmark,Europe,2019,22724474.52,43864097.6
212,DMA,Dominica,Latin America and the Caribbean,2019,286295.929,686697.245
214,DOM,Dominican Republic,Latin America and the Caribbean,2019,6059393.678,13992069.21
218,ECU,Ecuador,Latin America and the Caribbean,2019,8402583.622,16073410.56
222,SLV,El Salvador,Latin America and the Caribbean,2019,3462785.725,7334923.606
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2019,155341.711,356909.279
231,ETH,Ethiopia,Sub-Saharan Africa,2019,1178669.043,2257632.367
232,ERI,Eritrea,Sub-Saharan Africa,2019,119217.034,416456.094
233,EST,Estonia,Europe,2019,6036002.263,13364324.76
234,FRO,Faeroe Islands,Europe,2019,320500.259,767968.228
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2019,22328.031,30112.347
239,SGS,South Georgia and the South Sandwich Islands,,2019,19.708,0.362
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2019,1019250.15,1805288.248
246,FIN,Finland,Europe,2019,20583877.9,44871446.92
251,FRA,France,Europe,2019,141737586.9,258043815.8
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2019,331255.545,409543.108
260,ATF,French Southern Territories,,2019,5324.981,3999.891
262,DJI,Djibouti,Sub-Saharan Africa,2019,1923994.182,4543029.879
266,GAB,Gabon,Sub-Saharan Africa,2019,445037.665,1296775.306
268,GEO,Georgia,Northern Africa and Western Asia,2019,3265463.686,7667102.13
270,GMB,Gambia,Sub-Saharan Africa,2019,470128.7957,1520711.987
275,PSE,State of Palestine,Northern Africa and Western Asia,2019,238871.866,1796514.152
276,DEU,Germany,Europe,2019,267690373,515722371.3
288,GHA,Ghana,Sub-Saharan Africa,2019,3423464.51,13686973.04
292,GIB,Gibraltar,Europe,2019,6389259.178,13400872.54
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2019,34845.439,69577.995
300,GRC,Greece,Europe,2019,26102383.6,50804845.58
304,GRL,Greenland,Northern America,2019,228239.57,276837.324
308,GRD,Grenada,Latin America and the Caribbean,2019,60268.716,259206.801
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2019,620511.597,1164225.143
320,GTM,Guatemala,Latin America and the Caribbean,2019,6525954.889,16103639.89
324,GIN,Guinea,Sub-Saharan Africa,2019,984009.724,4037049.758
328,GUY,Guyana,Latin America and the Caribbean,2019,824605.1463,2649858.778
332,HTI,Haiti,Latin America and the Caribbean,2019,1143391.145,2937787.467
334,HMD,Heard Island and McDonald Islands,,2019,39.105,19.783
336,VAT,Holy See,Europe,2019,13537.483,12072.435
340,HND,Honduras,Latin America and the Caribbean,2019,3811185.532,7394915.621
344,HKG,"China, Hong Kong SAR",China,2019,78701401.14,136521808.9
348,HUN,Hungary,Europe,2019,18810035.77,40250717.3
352,ISL,Iceland,Europe,2019,1432392.789,2742901.798
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2019,60047600.49,116116726
364,IRN,Iran,Central and Southern Asia,2019,11115974.14,24206857.32
368,IRQ,Iraq,Northern Africa and Western Asia,2019,10824810,19486380.84
372,IRL,Ireland,Europe,2019,14780522.38,33515305
376,ISR,Israel,Northern Africa and Western Asia,2019,25062638.1,53574126.98
381,ITA,Italy,Europe,2019,157508717.3,275778978.5
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2019,4839378.997,13532009.28
388,JAM,Jamaica,Latin America and the Caribbean,2019,2413848.177,5165606.697
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2019,264932148.9,689661861.7
398,KAZ,Kazakhstan,Central and Southern Asia,2019,7101490.02,21907148.52
400,JOR,Jordan,Northern Africa and Western Asia,2019,8315568.892,17769101.72
404,KEN,Kenya,Sub-Saharan Africa,2019,7045122.326,17506968.44
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2019,781931.033,1448445.615
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2019,205373043.8,547375521.1
414,KWT,Kuwait,Northern Africa and Western Asia,2019,7948373.785,46476384.8
417,KGZ,Kyrgyzstan,Central and Southern Asia,2019,1856082.774,5561487.281
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2019,2271661.165,5721521.504
422,LBN,Lebanon,Northern Africa and Western Asia,2019,6492007.629,11622685.09
426,LSO,Lesotho,Sub-Saharan Africa,2019,490463.932,1499570.457
428,LVA,Latvia,Europe,2019,7025002.965,20187488.69
430,LBR,Liberia,Sub-Saharan Africa,2019,1594928.117,3918257.823
434,LBY,Libya,Northern Africa and Western Asia,2019,4332573.835,11617964.05
440,LTU,Lithuania,Europe,2019,10496769.69,25632882.41
442,LUX,Luxembourg,Europe,2019,6587760.908,17217402.79
446,MAC,"China, Macao SAR",China,2019,1855009.156,107978524.3
450,MDG,Madagascar,Sub-Saharan Africa,2019,1475925.549,5786406.153
454,MWI,Malawi,Sub-Saharan Africa,2019,780148.5829,1505701.945
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2019,68747998.17,164453208
462,MDV,Maldives,Central and Southern Asia,2019,802136.692,2887906.741
466,MLI,Mali,Sub-Saharan Africa,2019,1504236.353,4517362.762
470,MLT,Malta,Europe,2019,5984723.142,14289976.65
473,,"Latin American Integration Association, nes",,2019,265.209,72.986
478,MRT,Mauritania,Sub-Saharan Africa,2019,1675152.561,4512704.714
480,MUS,Mauritius,Sub-Saharan Africa,2019,2328974.083,4885072.899
484,MEX,Mexico,Latin America and the Caribbean,2019,87240484.68,170796569.7
490,,"Other Asia, nes",,2019,84102071.94,239123694.8
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2019,1801971.06,3220093.708
498,MDA,Moldova,Europe,2019,1663066.688,3614802.42
499,MNE,Montenegro,Europe,2019,815313.567,1539065.612
500,MSR,Montserrat,Latin America and the Caribbean,2019,7724.065,14615.307
504,MAR,Morocco,Northern Africa and Western Asia,2019,17069951.85,53478879.8
508,MOZ,Mozambique,Sub-Saharan Africa,2019,5984317.856,22989021.16
512,OMN,Oman,Northern Africa and Western Asia,2019,7147953.899,26119173.7
516,NAM,Namibia,Sub-Saharan Africa,2019,3740117.352,3543052.859
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2019,56302.643,89116.278
524,NPL,Nepal,Central and Southern Asia,2019,4573171.027,11308493.16
527,,"Oceania, nes",,2019,5173.765,2957.756
528,NLD,Netherlands,Europe,2019,187078941.1,402539573.4
531,CUW,Curacao,Latin America and the Caribbean,2019,316992.352,527413.986
533,ABW,Aruba,Latin America and the Caribbean,2019,472907.3941,1008386.931
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2019,137896.697,53814.299
535,BES,Bonaire,Latin America and the Caribbean,2019,342753.142,864043.943
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2019,690312.75,2883242.497
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2019,57612.806,97729.468
554,NZL,New Zealand,Australia and New Zealand,2019,8810158.294,17253439.7
558,NIC,Nicaragua,Latin America and the Caribbean,2019,1781815.049,3919049.019
