Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
188,CRI,Costa Rica,Latin America and the Caribbean,2005,2066848.339,4563766.536
191,HRV,Croatia,Europe,2005,4978897.515,17257114.8
192,CUB,Cuba,Latin America and the Caribbean,2005,3542193.808,8794465.98
196,CYP,Cyprus,Northern Africa and Western Asia,2005,6207880.423,25935826.81
203,CZE,Czech Republic,Europe,2005,15705075.55,38049950.61
204,BEN,Benin,Sub-Saharan Africa,2005,613300.6666,2432654.856
208,DNK,Denmark,Europe,2005,16048672.57,39678282.96
212,DMA,Dominica,Latin America and the Caribbean,2005,75954.89287,328839.5426
214,DOM,Dominican Republic,Latin America and the Caribbean,2005,2796874.869,7470904.327
218,ECU,Ecuador,Latin America and the Caribbean,2005,2669996.99,5981215.434
222,SLV,El Salvador,Latin America and the Caribbean,2005,2065050.008,5184431.011
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2005,169627.25,374945.016
231,ETH,Ethiopia,Sub-Saharan Africa,2005,1572408.365,6610293.451
232,ERI,Eritrea,Sub-Saharan Africa,2005,110022.483,403892.333
233,EST,Estonia,Europe,2005,3489600.377,10819602.68
234,FRO,Faeroe Islands,Europe,2005,231649.7115,513479.548
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2005,8195.281,15487.971
239,SGS,South Georgia and the South Sandwich Islands,,2005,139.015,219.418
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2005,672113.992,1416545.739
246,FIN,Finland,Europe,2005,16220732.07,58531896.87
251,FRA,France,Europe,2005,121694279.6,314693160.3
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2005,458005.9699,803606.1937
260,ATF,French Southern Territories,,2005,22714.668,48988.373
262,DJI,Djibouti,Sub-Saharan Africa,2005,266585.06,673075.66
266,GAB,Gabon,Sub-Saharan Africa,2005,329393.2662,601848.0535
268,GEO,Georgia,Northern Africa and Western Asia,2005,1068327.351,4935907.391
270,GMB,Gambia,Sub-Saharan Africa,2005,265821.6534,1124503.86
275,PSE,State of Palestine,Northern Africa and Western Asia,2005,26276.182,51036.946
276,DEU,Germany,Europe,2005,190668813.6,449812949.7
288,GHA,Ghana,Sub-Saharan Africa,2005,1941401.051,7961084.337
292,GIB,Gibraltar,Europe,2005,2508340.478,8177656.097
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2005,32481.09497,77270.57051
300,GRC,Greece,Europe,2005,17694947.31,40614422.26
304,GRL,Greenland,Northern America,2005,210297.6226,295194.4822
308,GRD,Grenada,Latin America and the Caribbean,2005,127453.1284,247926.6462
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2005,598547.461,1322607.004
320,GTM,Guatemala,Latin America and the Caribbean,2005,3247106.612,8287178.736
324,GIN,Guinea,Sub-Saharan Africa,2005,519505.3531,2238150.32
328,GUY,Guyana,Latin America and the Caribbean,2005,370160.8545,1005088.678
332,HTI,Haiti,Latin America and the Caribbean,2005,476735.107,1652253.873
334,HMD,Heard Island and McDonald Islands,,2005,90.76,134.576
336,VAT,Holy See,Europe,2005,30796.868,103479.551
340,HND,Honduras,Latin America and the Caribbean,2005,2014205.284,4336412.781
344,HKG,"China, Hong Kong SAR",China,2005,43069982.96,219045550.7
348,HUN,Hungary,Europe,2005,12069693.01,33617122.38
352,ISL,Iceland,Europe,2005,1127254.016,2854116.314
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2005,29160004.01,72559011.18
364,IRN,Iran,Central and Southern Asia,2005,14159737.7,38805877.55
368,IRQ,Iraq,Northern Africa and Western Asia,2005,3027829.995,12417145.56
372,IRL,Ireland,Europe,2005,12854515,38709039.26
376,ISR,Israel,Northern Africa and Western Asia,2005,19205557.19,43329989.98
381,ITA,Italy,Europe,2005,132813854.9,323267536.5
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2005,2733698.625,7891011.53
388,JAM,Jamaica,Latin America and the Caribbean,2005,2257086.47,8271809.48
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2005,226967880.5,825805707.1
398,KAZ,Kazakhstan,Central and Southern Asia,2005,4097581,34517959.33
400,JOR,Jordan,Northern Africa and Western Asia,2005,4878806.7,13988319.84
404,KEN,Kenya,Sub-Saharan Africa,2005,2535144.184,6719693.843
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2005,1376791.009,5294520.676
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2005,113196098.2,372434954.9
414,KWT,Kuwait,Northern Africa and Western Asia,2005,2717758.826,16322879.59
417,KGZ,Kyrgyzstan,Central and Southern Asia,2005,527788.7977,4666100.62
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2005,325983.757,899522.95
422,LBN,Lebanon,Northern Africa and Western Asia,2005,4070716.567,10663144.99
426,LSO,Lesotho,Sub-Saharan Africa,2005,12837.651,35707.671
428,LVA,Latvia,Europe,2005,2810165.492,10438742.11
430,LBR,Liberia,Sub-Saharan Africa,2005,249889.774,774853.21
434,LBY,Libya,Northern Africa and Western Asia,2005,2052742.351,8395258.604
440,LTU,Lithuania,Europe,2005,5890233.106,19777153.74
442,LUX,Luxembourg,Europe,2005,5906178.628,15736180.19
446,MAC,"China, Macao SAR",China,2005,1053668.264,66137507.33
450,MDG,Madagascar,Sub-Saharan Africa,2005,639428.4292,1436405.084
454,MWI,Malawi,Sub-Saharan Africa,2005,471338.2965,1748899.64
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2005,24078229.07,70272462.9
462,MDV,Maldives,Central and Southern Asia,2005,290750.9116,1132616.155
466,MLI,Mali,Sub-Saharan Africa,2005,858986.1877,2642116.684
470,MLT,Malta,Europe,2005,1224400.922,3245857.154
473,,"Latin American Integration Association, nes",,2005,11137534.27,27340328
478,MRT,Mauritania,Sub-Saharan Africa,2005,476003.3381,1837461.842
480,MUS,Mauritius,Sub-Saharan Africa,2005,1319196.353,3292020.233
484,MEX,Mexico,Latin America and the Caribbean,2005,35611121.07,85786687.26
490,,"Other Asia, nes",,2005,105235524.7,357701163.3
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2005,464347.5426,1360699.864
498,MDA,Moldova,Europe,2005,1115897.508,4910101.672
500,MSR,Montserrat,Latin America and the Caribbean,2005,10021.9043,69073.69027
504,MAR,Morocco,Northern Africa and Western Asia,2005,8445438.309,32869370.09
508,MOZ,Mozambique,Sub-Saharan Africa,2005,798723.4658,3564478.052
512,OMN,Oman,Northern Africa and Western Asia,2005,1877840.372,3634562.019
516,NAM,Namibia,Sub-Saharan Africa,2005,420426.8969,1215306.183
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2005,14492.483,31358.963
524,NPL,Nepal,Central and Southern Asia,2005,620063.781,2770582.992
527,,"Oceania, nes",,2005,333809.765,794360.428
528,NLD,Netherlands,Europe,2005,113196258.7,339412197.6
530,ANT,Netherlands Antilles,,2005,2823034.314,8305415.243
533,ABW,Aruba,Latin America and the Caribbean,2005,2339110.946,8062086.222
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2005,502839.1903,1356602.064
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2005,33239.948,67702.615
554,NZL,New Zealand,Australia and New Zealand,2005,5576837.81,14085176.98
558,NIC,Nicaragua,Latin America and the Caribbean,2005,914145.0773,2431924.784
562,NER,Niger,Sub-Saharan Africa,2005,341867.0683,1009855.516
566,NGA,Nigeria,Sub-Saharan Africa,2005,6065751.475,22087924.38
568,,"Other Europe, nes",,2005,43199766.64,109511992.2
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2005,5362.878,9537.272
574,NFK,Norfolk Islands,Australia and New Zealand,2005,5611.819,9521.856
577,,"Other Africa, nes",,2005,4685899.566,12390374.11
579,NOR,Norway,Europe,2005,10778234.67,23922006.74
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2005,101148.261,189804.562
581,UMI,United States Minor Outlying Islands,,2005,9969.707,3564.089
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2005,45414.24503,108426.445
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2005,19676.038,54335.387
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2005,7027.36,40481.297
586,PAK,Pakistan,Central and Southern Asia,2005,11993484.26,36523437.87
591,PAN,Panama,Latin America and the Caribbean,2005,3446131.852,10285442.5
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2005,714816.566,1833713.044
600,PRY,Paraguay,Latin America and the Caribbean,2005,848146.6726,2286936.128
604,PER,Peru,Latin America and the Caribbean,2005,4625509.877,14308801.95
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2005,13791394.07,42896579.78
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2005,410.051,609.392
616,POL,Poland,Europe,2005,26081745.63,73388291.74
620,PRT,Portugal,Europe,2005,20797056.78,49926615.11
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2005,123829.0916,422529.694
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2005,69446.3687,158856.7025
634,QAT,Qatar,Northern Africa and Western Asia,2005,1620569.061,8637557.016
637,,"North America and Central America, nes",,2005,28656615.69,78846781.46
642,ROU,Romania,Europe,2005,10579018.7,34340341.19
643,RUS,Russian Federation,Europe,2005,21664995.51,81154077.86
646,RWA,Rwanda,Sub-Saharan Africa,2005,154818.1786,457824.3327
654,SHN,Saint Helena,Sub-Saharan Africa,2005,21921.57,26865.609
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2005,63189.83633,127444.1802
660,AIA,Anguilla,Latin America and the Caribbean,2005,27556.936,105963.373
662,LCA,Saint Lucia,Latin America and the Caribbean,2005,431342.4563,1208138.11
666,SPM,Saint Pierre and Miquelon,Northern America,2005,7002.409,10765.954
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2005,157498.905,455724.8426
674,SMR,San Marino,Europe,2005,41795.166,35886.697
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2005,31420.61998,87620.703
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2005,14392972.03,34723579.36
686,SEN,Senegal,Sub-Saharan Africa,2005,2044630.856,6239504.125
690,SYC,Seychelles,Sub-Saharan Africa,2005,187373.515,373862.542
694,SLE,Sierra Leone,Sub-Saharan Africa,2005,167254.293,763687.821
699,IND,India,Central and Southern Asia,2005,93513398.91,254622257.5
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2005,50114337.6,138871941.6
703,SVK,Slovakia,Europe,2005,8943409.621,32616061.3
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2005,14946229.84,34598027.1
705,SVN,Slovenia,Europe,2005,5322408.61,12652618.71
706,SOM,Somalia,Sub-Saharan Africa,2005,205865.774,786420.059
710,ZAF,South Africa,Sub-Saharan Africa,2005,14540350.92,37781605.21
716,ZWE,Zimbabwe,Sub-Saharan Africa,2005,1107312.635,3831404.344
724,ESP,Spain,Europe,2005,82655575.96,238517299.5
732,ESH,Western Sahara,Northern Africa and Western Asia,2005,1613.907,1144.354
736,SDN,Former Sudan,,2005,2314059.419,7523312.842
740,SUR,Suriname,Latin America and the Caribbean,2005,299561.732,1194174.822
748,SWZ,Eswatini,Sub-Saharan Africa,2005,469229.1833,1172589.233
752,SWE,Sweden,Europe,2005,27573090.03,61242104.43
757,CHE,Switzerland,Europe,2005,41260637.46,66300535.84
760,SYR,Syria,Northern Africa and Western Asia,2005,4132466.568,14143274.33
762,TJK,Tajikistan,Central and Southern Asia,2005,317232.858,1535747.096
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2005,42162550.61,102046934.6
768,TGO,Togo,Sub-Saharan Africa,2005,772993.9142,3044086.667
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2005,44234.799,31734.763
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2005,28352.255,45009.282
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2005,2734270.678,10047529.65
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2005,21263543.99,33617783.33
788,TUN,Tunisia,Northern Africa and Western Asia,2005,4510763.418,15844581.87
792,TUR,Turkey,Northern Africa and Western Asia,2005,40467972.12,110102806.1
795,TKM,Turkmenistan,Central and Southern Asia,2005,145963.635,447237.187
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2005,42562.121,180574.522
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2005,3999.077,6338.805
800,UGA,Uganda,Sub-Saharan Africa,2005,791185.3804,2367509.286
804,UKR,Ukraine,Europe,2005,15492032.06,86161382.37
807,MKD,North Macedonia,Europe,2005,1375913.269,3936597.859
818,EGY,Egypt,Northern Africa and Western Asia,2005,8496003.902,32526463.03
826,GBR,United Kingdom,Europe,2005,112114168.6,240383525.8
834,TZA,Tanzania,Sub-Saharan Africa,2005,1352856.864,3706368.76
837,,Bunkers,,2005,7347164.747,25306830.61
838,,Free Zones,,2005,660785.701,2652838.298
839,,Special Categories,,2005,6792367.044,19624740.85
842,USA,United States,Northern America,2005,442075226.3,1103232233
854,BFA,Burkina Faso,Sub-Saharan Africa,2005,550805.2323,1932738.741
858,URY,Uruguay,Latin America and the Caribbean,2005,1978950.203,6226367.615
860,UZB,Uzbekistan,Central and Southern Asia,2005,742169.924,2713747.661
862,VEN,Venezuela,Latin America and the Caribbean,2005,3171810.675,8300192.614
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2005,8530.671,14338.681
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2005,103576.0246,260847.6393
887,YEM,Yemen,Northern Africa and Western Asia,2005,2826824.064,11744511.86
891,SCG,Serbia and Montenegro,,2005,2221560.344,7257833.211
894,ZMB,Zambia,Sub-Saharan Africa,2005,647696.1425,1833899.522
899,,"Areas, nes",,2005,83731372.42,330088772
4,AFG,Afghanistan,Central and Southern Asia,2006,1194561.681,4389955.572
8,ALB,Albania,Europe,2006,1106115.97,3815378.181
10,ATA,Antarctica,,2006,3088.19,3894.435
12,DZA,Algeria,Northern Africa and Western Asia,2006,6809720.551,19383289.81
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2006,71717.052,58302.858
20,AND,Andorra,Europe,2006,317507.6725,1426601.696
24,AGO,Angola,Sub-Saharan Africa,2006,1436101.766,3752495.302
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2006,373824.7277,505623.2431
31,AZE,Azerbaijan,Northern Africa and Western Asia,2006,1588224.916,9526930.489
32,ARG,Argentina,Latin America and the Caribbean,2006,5193635.464,19951108.37
36,AUS,Australia,Australia and New Zealand,2006,29474824.12,58290584.08
40,AUT,Austria,Europe,2006,34152830.74,79110246.29
44,BHS,Bahamas,Latin America and the Caribbean,2006,3499759.201,8473839.568
48,BHR,Bahrain,Northern Africa and Western Asia,2006,6142903.263,26799708.2
50,BGD,Bangladesh,Central and Southern Asia,2006,7098754.375,36148268.73
51,ARM,Armenia,Northern Africa and Western Asia,2006,957751.6989,2902107.588
52,BRB,Barbados,Latin America and the Caribbean,2006,630328.1713,1306182.017
56,BEL,Belgium,Europe,2006,100977772.6,230038356.2
60,BMU,Bermuda,Northern America,2006,244414.934,564268.181
64,BTN,Bhutan,Central and Southern Asia,2006,147987.0094,464429.4589
68,BOL,Bolivia,Latin America and the Caribbean,2006,590155.8613,1374566.744
70,BIH,Bosnia Herzegovina,Europe,2006,2515039.802,6304708.669
72,BWA,Botswana,Sub-Saharan Africa,2006,532449.2885,1328130.587
74,BVT,Bouvet Island,,2006,473.549,71.59
76,BRA,Brazil,Latin America and the Caribbean,2006,32236643.84,96873740.32
84,BLZ,Belize,Latin America and the Caribbean,2006,253739.6473,583718.6818
86,IOT,British Indian Ocean Territory,,2006,2262.192,3053.251
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2006,62214.877,103449.35
92,VGB,British Virgin Islands,Latin America and the Caribbean,2006,3150780.66,8026215.866
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2006,377355.0963,1187052.118
100,BGR,Bulgaria,Europe,2006,7514148.107,19966675.34
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2006,952694.744,2432588.777
108,BDI,Burundi,Sub-Saharan Africa,2006,129251.1758,267755.1278
112,BLR,Belarus,Europe,2006,10935231.58,46510097.7
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2006,989986.9613,4133987.307
120,CMR,Cameroon,Sub-Saharan Africa,2006,1573223.86,4264897.903
124,CAN,Canada,Northern America,2006,68037169.49,170573617
132,CPV,Cabo Verde,Sub-Saharan Africa,2006,216569.3978,622134.2523
136,CYM,Cayman Islands,Latin America and the Caribbean,2006,352670.396,1533746.31
140,CAF,Central African Republic,Sub-Saharan Africa,2006,169237.866,365252.893
144,LKA,Sri Lanka,Central and Southern Asia,2006,4576621.875,12297324.5
148,TCD,Chad,Sub-Saharan Africa,2006,78549.479,222092.581
152,CHL,Chile,Latin America and the Caribbean,2006,14115539.28,37416639.57
156,CHN,China,China,2006,237734753.8,802400168.5
162,CXR,Christmas Islands,,2006,3371.763,11051.364
166,CCK,Cocos Islands,,2006,1012.727,1153.763
170,COL,Colombia,Latin America and the Caribbean,2006,5484635.038,14495166.57
174,COM,Comoros,Sub-Saharan Africa,2006,43667.443,158853.903
175,MYT,Mayotte,Sub-Saharan Africa,2006,118226.8371,237794.7329
178,COG,"Congo, Republic",Sub-Saharan Africa,2006,348255.899,895952.47
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2006,739080.918,1664386.948
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2006,16456.694,18745.21
188,CRI,Costa Rica,Latin America and the Caribbean,2006,2519558.962,5027987.277
191,HRV,Croatia,Europe,2006,5691333.156,17160687.4
192,CUB,Cuba,Latin America and the Caribbean,2006,1848447.637,4895574.627
196,CYP,Cyprus,Northern Africa and Western Asia,2006,5909078.405,19565891.25
203,CZE,Czech Republic,Europe,2006,22027231.3,48109343.76
204,BEN,Benin,Sub-Saharan Africa,2006,671043.4222,2484098.548
208,DNK,Denmark,Europe,2006,18558912.06,39710068.07
212,DMA,Dominica,Latin America and the Caribbean,2006,73915.342,139499.8009
214,DOM,Dominican Republic,Latin America and the Caribbean,2006,3385140.296,7930174.834
218,ECU,Ecuador,Latin America and the Caribbean,2006,3940642.927,8246146.821
222,SLV,El Salvador,Latin America and the Caribbean,2006,2294691.373,5296745.151
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2006,222869.506,538918.262
231,ETH,Ethiopia,Sub-Saharan Africa,2006,2069643.747,3888697.568
232,ERI,Eritrea,Sub-Saharan Africa,2006,70820.666,213700.799
233,EST,Estonia,Europe,2006,5027192.779,12429299.85
234,FRO,Faeroe Islands,Europe,2006,273207.7858,637521.0694
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2006,17119.307,25009.956
239,SGS,South Georgia and the South Sandwich Islands,,2006,91.821,40.421
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2006,803222.1946,1440338.969
246,FIN,Finland,Europe,2006,22618376.63,63381440.37
251,FRA,France,Europe,2006,145053450.4,320483585.3
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2006,472424.5351,741942.3733
260,ATF,French Southern Territories,,2006,11293.445,24725.769
262,DJI,Djibouti,Sub-Saharan Africa,2006,405867.212,908605.529
266,GAB,Gabon,Sub-Saharan Africa,2006,354274.6763,942387.1247
268,GEO,Georgia,Northern Africa and Western Asia,2006,1460302.578,5283821.391
270,GMB,Gambia,Sub-Saharan Africa,2006,247566.607,1032717.783
275,PSE,State of Palestine,Northern Africa and Western Asia,2006,24479.616,68112.65
276,DEU,Germany,Europe,2006,237882494.3,468955389.3
288,GHA,Ghana,Sub-Saharan Africa,2006,2183983.067,8742729.042
292,GIB,Gibraltar,Europe,2006,3983315.063,9165233.977
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2006,23162.40999,50236.6148
300,GRC,Greece,Europe,2006,22590293.66,43768042.26
304,GRL,Greenland,Northern America,2006,218956.2338,258568.0087
308,GRD,Grenada,Latin America and the Caribbean,2006,110335.6738,240510.1603
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2006,764084.015,1426597.846
320,GTM,Guatemala,Latin America and the Caribbean,2006,3521789.673,8700878
324,GIN,Guinea,Sub-Saharan Africa,2006,627515.6419,2033530.159
328,GUY,Guyana,Latin America and the Caribbean,2006,451704.1135,1147469.881
332,HTI,Haiti,Latin America and the Caribbean,2006,622593.361,2184411.902
334,HMD,Heard Island and McDonald Islands,,2006,291.707,157.137
336,VAT,Holy See,Europe,2006,17425.675,25250.611
340,HND,Honduras,Latin America and the Caribbean,2006,2186926.756,4246483.419
344,HKG,"China, Hong Kong SAR",China,2006,50816119.2,257118797.5
348,HUN,Hungary,Europe,2006,15469842.85,34587359.44
352,ISL,Iceland,Europe,2006,1223679.899,3291821.461
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2006,32414837.49,73365372.86
364,IRN,Iran,Central and Southern Asia,2006,12278353.67,32088870.17
368,IRQ,Iraq,Northern Africa and Western Asia,2006,3159913.794,12639220.3
372,IRL,Ireland,Europe,2006,14588971.12,37521129.37
376,ISR,Israel,Northern Africa and Western Asia,2006,21858565.39,46237304.16
381,ITA,Italy,Europe,2006,163625906.9,338077889.4
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2006,3096709.258,7994108.117
388,JAM,Jamaica,Latin America and the Caribbean,2006,2293815.248,5777125.699
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2006,259150534,788038386.9
398,KAZ,Kazakhstan,Central and Southern Asia,2006,5754222.57,37885904.81
400,JOR,Jordan,Northern Africa and Western Asia,2006,5524889.298,13915801.8
404,KEN,Kenya,Sub-Saharan Africa,2006,3725670.427,8857376.1
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2006,1651685.976,6951164.545
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2006,140054009.1,384376225.1
414,KWT,Kuwait,Northern Africa and Western Asia,2006,4023691.477,11407201.67
417,KGZ,Kyrgyzstan,Central and Southern Asia,2006,770223.7687,5056704.481
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2006,448463.257,1505668.332
422,LBN,Lebanon,Northern Africa and Western Asia,2006,4445440.157,9804074.507
426,LSO,Lesotho,Sub-Saharan Africa,2006,11983.135,28923.56
428,LVA,Latvia,Europe,2006,3444853.848,10915794.95
430,LBR,Liberia,Sub-Saharan Africa,2006,322159.63,950146.444
434,LBY,Libya,Northern Africa and Western Asia,2006,2290206.034,8200474.692
440,LTU,Lithuania,Europe,2006,6853735.213,19007580.43
442,LUX,Luxembourg,Europe,2006,6881888.794,17543852.53
446,MAC,"China, Macao SAR",China,2006,1205674.799,72939972.6
450,MDG,Madagascar,Sub-Saharan Africa,2006,719012.7801,1529097.181
454,MWI,Malawi,Sub-Saharan Africa,2006,423991.4615,1168706.987
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2006,30340845.97,92501447.34
462,MDV,Maldives,Central and Southern Asia,2006,392227.1382,1356620.41
466,MLI,Mali,Sub-Saharan Africa,2006,932226.9341,2538336.094
470,MLT,Malta,Europe,2006,1351042.223,3194034.07
473,,"Latin American Integration Association, nes",,2006,12640099.32,25423390.8
478,MRT,Mauritania,Sub-Saharan Africa,2006,840644.6268,2395467.414
480,MUS,Mauritius,Sub-Saharan Africa,2006,1565224.911,4375962.315
484,MEX,Mexico,Latin America and the Caribbean,2006,43719406.39,100759275.3
490,,"Other Asia, nes",,2006,118222133.6,344325175.2
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2006,600115.7372,1427594.864
498,MDA,Moldova,Europe,2006,1150619.106,3969814.067
