Importer M.49,Importer ISO3,Importer,Importer region,Year,Value (1000USD),Weight (1000kg)
499,MNE,Montenegro,Europe,2006,531301.1121,1467994.378
500,MSR,Montserrat,Latin America and the Caribbean,2006,11165.39767,17299.82243
504,MAR,Morocco,Northern Africa and Western Asia,2006,10117338.43,34362846.36
508,MOZ,Mozambique,Sub-Saharan Africa,2006,1194010.752,4944471.916
512,OMN,Oman,Northern Africa and Western Asia,2006,2586744.401,4930312.156
516,NAM,Namibia,Sub-Saharan Africa,2006,484740.4507,1394860.06
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2006,15384.676,23036.953
524,NPL,Nepal,Central and Southern Asia,2006,690542.979,2719689.857
527,,"Oceania, nes",,2006,466865.394,837113.759
528,NLD,Netherlands,Europe,2006,142557703.4,369389287.9
530,ANT,Netherlands Antilles,,2006,4904995.728,10806830.71
533,ABW,Aruba,Latin America and the Caribbean,2006,2373066.854,6354844.341
536,,Neutral Zone,,2006,106.857,106.857
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2006,510567.7899,1246114.38
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2006,47075.46732,93442.89955
554,NZL,New Zealand,Australia and New Zealand,2006,6546571.503,14422454.17
558,NIC,Nicaragua,Latin America and the Caribbean,2006,1131855.438,2684639.196
562,NER,Niger,Sub-Saharan Africa,2006,367085.264,909872.2964
566,NGA,Nigeria,Sub-Saharan Africa,2006,8269264.702,30673905.39
568,,"Other Europe, nes",,2006,35238508,61922955.24
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2006,3463.18,4483.767
574,NFK,Norfolk Islands,Australia and New Zealand,2006,5930.592,5810.218
577,,"Other Africa, nes",,2006,7308867.261,9167537.456
579,NOR,Norway,Europe,2006,12683028.95,22340037.22
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2006,104853.429,162145.271
581,UMI,United States Minor Outlying Islands,,2006,3460.566,2988.329
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2006,57152.91798,131047.1015
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2006,72544.485,582248.302
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2006,9455.027,72181.42
586,PAK,Pakistan,Central and Southern Asia,2006,14334673.71,36304076.31
591,PAN,Panama,Latin America and the Caribbean,2006,3597754.614,9322183.194
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2006,772676.927,1627109.212
600,PRY,Paraguay,Latin America and the Caribbean,2006,1101488.426,2607349.686
604,PER,Peru,Latin America and the Caribbean,2006,5639888.576,15480611.9
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2006,15743426.67,44201620.54
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2006,13634.429,30694.372
616,POL,Poland,Europe,2006,32414106.41,78005772.95
620,PRT,Portugal,Europe,2006,23963128.57,48357919.82
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2006,67733.732,158416.018
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2006,35223.914,105563.814
634,QAT,Qatar,Northern Africa and Western Asia,2006,2485240.79,19053338.01
637,,"North America and Central America, nes",,2006,32703587.42,75536897.09
642,ROU,Romania,Europe,2006,13139966.26,34628563.28
643,RUS,Russian Federation,Europe,2006,27192161.61,91854860.11
646,RWA,Rwanda,Sub-Saharan Africa,2006,125876.7347,294188.4635
654,SHN,Saint Helena,Sub-Saharan Africa,2006,35031.861,59642.366
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2006,102369.1844,225684.5577
660,AIA,Anguilla,Latin America and the Caribbean,2006,15036.216,94759.682
662,LCA,Saint Lucia,Latin America and the Caribbean,2006,499991.6274,1087839.572
666,SPM,Saint Pierre and Miquelon,Northern America,2006,5676.461,7319.461
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2006,128058.6427,335012.0961
674,SMR,San Marino,Europe,2006,63273.3,42674.932
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2006,49353.14413,115691.6301
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2006,16800300.1,37609555.33
686,SEN,Senegal,Sub-Saharan Africa,2006,1990761.099,5355456.644
688,SRB,Serbia,Europe,2006,5231621.77,13668819.11
690,SYC,Seychelles,Sub-Saharan Africa,2006,225400.866,570884.232
694,SLE,Sierra Leone,Sub-Saharan Africa,2006,168340.671,871252.147
699,IND,India,Central and Southern Asia,2006,106018124.6,267419278.2
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2006,60564741.02,144106001.2
703,SVK,Slovakia,Europe,2006,11565654.41,34700723.74
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2006,19016601,37998443.84
705,SVN,Slovenia,Europe,2006,6673659.677,15177846.49
706,SOM,Somalia,Sub-Saharan Africa,2006,232675.872,827924.565
710,ZAF,South Africa,Sub-Saharan Africa,2006,21731883.17,45565990.98
716,ZWE,Zimbabwe,Sub-Saharan Africa,2006,1096691.449,2116073.426
724,ESP,Spain,Europe,2006,102270195.1,246731790.5
732,ESH,Western Sahara,Northern Africa and Western Asia,2006,699.694,92
736,SDN,Former Sudan,,2006,2349448.732,6855997.558
740,SUR,Suriname,Latin America and the Caribbean,2006,412499.61,918248.861
748,SWZ,Eswatini,Sub-Saharan Africa,2006,371058.071,898058.5916
752,SWE,Sweden,Europe,2006,32097752.4,58840301.05
757,CHE,Switzerland,Europe,2006,51983555.7,64046008.81
760,SYR,Syria,Northern Africa and Western Asia,2006,6194931.835,16918943.26
762,TJK,Tajikistan,Central and Southern Asia,2006,442768.491,1811594.414
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2006,46664225.95,95504293.05
768,TGO,Togo,Sub-Saharan Africa,2006,1022251.682,2940363.842
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2006,18181.231,16650.043
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2006,31812.27,58046.541
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2006,2962847.278,9662696.075
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2006,20624929.61,45412424.31
788,TUN,Tunisia,Northern Africa and Western Asia,2006,5455590.404,15357357.06
792,TUR,Turkey,Northern Africa and Western Asia,2006,49450478.76,124768181.9
795,TKM,Turkmenistan,Central and Southern Asia,2006,185819.724,479956.893
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2006,59018.712,240899.763
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2006,4592.527,14211.43
800,UGA,Uganda,Sub-Saharan Africa,2006,1104625.29,2961018.989
804,UKR,Ukraine,Europe,2006,18237602.36,79714162
807,MKD,North Macedonia,Europe,2006,1717868.84,4716091.922
818,EGY,Egypt,Northern Africa and Western Asia,2006,10044043.9,34355603.15
826,GBR,United Kingdom,Europe,2006,140695183.2,256126945.5
834,TZA,Tanzania,Sub-Saharan Africa,2006,1881409.982,4446540.434
837,,Bunkers,,2006,9308579.522,23184122.07
838,,Free Zones,,2006,847403.359,2764111.274
839,,Special Categories,,2006,8369715.577,19233885.79
842,USA,United States,Northern America,2006,517627078.3,1119972614
854,BFA,Burkina Faso,Sub-Saharan Africa,2006,315330.616,656932.37
858,URY,Uruguay,Latin America and the Caribbean,2006,2197530.901,6017832.518
860,UZB,Uzbekistan,Central and Southern Asia,2006,946747.289,4369895.42
862,VEN,Venezuela,Latin America and the Caribbean,2006,4013793.964,9455086.685
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2006,5971.487,9323.019
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2006,106728.8328,192483.1549
887,YEM,Yemen,Northern Africa and Western Asia,2006,4359778.132,14187803.99
891,SCG,Serbia and Montenegro,,2006,359.511,99
894,ZMB,Zambia,Sub-Saharan Africa,2006,909066.4967,1906085.783
899,,"Areas, nes",,2006,143224485.8,478632174.4
4,AFG,Afghanistan,Central and Southern Asia,2007,1189617.201,4485036.926
8,ALB,Albania,Europe,2007,1385136.223,3506405.434
10,ATA,Antarctica,,2007,2765.937,2793.469
12,DZA,Algeria,Northern Africa and Western Asia,2007,9090223.04,20351420.81
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2007,89223.96,86569.908
20,AND,Andorra,Europe,2007,307205.6628,1112439.356
24,AGO,Angola,Sub-Saharan Africa,2007,2081054.975,4344886.627
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2007,257569.0128,451629.4905
31,AZE,Azerbaijan,Northern Africa and Western Asia,2007,1544103.564,7025850.841
32,ARG,Argentina,Latin America and the Caribbean,2007,7809654.572,22449368.17
36,AUS,Australia,Australia and New Zealand,2007,35637409.1,62329513.73
40,AUT,Austria,Europe,2007,40065676.26,79799552.29
44,BHS,Bahamas,Latin America and the Caribbean,2007,2176097.559,3946443.154
48,BHR,Bahrain,Northern Africa and Western Asia,2007,7469634.114,21753075.6
50,BGD,Bangladesh,Central and Southern Asia,2007,9076521.606,32496084.09
51,ARM,Armenia,Northern Africa and Western Asia,2007,1201440.05,3209670.116
52,BRB,Barbados,Latin America and the Caribbean,2007,444546.3827,824180.2342
56,BEL,Belgium,Europe,2007,125072272.8,240369213.3
60,BMU,Bermuda,Northern America,2007,184227.159,290437.014
64,BTN,Bhutan,Central and Southern Asia,2007,193254.1645,249230.9396
68,BOL,Bolivia,Latin America and the Caribbean,2007,751982.7262,1683637.473
70,BIH,Bosnia Herzegovina,Europe,2007,3158701.494,6383190.645
72,BWA,Botswana,Sub-Saharan Africa,2007,1264336.231,2121167.64
76,BRA,Brazil,Latin America and the Caribbean,2007,40456299.37,110182649.6
84,BLZ,Belize,Latin America and the Caribbean,2007,277166.9636,550973.3772
86,IOT,British Indian Ocean Territory,,2007,1842.492,3095.652
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2007,93210.618,133596.249
92,VGB,British Virgin Islands,Latin America and the Caribbean,2007,2493516.434,4986161.702
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2007,360541.9463,825990.8369
100,BGR,Bulgaria,Europe,2007,11062962.63,26544361.32
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2007,1396424.606,3021117.494
108,BDI,Burundi,Sub-Saharan Africa,2007,226665.1397,480174.1112
112,BLR,Belarus,Europe,2007,14486389.09,45407342.34
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2007,1050953.159,4194178.267
120,CMR,Cameroon,Sub-Saharan Africa,2007,1023624.432,2993685.257
124,CAN,Canada,Northern America,2007,76738266.35,152776713.8
132,CPV,Cabo Verde,Sub-Saharan Africa,2007,323631.2407,1002928.53
136,CYM,Cayman Islands,Latin America and the Caribbean,2007,264052.471,624440.805
140,CAF,Central African Republic,Sub-Saharan Africa,2007,142712.4175,152568.0444
144,LKA,Sri Lanka,Central and Southern Asia,2007,5548334.525,12422753.41
148,TCD,Chad,Sub-Saharan Africa,2007,151844.842,331372.781
152,CHL,Chile,Latin America and the Caribbean,2007,17399392.94,38397847.79
156,CHN,China,China,2007,296001118.8,916688677.7
162,CXR,Christmas Islands,,2007,6045.406,58372.245
166,CCK,Cocos Islands,,2007,1698.816,1820.271
170,COL,Colombia,Latin America and the Caribbean,2007,7029509.823,15271682.6
174,COM,Comoros,Sub-Saharan Africa,2007,59184.03,194165.674
175,MYT,Mayotte,Sub-Saharan Africa,2007,162686.2637,252369.5068
178,COG,"Congo, Republic",Sub-Saharan Africa,2007,489258.2433,1100564.209
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2007,1004312.004,1960610.993
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2007,24086.902,23995.046
188,CRI,Costa Rica,Latin America and the Caribbean,2007,3360268.236,6184506.697
191,HRV,Croatia,Europe,2007,7023129.321,18520352.63
192,CUB,Cuba,Latin America and the Caribbean,2007,1770541.492,3894477.019
196,CYP,Cyprus,Northern Africa and Western Asia,2007,6879218.504,23782709.63
203,CZE,Czech Republic,Europe,2007,26592123.06,48030193.65
204,BEN,Benin,Sub-Saharan Africa,2007,1111883.372,3336528.015
208,DNK,Denmark,Europe,2007,20691028.44,38521768.42
212,DMA,Dominica,Latin America and the Caribbean,2007,89016.52453,180808.062
214,DOM,Dominican Republic,Latin America and the Caribbean,2007,3985374.156,8389344.612
218,ECU,Ecuador,Latin America and the Caribbean,2007,4893952.69,9365036.286
222,SLV,El Salvador,Latin America and the Caribbean,2007,2903032.31,5911862.811
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2007,326041.681,656052.703
231,ETH,Ethiopia,Sub-Saharan Africa,2007,1993644.887,4280516.368
232,ERI,Eritrea,Sub-Saharan Africa,2007,168174.297,369529.046
233,EST,Estonia,Europe,2007,4877455.957,10314200.48
234,FRO,Faeroe Islands,Europe,2007,297403.5288,596418.4523
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2007,38685.157,53682.226
239,SGS,South Georgia and the South Sandwich Islands,,2007,576.515,289.135
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2007,806973.6968,1330416.747
246,FIN,Finland,Europe,2007,26339358.52,64603993.77
251,FRA,France,Europe,2007,159043224.8,317455961.9
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2007,496871.345,742703.954
260,ATF,French Southern Territories,,2007,11812.396,49458.456
262,DJI,Djibouti,Sub-Saharan Africa,2007,648743.712,1396065.336
266,GAB,Gabon,Sub-Saharan Africa,2007,496540.7806,1023105.7
268,GEO,Georgia,Northern Africa and Western Asia,2007,1976680.577,5856008.922
270,GMB,Gambia,Sub-Saharan Africa,2007,321315.1049,1135040.242
275,PSE,State of Palestine,Northern Africa and Western Asia,2007,1549841.323,2886147.566
276,DEU,Germany,Europe,2007,266555712.7,463751362.5
288,GHA,Ghana,Sub-Saharan Africa,2007,3094033.665,8189521.584
292,GIB,Gibraltar,Europe,2007,4121174.334,9374194.992
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2007,32116.88856,61313.06971
300,GRC,Greece,Europe,2007,24866527.1,42881284.4
304,GRL,Greenland,Northern America,2007,243737.0995,266883.3819
308,GRD,Grenada,Latin America and the Caribbean,2007,129037.839,261471.3065
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2007,629439.949,1144040.123
320,GTM,Guatemala,Latin America and the Caribbean,2007,4621689.553,9062873.447
324,GIN,Guinea,Sub-Saharan Africa,2007,621229.1295,1818469.368
328,GUY,Guyana,Latin America and the Caribbean,2007,413519.3586,894154.0394
332,HTI,Haiti,Latin America and the Caribbean,2007,636520.889,1505855.692
334,HMD,Heard Island and McDonald Islands,,2007,522.671,808.901
336,VAT,Holy See,Europe,2007,20460.24,84124.844
340,HND,Honduras,Latin America and the Caribbean,2007,2840832.232,4655915.649
344,HKG,"China, Hong Kong SAR",China,2007,57596500.67,272333495.8
348,HUN,Hungary,Europe,2007,17926868.64,34402713.21
352,ISL,Iceland,Europe,2007,1540970.271,4505627.551
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2007,41390374.56,81335040.7
364,IRN,Iran,Central and Southern Asia,2007,16713957.75,35729756.07
368,IRQ,Iraq,Northern Africa and Western Asia,2007,3197779.081,10872578.97
372,IRL,Ireland,Europe,2007,17752390.18,38437204.91
376,ISR,Israel,Northern Africa and Western Asia,2007,27643535.26,50908048.36
381,ITA,Italy,Europe,2007,185754651.2,361958776
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2007,3468892.232,8415773.602
388,JAM,Jamaica,Latin America and the Caribbean,2007,3007821.859,19206550.28
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2007,292668150.9,799319393.9
398,KAZ,Kazakhstan,Central and Southern Asia,2007,7770662.381,41895382.26
400,JOR,Jordan,Northern Africa and Western Asia,2007,6616096.833,14451073.9
404,KEN,Kenya,Sub-Saharan Africa,2007,3979303.368,8296666.802
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2007,2086839.875,6100904.883
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2007,164416348.6,402468656.3
414,KWT,Kuwait,Northern Africa and Western Asia,2007,4834148.189,25399211.4
417,KGZ,Kyrgyzstan,Central and Southern Asia,2007,1185914.368,6209006.035
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2007,559333.321,1540677.358
422,LBN,Lebanon,Northern Africa and Western Asia,2007,5250247.429,9191244.602
426,LSO,Lesotho,Sub-Saharan Africa,2007,15150.094,22872.789
428,LVA,Latvia,Europe,2007,5274749.519,13379980.12
430,LBR,Liberia,Sub-Saharan Africa,2007,340389.331,971993.372
434,LBY,Libya,Northern Africa and Western Asia,2007,2574505.658,7627201.343
440,LTU,Lithuania,Europe,2007,7419668.685,17963330.34
442,LUX,Luxembourg,Europe,2007,7350488.676,17324799.6
446,MAC,"China, Macao SAR",China,2007,1321335.894,77335251.55
450,MDG,Madagascar,Sub-Saharan Africa,2007,930616.6531,1930342.48
454,MWI,Malawi,Sub-Saharan Africa,2007,576162.6509,1062737.407
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2007,36495715.12,80798956.26
462,MDV,Maldives,Central and Southern Asia,2007,455948.8833,1484597.928
466,MLI,Mali,Sub-Saharan Africa,2007,1068672.706,2680103.089
470,MLT,Malta,Europe,2007,2098700.042,4378917.109
473,,"Latin American Integration Association, nes",,2007,2217809.321,4199034.553
478,MRT,Mauritania,Sub-Saharan Africa,2007,1048470.926,3135650.332
480,MUS,Mauritius,Sub-Saharan Africa,2007,1926142.777,4259413.489
484,MEX,Mexico,Latin America and the Caribbean,2007,51085662.26,96011527.07
490,,"Other Asia, nes",,2007,129758509.6,326717917.5
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2007,743079.581,1784900.278
498,MDA,Moldova,Europe,2007,1523868.007,4589557.9
499,MNE,Montenegro,Europe,2007,824547.6209,1880946.402
500,MSR,Montserrat,Latin America and the Caribbean,2007,11715.28304,24365.95998
504,MAR,Morocco,Northern Africa and Western Asia,2007,12952693.25,36476773.55
508,MOZ,Mozambique,Sub-Saharan Africa,2007,1450617.917,4336313.572
512,OMN,Oman,Northern Africa and Western Asia,2007,3182351.943,4565856.473
516,NAM,Namibia,Sub-Saharan Africa,2007,1158079.103,6434584.704
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2007,25517.99,33148.41
524,NPL,Nepal,Central and Southern Asia,2007,896799.252,3235028.639
527,,"Oceania, nes",,2007,453676.459,732324.138
528,NLD,Netherlands,Europe,2007,165818625.8,358534663.7
530,ANT,Netherlands Antilles,,2007,2764453.603,4355044.053
533,ABW,Aruba,Latin America and the Caribbean,2007,1877983.778,4296376.314
536,,Neutral Zone,,2007,0.644,0.164
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2007,574737.1596,1305858.907
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2007,68848.39856,115390.9733
554,NZL,New Zealand,Australia and New Zealand,2007,7414345.56,13793327.06
558,NIC,Nicaragua,Latin America and the Caribbean,2007,1596817.151,3263682.52
562,NER,Niger,Sub-Saharan Africa,2007,1051083.269,6729842.378
566,NGA,Nigeria,Sub-Saharan Africa,2007,12591174.17,31973039.66
568,,"Other Europe, nes",,2007,22986518.07,43687503.79
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2007,3912.806,4740.754
574,NFK,Norfolk Islands,Australia and New Zealand,2007,5955.427,3596.869
577,,"Other Africa, nes",,2007,4183921.86,7631679.866
579,NOR,Norway,Europe,2007,17274431.07,24937066.7
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2007,57961.275,87627.03
581,UMI,United States Minor Outlying Islands,,2007,8009.351,9591.091
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2007,59382.42727,98427.37403
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2007,131202.861,248731.52
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2007,52891.96731,78833.08816
586,PAK,Pakistan,Central and Southern Asia,2007,15271705.96,38683954.03
591,PAN,Panama,Latin America and the Caribbean,2007,4012539.684,8797421.879
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2007,838106.608,1692301.195
600,PRY,Paraguay,Latin America and the Caribbean,2007,1277004.989,2739969.053
604,PER,Peru,Latin America and the Caribbean,2007,7450798.07,16840451.71
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2007,18752680.34,45243623.22
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2007,561.392,655.857
616,POL,Poland,Europe,2007,42459651.48,89162256.52
620,PRT,Portugal,Europe,2007,27126057.58,51066714.09
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2007,69127.939,251170.718
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2007,33247.843,87634.212
634,QAT,Qatar,Northern Africa and Western Asia,2007,3754042.331,28876821.38
637,,"North America and Central America, nes",,2007,40273736.44,76549647.88
642,ROU,Romania,Europe,2007,16815472.38,43705529.37
643,RUS,Russian Federation,Europe,2007,35728369.34,107656071.3
646,RWA,Rwanda,Sub-Saharan Africa,2007,194522.0946,423193.8838
654,SHN,Saint Helena,Sub-Saharan Africa,2007,23004.181,30269.614
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2007,83690.70757,246758.2434
660,AIA,Anguilla,Latin America and the Caribbean,2007,18984.224,206947.354
662,LCA,Saint Lucia,Latin America and the Caribbean,2007,1306968.603,2759031.682
666,SPM,Saint Pierre and Miquelon,Northern America,2007,7160.878,7520.609
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2007,159711.0503,417089.1333
674,SMR,San Marino,Europe,2007,95888.507,58503.995
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2007,71099.20193,124941.9686
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2007,21988077.18,41125271.98
686,SEN,Senegal,Sub-Saharan Africa,2007,2881906.855,6750362.722
688,SRB,Serbia,Europe,2007,6568185.968,14060117.76
690,SYC,Seychelles,Sub-Saharan Africa,2007,247404.052,310819.664
694,SLE,Sierra Leone,Sub-Saharan Africa,2007,178191.227,893213.553
699,IND,India,Central and Southern Asia,2007,131313882.4,295806754.8
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2007,70813241.94,152705391.2
703,SVK,Slovakia,Europe,2007,14321158.75,35847568.01
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2007,25908733.51,46603347.7
705,SVN,Slovenia,Europe,2007,8500014.125,16677236.4
706,SOM,Somalia,Sub-Saharan Africa,2007,318126.891,1082619.078
710,ZAF,South Africa,Sub-Saharan Africa,2007,25551679.15,49945776.42
716,ZWE,Zimbabwe,Sub-Saharan Africa,2007,1426809.015,2295349.68
724,ESP,Spain,Europe,2007,116176704.5,253804879.4
732,ESH,Western Sahara,Northern Africa and Western Asia,2007,303.773,341.749
736,SDN,Former Sudan,,2007,1717355.607,4815159.593
740,SUR,Suriname,Latin America and the Caribbean,2007,323671.313,794649.12
748,SWZ,Eswatini,Sub-Saharan Africa,2007,322560.805,1760747.075
752,SWE,Sweden,Europe,2007,39150244.12,60981894.33
757,CHE,Switzerland,Europe,2007,62441973.82,65539331.84
760,SYR,Syria,Northern Africa and Western Asia,2007,8979426.014,20154269.97
762,TJK,Tajikistan,Central and Southern Asia,2007,690605.095,2466220.158
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2007,53844784.1,101742433.6
768,TGO,Togo,Sub-Saharan Africa,2007,1383902.002,4367132.937
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2007,42080.432,310902.227
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2007,38420.213,62874.7
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2007,3367866.216,11929055.97
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2007,35693101.69,44915710.81
788,TUN,Tunisia,Northern Africa and Western Asia,2007,6877067.523,16331414.88
792,TUR,Turkey,Northern Africa and Western Asia,2007,62929637.45,133582301.3
795,TKM,Turkmenistan,Central and Southern Asia,2007,271395.449,703735.662
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2007,73711.934,328235.146
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2007,7629.707,18883.452
800,UGA,Uganda,Sub-Saharan Africa,2007,1080644.526,2870747.358
804,UKR,Ukraine,Europe,2007,23906456.85,88129578.75
807,MKD,North Macedonia,Europe,2007,2260424.033,5650204.44
818,EGY,Egypt,Northern Africa and Western Asia,2007,12917483.99,36623680.74
826,GBR,United Kingdom,Europe,2007,158722179.8,245910187.3
834,TZA,Tanzania,Sub-Saharan Africa,2007,2393951.202,4777016.326
837,,Bunkers,,2007,11712947.59,24248417.49
838,,Free Zones,,2007,1167841.78,3038940.032
839,,Special Categories,,2007,9962118.495,21760087.62
842,USA,United States,Northern America,2007,548602901.5,1069815289
854,BFA,Burkina Faso,Sub-Saharan Africa,2007,694570.6437,1906428.119
858,URY,Uruguay,Latin America and the Caribbean,2007,2290995.153,4345278.723
860,UZB,Uzbekistan,Central and Southern Asia,2007,1720264.471,6145637.603
862,VEN,Venezuela,Latin America and the Caribbean,2007,5620351.65,9851454.702
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2007,6111.707,10192.818
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2007,124919.5873,213315.2883
887,YEM,Yemen,Northern Africa and Western Asia,2007,5074949.638,13753219.8
891,SCG,Serbia and Montenegro,,2007,24.677,43.912
894,ZMB,Zambia,Sub-Saharan Africa,2007,1089380.633,1868254.211
899,,"Areas, nes",,2007,172597628.8,451298021.6
4,AFG,Afghanistan,Central and Southern Asia,2008,1859167.875,5838132.673
8,ALB,Albania,Europe,2008,1734079.766,3439127.939
10,ATA,Antarctica,,2008,94001.681,89317.597
12,DZA,Algeria,Northern Africa and Western Asia,2008,13786153.64,23165551.46
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2008,120882.77,560442.578
20,AND,Andorra,Europe,2008,398410.7817,1071412.449
24,AGO,Angola,Sub-Saharan Africa,2008,3450496.894,6790772.394
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2008,400598.907,557930.7
31,AZE,Azerbaijan,Northern Africa and Western Asia,2008,2138928.548,7913456.597
32,ARG,Argentina,Latin America and the Caribbean,2008,11749818.15,23929071.68
36,AUS,Australia,Australia and New Zealand,2008,50333113.95,66911494.05
40,AUT,Austria,Europe,2008,49866942.82,75229356.7
44,BHS,Bahamas,Latin America and the Caribbean,2008,2345312.109,3385831.984
48,BHR,Bahrain,Northern Africa and Western Asia,2008,11315631.24,32870828.58
50,BGD,Bangladesh,Central and Southern Asia,2008,10873306.5,27871964.02
51,ARM,Armenia,Northern Africa and Western Asia,2008,1587975,3042248.512
52,BRB,Barbados,Latin America and the Caribbean,2008,1017429.669,1508450.09
56,BEL,Belgium,Europe,2008,154148721.8,256481113.9
60,BMU,Bermuda,Northern America,2008,479809.155,489611.113
64,BTN,Bhutan,Central and Southern Asia,2008,173711.6626,602160.6425
68,BOL,Bolivia,Latin America and the Caribbean,2008,1290867.168,1756342.574
70,BIH,Bosnia Herzegovina,Europe,2008,4272506.552,7135275.919
72,BWA,Botswana,Sub-Saharan Africa,2008,1850360.265,2381848.017
74,BVT,Bouvet Island,,2008,196.635,107.682
76,BRA,Brazil,Latin America and the Caribbean,2008,63962651.66,114504252.1
84,BLZ,Belize,Latin America and the Caribbean,2008,450820.7927,883807.0705
86,IOT,British Indian Ocean Territory,,2008,2347.964,2199.313
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2008,126944.114,152773.448
92,VGB,British Virgin Islands,Latin America and the Caribbean,2008,1559701.6,2481800.887
