Exporter M.49,Exporter ISO3,Exporter,Exporter region,Year,Value (1000USD),Weight (1000kg)
148,TCD,Chad,Sub-Saharan Africa,2000,83964.241,90818.394
152,CHL,Chile,Latin America and the Caribbean,2000,15539762.26,26350970.77
156,CHN,China,China,2000,36916506.18,324427818.4
162,CXR,Christmas Islands,,2000,16370.245,301215.426
166,CCK,Cocos Islands,,2000,299.867,931.239
170,COL,Colombia,Latin America and the Caribbean,2000,9809766.215,67885902.95
174,COM,Comoros,Sub-Saharan Africa,2000,13340.78,2687.978
175,MYT,Mayotte,Sub-Saharan Africa,2000,1785.861257,7444.406941
178,COG,"Congo, Republic",Sub-Saharan Africa,2000,2964016.551,13611383.55
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2000,397872.604,1121530.771
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2000,5534.959,836.815
188,CRI,Costa Rica,Latin America and the Caribbean,2000,2132152.068,4079504.999
191,HRV,Croatia,Europe,2000,1231036.454,9710222.292
192,CUB,Cuba,Latin America and the Caribbean,2000,1814806.58,5554888.496
196,CYP,Cyprus,Northern Africa and Western Asia,2000,355585.644,2024652.52
203,CZE,Czech Republic,Europe,2000,4280762.247,29491209.56
204,BEN,Benin,Sub-Saharan Africa,2000,237954.863,386029.4407
208,DNK,Denmark,Europe,2000,13335697.58,31096539.17
212,DMA,Dominica,Latin America and the Caribbean,2000,39607.94438,380764.0937
214,DOM,Dominican Republic,Latin America and the Caribbean,2000,632185.07,988108.449
218,ECU,Ecuador,Latin America and the Caribbean,2000,4905098.383,19838332.37
222,SLV,El Salvador,Latin America and the Caribbean,2000,632240.4621,1163745.122
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2000,1182485.598,5342689.867
231,ETH,Ethiopia,Sub-Saharan Africa,2000,452962.9873,337116.2936
232,ERI,Eritrea,Sub-Saharan Africa,2000,9563.498,8279.601
233,EST,Estonia,Europe,2000,1668233.281,11855090.47
234,FRO,Faeroe Islands,Europe,2000,424090.4129,324346.2496
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2000,85563.287,72810.923
239,SGS,South Georgia and the South Sandwich Islands,,2000,14.813,19
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2000,233486.234,598378.163
246,FIN,Finland,Europe,2000,9010386.352,20001100.81
251,FRA,France,Europe,2000,44188141.43,138502419.5
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2000,218046.2889,17182.92404
260,ATF,French Southern Territories,,2000,12.719,0.581
262,DJI,Djibouti,Sub-Saharan Africa,2000,6890.22,33669.372
266,GAB,Gabon,Sub-Saharan Africa,2000,3084224.675,17727327.79
268,GEO,Georgia,Northern Africa and Western Asia,2000,457681.0308,2379454.395
270,GMB,Gambia,Sub-Saharan Africa,2000,16724.486,18359.836
275,PSE,State of Palestine,Northern Africa and Western Asia,2000,18916.997,57808.83
276,DEU,Germany,Europe,2000,58363522.19,190533016
288,GHA,Ghana,Sub-Saharan Africa,2000,1315551.926,2018408.661
292,GIB,Gibraltar,Europe,2000,20901.255,31783.749
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2000,17978.129,31642.784
300,GRC,Greece,Europe,2000,5142612.358,19361437.49
304,GRL,Greenland,Northern America,2000,253338.0787,115169.6253
308,GRD,Grenada,Latin America and the Caribbean,2000,29434.04344,18462.22017
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2000,92079.804,233344.411
320,GTM,Guatemala,Latin America and the Caribbean,2000,1951870.237,4835868.092
324,GIN,Guinea,Sub-Saharan Africa,2000,498908.4425,9926403.208
328,GUY,Guyana,Latin America and the Caribbean,2000,525126.1916,3682095.158
332,HTI,Haiti,Latin America and the Caribbean,2000,34494.7,21644.899
334,HMD,Heard Island and McDonald Islands,,2000,118.922,1.94
336,VAT,Holy See,Europe,2000,1444.225,9640.008
340,HND,Honduras,Latin America and the Caribbean,2000,1116831.369,1294712.902
344,HKG,"China, Hong Kong SAR",China,2000,9247644.858,9926960.4
348,HUN,Hungary,Europe,2000,3478486.591,11997518.62
352,ISL,Iceland,Europe,2000,1849821.09,1462307.168
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2000,33956106.62,216516678.9
364,IRN,Iran,Central and Southern Asia,2000,35213232.75,179091900.6
368,IRQ,Iraq,Northern Africa and Western Asia,2000,16163039.02,81497624.05
372,IRL,Ireland,Europe,2000,5239620.851,6966570.271
376,ISR,Israel,Northern Africa and Western Asia,2000,11004113.07,9386950.172
381,ITA,Italy,Europe,2000,27516288.05,56564327.71
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2000,3607919.678,7977568.972
388,JAM,Jamaica,Latin America and the Caribbean,2000,271751.2119,878928.5897
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2000,25491905.4,60075157.21
398,KAZ,Kazakhstan,Central and Southern Asia,2000,9868194.166,80703335.72
400,JOR,Jordan,Northern Africa and Western Asia,2000,893673.0599,8031503.33
404,KEN,Kenya,Sub-Saharan Africa,2000,1403604.956,2124454.257
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2000,295963.98,1322137.24
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2000,23241089.05,67322336.49
414,KWT,Kuwait,Northern Africa and Western Asia,2000,18091102.15,89035547.34
417,KGZ,Kyrgyzstan,Central and Southern Asia,2000,342739.1903,1262004.042
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2000,48901.261,254826.022
422,LBN,Lebanon,Northern Africa and Western Asia,2000,336233.3588,1695773.657
426,LSO,Lesotho,Sub-Saharan Africa,2000,5844.553,84785.193
428,LVA,Latvia,Europe,2000,1893118.358,12294972.26
430,LBR,Liberia,Sub-Saharan Africa,2000,182179.421,649777.019
434,LBY,Libya,Northern Africa and Western Asia,2000,13333544.45,61889155.86
440,LTU,Lithuania,Europe,2000,1959297.868,9577338.704
442,LUX,Luxembourg,Europe,2000,2714827.857,8351224.175
446,MAC,"China, Macao SAR",China,2000,142266.9692,367074.8296
450,MDG,Madagascar,Sub-Saharan Africa,2000,446226.3213,559925.6939
454,MWI,Malawi,Sub-Saharan Africa,2000,427731.5115,392882.455
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2000,20203365.52,229095590.3
462,MDV,Maldives,Central and Southern Asia,2000,32047.25836,31528.02
466,MLI,Mali,Sub-Saharan Africa,2000,450474.1603,416719.404
470,MLT,Malta,Europe,2000,243191.9005,2211220.219
473,,"Latin American Integration Association, nes",,2000,533.185,373.67
478,MRT,Mauritania,Sub-Saharan Africa,2000,582691.9337,9792849.647
480,MUS,Mauritius,Sub-Saharan Africa,2000,400280.7586,837058.2457
484,MEX,Mexico,Latin America and the Caribbean,2000,26909469.34,127143487.8
490,,"Other Asia, nes",,2000,13003275.05,24716395.26
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2000,319321.6627,782500.2174
498,MDA,Moldova,Europe,2000,343822.2441,1319321.882
500,MSR,Montserrat,Latin America and the Caribbean,2000,566.139,1055.502
504,MAR,Morocco,Northern Africa and Western Asia,2000,2906559.352,16794458.54
508,MOZ,Mozambique,Sub-Saharan Africa,2000,438366.013,718668.121
512,OMN,Oman,Northern Africa and Western Asia,2000,10700890.7,52201400.53
516,NAM,Namibia,Sub-Saharan Africa,2000,1012327.03,1324189.836
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2000,29834.894,517547.602
524,NPL,Nepal,Central and Southern Asia,2000,73090.71597,145359.9982
527,,"Oceania, nes",,2000,13489.219,78429.254
528,NLD,Netherlands,Europe,2000,53323246.47,179448487.3
530,ANT,Netherlands Antilles,,2000,1566029.689,6548717.779
533,ABW,Aruba,Latin America and the Caribbean,2000,1802923.097,7764320.738
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2000,620439.043,4357964.423
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2000,31490.65,47794.02
554,NZL,New Zealand,Australia and New Zealand,2000,9764759.735,18935068.39
558,NIC,Nicaragua,Latin America and the Caribbean,2000,605619.7442,664091.3952
562,NER,Niger,Sub-Saharan Africa,2000,398616.0103,1379613.768
566,NGA,Nigeria,Sub-Saharan Africa,2000,22550882.56,98244315.25
568,,"Other Europe, nes",,2000,326983.87,1104968.599
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2000,514.142,690.154
574,NFK,Norfolk Islands,Australia and New Zealand,2000,562.75,334.402
577,,"Other Africa, nes",,2000,5741.658,9946.896
579,NOR,Norway,Europe,2000,47657115.59,217618408.5
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2000,204.578,241.45
581,UMI,United States Minor Outlying Islands,,2000,4774.144,1830.926
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2000,54522.07,61796.757
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2000,20565.944,37765.318
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2000,18692.486,2761.322
586,PAK,Pakistan,Central and Southern Asia,2000,2435097.61,4029566.915
591,PAN,Panama,Latin America and the Caribbean,2000,945613.786,2064127.941
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2000,1781533.414,4631417.009
600,PRY,Paraguay,Latin America and the Caribbean,2000,970612.1089,4095196.971
604,PER,Peru,Latin America and the Caribbean,2000,5929793.67,13061053.19
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2000,3751825.706,16766181.53
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2000,1641.359,3075.085
616,POL,Poland,Europe,2000,7421239.368,52644166.31
620,PRT,Portugal,Europe,2000,3668618.264,9860182.074
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2000,129033.792,345936.963
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2000,34727.479,155024.124
634,QAT,Qatar,Northern Africa and Western Asia,2000,9287448.412,54467542.8
637,,"North America and Central America, nes",,2000,4036.518,35577.191
642,ROU,Romania,Europe,2000,3424702.324,15441203.36
643,RUS,Russian Federation,Europe,2000,99322430.54,601122290.8
646,RWA,Rwanda,Sub-Saharan Africa,2000,53050.993,25192.427
654,SHN,Saint Helena,Sub-Saharan Africa,2000,6339.662,5047.988
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2000,8037.282075,18328.36395
660,AIA,Anguilla,Latin America and the Caribbean,2000,335.779,1688.106
662,LCA,Saint Lucia,Latin America and the Caribbean,2000,37635.75988,65634.94244
666,SPM,Saint Pierre and Miquelon,Northern America,2000,8095.857,3594.827
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2000,62516.79998,130988.0411
674,SMR,San Marino,Europe,2000,2284.285,281.992
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2000,14238.61556,11279.26523
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2000,122461863.3,612275439.2
686,SEN,Senegal,Sub-Saharan Africa,2000,648002.7418,2210956.861
690,SYC,Seychelles,Sub-Saharan Africa,2000,41805.376,42806.015
694,SLE,Sierra Leone,Sub-Saharan Africa,2000,14087.628,28802.331
699,IND,India,Central and Southern Asia,2000,20733139.22,63806642.76
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2000,16264242.21,53320573.29
703,SVK,Slovakia,Europe,2000,3071407.197,15396222.56
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2000,8115392.23,29925708.9
705,SVN,Slovenia,Europe,2000,1071605.156,2173956.667
706,SOM,Somalia,Sub-Saharan Africa,2000,74277.928,117834.318
710,ZAF,South Africa,Sub-Saharan Africa,2000,23977068.14,156085834.6
716,ZWE,Zimbabwe,Sub-Saharan Africa,2000,1801609.981,2788576.264
724,ESP,Spain,Europe,2000,24908796.99,60575455.08
732,ESH,Western Sahara,Northern Africa and Western Asia,2000,274.013,146.535
736,SDN,Former Sudan,,2000,2351919.89,9928508.855
740,SUR,Suriname,Latin America and the Caribbean,2000,173206.626,132711.66
748,SWZ,Eswatini,Sub-Saharan Africa,2000,312850.5097,868895.2237
752,SWE,Sweden,Europe,2000,15027983.6,56457491.5
757,CHE,Switzerland,Europe,2000,17968851.11,13818773.95
760,SYR,Syria,Northern Africa and Western Asia,2000,4446876.332,20870575.05
762,TJK,Tajikistan,Central and Southern Asia,2000,355131.169,347364.706
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2000,14495476.38,57712607.79
768,TGO,Togo,Sub-Saharan Africa,2000,278417.0988,3119416.45
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2000,670.632,712.395
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2000,16038.304,18830.468
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2000,3299137.445,14623085.78
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2000,29446970.4,126572757.5
788,TUN,Tunisia,Northern Africa and Western Asia,2000,1712697.223,8713425.938
792,TUR,Turkey,Northern Africa and Western Asia,2000,6648291.132,27595518.94
795,TKM,Turkmenistan,Central and Southern Asia,2000,2033897.394,12313010.6
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2000,4815.463,1385.379
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2000,175.8,405.975
800,UGA,Uganda,Sub-Saharan Africa,2000,456241.181,406110.7546
804,UKR,Ukraine,Europe,2000,8655216.444,62322784.69
807,MKD,North Macedonia,Europe,2000,632002.2284,1992391.106
818,EGY,Egypt,Northern Africa and Western Asia,2000,3759427.175,15965611.87
826,GBR,United Kingdom,Europe,2000,52451539.23,162147019.6
834,TZA,Tanzania,Sub-Saharan Africa,2000,791494.045,790350.8896
837,,Bunkers,,2000,1706.757,1730.038
838,,Free Zones,,2000,1329645.136,6693564.809
839,,Special Categories,,2000,10963125.07,74543880.22
842,USA,United States,Northern America,2000,106434136.4,297088370.6
854,BFA,Burkina Faso,Sub-Saharan Africa,2000,246536.9716,421275.2345
858,URY,Uruguay,Latin America and the Caribbean,2000,1729528.646,3351097.983
860,UZB,Uzbekistan,Central and Southern Asia,2000,1579645.92,2067321.263
862,VEN,Venezuela,Latin America and the Caribbean,2000,28821908.25,150979394.3
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2000,941.208,244.45
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2000,10841.039,12214.016
887,YEM,Yemen,Northern Africa and Western Asia,2000,3462118.714,15449762.78
891,SCG,Serbia and Montenegro,,2000,875397.2126,2366893.362
894,ZMB,Zambia,Sub-Saharan Africa,2000,567825.128,422308.886
899,,"Areas, nes",,2000,15724182.38,74738881.28
4,AFG,Afghanistan,Central and Southern Asia,2001,54732.865,48916.68
8,ALB,Albania,Europe,2001,82438.12977,218032.6622
10,ATA,Antarctica,,2001,64.669,3.889
12,DZA,Algeria,Northern Africa and Western Asia,2001,18105491.68,89285598.42
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2001,7648.694,18079.974
20,AND,Andorra,Europe,2001,11692.32745,921735.908
24,AGO,Angola,Sub-Saharan Africa,2001,5960742.959,32725853.42
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2001,8622.514,49408.244
31,AZE,Azerbaijan,Northern Africa and Western Asia,2001,2247689.158,11588464.97
32,ARG,Argentina,Latin America and the Caribbean,2001,19347585.76,86569809.08
36,AUS,Australia,Australia and New Zealand,2001,51008781.1,530328578.7
40,AUT,Austria,Europe,2001,9004998.252,23845242.75
44,BHS,Bahamas,Latin America and the Caribbean,2001,340719.3081,2590950.096
48,BHR,Bahrain,Northern Africa and Western Asia,2001,2102257.107,7542688.316
50,BGD,Bangladesh,Central and Southern Asia,2001,822504.764,939802.15
51,ARM,Armenia,Northern Africa and Western Asia,2001,165771.1023,247857.2671
52,BRB,Barbados,Latin America and the Caribbean,2001,183319.7151,894078.0445
56,BEL,Belgium,Europe,2001,42074062.35,112126672.3
60,BMU,Bermuda,Northern America,2001,10902.46,33980.238
64,BTN,Bhutan,Central and Southern Asia,2001,13302.645,30300.336
68,BOL,Bolivia,Latin America and the Caribbean,2001,1187740.968,6521112.821
70,BIH,Bosnia Herzegovina,Europe,2001,445662.766,1559952.027
72,BWA,Botswana,Sub-Saharan Africa,2001,2384551.401,365132.4114
74,BVT,Bouvet Island,,2001,2,0.1
76,BRA,Brazil,Latin America and the Caribbean,2001,32923995.16,260810267.2
84,BLZ,Belize,Latin America and the Caribbean,2001,203800.8676,590264.3889
86,IOT,British Indian Ocean Territory,,2001,51236.693,19886.268
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2001,51825.029,247098.557
92,VGB,British Virgin Islands,Latin America and the Caribbean,2001,133303.929,423786.183
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2001,3131324.872,14645030.05
100,BGR,Bulgaria,Europe,2001,2147939.451,6289935.849
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2001,1416264.583,7713085.481
108,BDI,Burundi,Sub-Saharan Africa,2001,30625.44,19183.092
112,BLR,Belarus,Europe,2001,2662368.348,20092029.83
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2001,115585.0563,263703.3233
120,CMR,Cameroon,Sub-Saharan Africa,2001,2052620.713,7549065.524
124,CAN,Canada,Northern America,2001,84350772.04,325568793.2
132,CPV,Cabo Verde,Sub-Saharan Africa,2001,1950.835405,6108.093
136,CYM,Cayman Islands,Latin America and the Caribbean,2001,8563.013,52391.172
140,CAF,Central African Republic,Sub-Saharan Africa,2001,60868.267,112947.378
144,LKA,Sri Lanka,Central and Southern Asia,2001,1260386.389,1019192.714
148,TCD,Chad,Sub-Saharan Africa,2001,73843.08,60179.074
152,CHL,Chile,Latin America and the Caribbean,2001,14853264.99,26060629.23
156,CHN,China,China,2001,36098650.33,349394720.6
162,CXR,Christmas Islands,,2001,9466.308,183753.641
166,CCK,Cocos Islands,,2001,279.179,164.046
170,COL,Colombia,Latin America and the Caribbean,2001,8476742.761,72367448.51
174,COM,Comoros,Sub-Saharan Africa,2001,37205.632,3829.78
175,MYT,Mayotte,Sub-Saharan Africa,2001,377.8442404,316.2523857
178,COG,"Congo, Republic",Sub-Saharan Africa,2001,2327999.641,12163485.83
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2001,325006.84,1043448.998
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2001,4629.206,851.389
188,CRI,Costa Rica,Latin America and the Caribbean,2001,2073333.866,4055773.833
191,HRV,Croatia,Europe,2001,1282273.529,10936184.5
192,CUB,Cuba,Latin America and the Caribbean,2001,1551203.37,4814863.993
196,CYP,Cyprus,Northern Africa and Western Asia,2001,348597.6379,1822013.877
203,CZE,Czech Republic,Europe,2001,4450829.825,27436701.15
204,BEN,Benin,Sub-Saharan Africa,2001,225010.115,290925.6467
208,DNK,Denmark,Europe,2001,13241618.97,31177671.27
212,DMA,Dominica,Latin America and the Caribbean,2001,22471.1067,270033.7212
214,DOM,Dominican Republic,Latin America and the Caribbean,2001,578579.2833,2075775.478
218,ECU,Ecuador,Latin America and the Caribbean,2001,4547763.036,19976682.52
222,SLV,El Salvador,Latin America and the Caribbean,2001,524791.9844,1298197.066
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2001,1603732.004,8752275.017
231,ETH,Ethiopia,Sub-Saharan Africa,2001,384675.7478,388264.9979
232,ERI,Eritrea,Sub-Saharan Africa,2001,6817.057,6852.759
233,EST,Estonia,Europe,2001,1596723.865,11704261.17
234,FRO,Faeroe Islands,Europe,2001,526860.2471,377556.8289
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2001,75820.392,65946.374
239,SGS,South Georgia and the South Sandwich Islands,,2001,487.873,574.221
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2001,221298.018,519291.347
246,FIN,Finland,Europe,2001,8500212.157,19993070.04
251,FRA,France,Europe,2001,42260902.85,130747803.1
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2001,159634.2329,15488.2429
260,ATF,French Southern Territories,,2001,981.155,6002.196
262,DJI,Djibouti,Sub-Saharan Africa,2001,14361.728,133523.155
266,GAB,Gabon,Sub-Saharan Africa,2001,2805696.412,16466893.34
268,GEO,Georgia,Northern Africa and Western Asia,2001,423780.8344,2291144.975
270,GMB,Gambia,Sub-Saharan Africa,2001,23110.647,30600.056
275,PSE,State of Palestine,Northern Africa and Western Asia,2001,15689.09,57473.435
276,DEU,Germany,Europe,2001,59088678.33,195124606.9
288,GHA,Ghana,Sub-Saharan Africa,2001,1320322.058,2921999.212
292,GIB,Gibraltar,Europe,2001,12576.659,48503.365
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2001,31786.082,40531.123
300,GRC,Greece,Europe,2001,4917323.648,18272994.63
304,GRL,Greenland,Northern America,2001,252997.3961,122495.3025
308,GRD,Grenada,Latin America and the Caribbean,2001,31093.63887,18002.48722
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2001,32157.063,23739.818
320,GTM,Guatemala,Latin America and the Caribbean,2001,1686790.108,4773538.226
324,GIN,Guinea,Sub-Saharan Africa,2001,655582.0445,10874229.03
328,GUY,Guyana,Latin America and the Caribbean,2001,554411.7891,5144739.043
332,HTI,Haiti,Latin America and the Caribbean,2001,27054.767,17534.581
334,HMD,Heard Island and McDonald Islands,,2001,305.503,372.358
336,VAT,Holy See,Europe,2001,2032.377,9673.04
340,HND,Honduras,Latin America and the Caribbean,2001,964849.8625,1550815.899
344,HKG,"China, Hong Kong SAR",China,2001,9165214.468,8860230.05
348,HUN,Hungary,Europe,2001,3751088.41,13002598.11
352,ISL,Iceland,Europe,2001,1895742.773,1552896.791
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2001,31419678.53,261980706.5
364,IRN,Iran,Central and Southern Asia,2001,29912096.91,165748802.9
368,IRQ,Iraq,Northern Africa and Western Asia,2001,11104260.01,67899104.46
372,IRL,Ireland,Europe,2001,4674750.103,7299391.95
376,ISR,Israel,Northern Africa and Western Asia,2001,9907903.208,21349756.92
381,ITA,Italy,Europe,2001,27853773.21,59017640.82
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2001,3382374.277,6969073.65
388,JAM,Jamaica,Latin America and the Caribbean,2001,320018.9939,1347100.565
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2001,23820750.4,64818674.56
398,KAZ,Kazakhstan,Central and Southern Asia,2001,9565944.751,91600475.36
400,JOR,Jordan,Northern Africa and Western Asia,2001,848666.2829,8190739.474
404,KEN,Kenya,Sub-Saharan Africa,2001,1423095.82,2069157.87
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2001,342990.913,1576970.7
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2001,20271827.73,64518343.91
414,KWT,Kuwait,Northern Africa and Western Asia,2001,14910234.11,82422307.39
417,KGZ,Kyrgyzstan,Central and Southern Asia,2001,348594.8981,528075.9708
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2001,47398.784,379679.591
422,LBN,Lebanon,Northern Africa and Western Asia,2001,383835.7676,1885166.079
426,LSO,Lesotho,Sub-Saharan Africa,2001,5063.978,2947.846
428,LVA,Latvia,Europe,2001,1828763.341,12591723.15
430,LBR,Liberia,Sub-Saharan Africa,2001,158404.404,470124.483
434,LBY,Libya,Northern Africa and Western Asia,2001,11977624.98,62347261.82
440,LTU,Lithuania,Europe,2001,2193541.27,11780667.59
442,LUX,Luxembourg,Europe,2001,2600818.976,8929336.838
446,MAC,"China, Macao SAR",China,2001,139058.1605,313275.2017
450,MDG,Madagascar,Sub-Saharan Africa,2001,546617.8781,463474.4081
454,MWI,Malawi,Sub-Saharan Africa,2001,455311.1261,411387.3073
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2001,17715703.04,134239067.4
462,MDV,Maldives,Central and Southern Asia,2001,39117.54536,41798.38544
466,MLI,Mali,Sub-Saharan Africa,2001,535002.7976,320278.8559
470,MLT,Malta,Europe,2001,139548.2403,560903.9622
473,,"Latin American Integration Association, nes",,2001,214.5,39.716
478,MRT,Mauritania,Sub-Saharan Africa,2001,588976.8144,11327848.64
480,MUS,Mauritius,Sub-Saharan Africa,2001,444475.7523,941175.8402
484,MEX,Mexico,Latin America and the Caribbean,2001,22392949.45,126508739.2
490,,"Other Asia, nes",,2001,11899805.88,25843699.4
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2001,329151.7073,851500.6992
498,MDA,Moldova,Europe,2001,316497.2769,1322204.551
500,MSR,Montserrat,Latin America and the Caribbean,2001,1889.752,2801.961
504,MAR,Morocco,Northern Africa and Western Asia,2001,2808578.207,15079803.61
