Exporter M.49,Exporter ISO3,Exporter,Exporter region,Year,Value (1000USD),Weight (1000kg)
508,MOZ,Mozambique,Sub-Saharan Africa,2001,1282837.736,1343175.415
512,OMN,Oman,Northern Africa and Western Asia,2001,10427735.04,54069015.06
516,NAM,Namibia,Sub-Saharan Africa,2001,1104367.021,1229790.217
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2001,14736.553,232483.195
524,NPL,Nepal,Central and Southern Asia,2001,107773.509,176954.104
527,,"Oceania, nes",,2001,10293.397,23260.854
528,NLD,Netherlands,Europe,2001,49664355.89,164361334.4
530,ANT,Netherlands Antilles,,2001,1218949.844,7195590.321
533,ABW,Aruba,Latin America and the Caribbean,2001,1303008.148,6156119.281
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2001,459749.1511,5034947.414
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2001,21608.019,40376.094
554,NZL,New Zealand,Australia and New Zealand,2001,10296448.18,20865046.92
558,NIC,Nicaragua,Latin America and the Caribbean,2001,595498.4706,961300.8105
562,NER,Niger,Sub-Saharan Africa,2001,254776.4433,624590.1732
566,NGA,Nigeria,Sub-Saharan Africa,2001,21911533.24,95576811.55
568,,"Other Europe, nes",,2001,174412.485,380846.812
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2001,374.441,682.474
574,NFK,Norfolk Islands,Australia and New Zealand,2001,263.672,334.955
577,,"Other Africa, nes",,2001,6543.014,14007.195
579,NOR,Norway,Europe,2001,44661996.62,218661798.7
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2001,1890.97,2289.922
581,UMI,United States Minor Outlying Islands,,2001,6898.365,3486.142
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2001,79352.131,72894.631
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2001,43815.406,64791.585
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2001,13438.662,2406.299
586,PAK,Pakistan,Central and Southern Asia,2001,2687410.815,4912245.782
591,PAN,Panama,Latin America and the Caribbean,2001,904291.9117,1688218.41
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2001,1530325.47,4193720.285
600,PRY,Paraguay,Latin America and the Caribbean,2001,1123775.176,5702013.473
604,PER,Peru,Latin America and the Caribbean,2001,5838761.008,15351304.69
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2001,3357240.357,16431145.9
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2001,235.789,243.695
616,POL,Poland,Europe,2001,7745960.848,50109176
620,PRT,Portugal,Europe,2001,3412696.368,9951897.002
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2001,84608.674,445786.532
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2001,5066.104,3813.429
634,QAT,Qatar,Northern Africa and Western Asia,2001,10944704.69,56574988.83
637,,"North America and Central America, nes",,2001,6406.174,48411.791
642,ROU,Romania,Europe,2001,3289407.343,14917607.06
643,RUS,Russian Federation,Europe,2001,81737843.26,499414367.1
646,RWA,Rwanda,Sub-Saharan Africa,2001,81541.56234,59844.39804
654,SHN,Saint Helena,Sub-Saharan Africa,2001,7550.815,1193.949
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2001,11007.6671,27429.544
660,AIA,Anguilla,Latin America and the Caribbean,2001,837.187,1354.386
662,LCA,Saint Lucia,Latin America and the Caribbean,2001,35918.36297,108379.7579
666,SPM,Saint Pierre and Miquelon,Northern America,2001,7048.172,2927.316
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2001,64263.20015,100525.1573
674,SMR,San Marino,Europe,2001,470.688,164.936
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2001,6341.849187,5703.159234
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2001,104135752.8,612825477.8
686,SEN,Senegal,Sub-Saharan Africa,2001,652605.355,2293728.9
690,SYC,Seychelles,Sub-Saharan Africa,2001,86281.59435,65899.01983
694,SLE,Sierra Leone,Sub-Saharan Africa,2001,10181.002,11129.937
699,IND,India,Central and Southern Asia,2001,20909568.64,77974134.74
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2001,14022815.48,49129236.84
703,SVK,Slovakia,Europe,2001,3166222.01,16373639.33
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2001,7902129.775,26976171.85
705,SVN,Slovenia,Europe,2001,1101359.721,3696536.413
706,SOM,Somalia,Sub-Saharan Africa,2001,30205.653,81014.459
710,ZAF,South Africa,Sub-Saharan Africa,2001,19728400.97,154392073.2
716,ZWE,Zimbabwe,Sub-Saharan Africa,2001,1808107.563,2442447.826
724,ESP,Spain,Europe,2001,24980498.72,59552997.68
732,ESH,Western Sahara,Northern Africa and Western Asia,2001,4781.786,2744.147
736,SDN,Former Sudan,,2001,3245360.588,13858709.28
740,SUR,Suriname,Latin America and the Caribbean,2001,122796.986,262012.976
748,SWZ,Eswatini,Sub-Saharan Africa,2001,323990.8221,3557405.359
752,SWE,Sweden,Europe,2001,13328371.3,52090793.27
757,CHE,Switzerland,Europe,2001,13985369.94,12699341.86
760,SYR,Syria,Northern Africa and Western Asia,2001,8988722.947,28528629.29
762,TJK,Tajikistan,Central and Southern Asia,2001,296203.647,315845.446
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2001,13730445.81,73791459.4
768,TGO,Togo,Sub-Saharan Africa,2001,356653.5634,3441313.961
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2001,6626.291,10279.949
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2001,20138.958,18546.322
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2001,3117279.713,16328110.45
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2001,27155510.66,125661100.6
788,TUN,Tunisia,Northern Africa and Western Asia,2001,1646763.894,9163899.847
792,TUR,Turkey,Northern Africa and Western Asia,2001,7936767.02,33396449.17
795,TKM,Turkmenistan,Central and Southern Asia,2001,2205613.521,19489325.99
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2001,7300.43,14880.315
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2001,14288.897,16639.949
800,UGA,Uganda,Sub-Saharan Africa,2001,477733.5059,457903.7533
804,UKR,Ukraine,Europe,2001,11347232.99,88605220.73
807,MKD,North Macedonia,Europe,2001,461345.4642,1459347.521
818,EGY,Egypt,Northern Africa and Western Asia,2001,3269114.892,13817568.1
826,GBR,United Kingdom,Europe,2001,46231507.08,157506069.2
834,TZA,Tanzania,Sub-Saharan Africa,2001,727231.5411,729174.3998
837,,Bunkers,,2001,847.701,1043.353
838,,Free Zones,,2001,763509.459,4431414.875
839,,Special Categories,,2001,11792374.29,64877199.58
842,USA,United States,Northern America,2001,102264511.4,291953437.3
849,,,,2001,26.326,70
854,BFA,Burkina Faso,Sub-Saharan Africa,2001,223621.0335,343769.3913
858,URY,Uruguay,Latin America and the Caribbean,2001,1529647.902,3636059.634
860,UZB,Uzbekistan,Central and Southern Asia,2001,1798207.382,4487907.975
862,VEN,Venezuela,Latin America and the Caribbean,2001,23248985.57,155675851.7
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2001,920.266,1686.201
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2001,12988.42233,8912.96646
887,YEM,Yemen,Northern Africa and Western Asia,2001,2647160.987,12577064.63
891,SCG,Serbia and Montenegro,,2001,869561.0814,2071197.341
894,ZMB,Zambia,Sub-Saharan Africa,2001,554320.495,386743.411
899,,"Areas, nes",,2001,16967598.86,150554426.2
4,AFG,Afghanistan,Central and Southern Asia,2002,47301.353,79397.945
8,ALB,Albania,Europe,2002,93812.01628,221883.7447
10,ATA,Antarctica,,2002,6.809,0.521
12,DZA,Algeria,Northern Africa and Western Asia,2002,20029871.33,94441300.98
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2002,24297.271,37032.199
20,AND,Andorra,Europe,2002,6743.005037,947858.4744
24,AGO,Angola,Sub-Saharan Africa,2002,7401702.709,39770618.12
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2002,16651.094,79822.939
31,AZE,Azerbaijan,Northern Africa and Western Asia,2002,2206241.627,12437754.99
32,ARG,Argentina,Latin America and the Caribbean,2002,19810544.96,85974478.94
36,AUS,Australia,Australia and New Zealand,2002,52550254.18,556660551.7
40,AUT,Austria,Europe,2002,9798760.709,25250468.7
44,BHS,Bahamas,Latin America and the Caribbean,2002,507454.6425,2601123.183
48,BHR,Bahrain,Northern Africa and Western Asia,2002,6472153.407,24039940.25
50,BGD,Bangladesh,Central and Southern Asia,2002,812451.3956,931174.1232
51,ARM,Armenia,Northern Africa and Western Asia,2002,289466.5158,229037.8018
52,BRB,Barbados,Latin America and the Caribbean,2002,191035.8209,746719.9838
56,BEL,Belgium,Europe,2002,46644241.46,122617186.2
60,BMU,Bermuda,Northern America,2002,10713.378,29351.618
64,BTN,Bhutan,Central and Southern Asia,2002,12839.566,64986.441
68,BOL,Bolivia,Latin America and the Caribbean,2002,1244908.639,8249309.52
70,BIH,Bosnia Herzegovina,Europe,2002,469325.814,2150219.114
72,BWA,Botswana,Sub-Saharan Africa,2002,1653022.167,336660.5482
74,BVT,Bouvet Island,,2002,6138.704,15734.238
76,BRA,Brazil,Latin America and the Caribbean,2002,35761528.19,278394408.2
84,BLZ,Belize,Latin America and the Caribbean,2002,143460.0714,395370.0467
86,IOT,British Indian Ocean Territory,,2002,36797.245,16861.887
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2002,51327.227,277086.547
92,VGB,British Virgin Islands,Latin America and the Caribbean,2002,213375.572,895408.422
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2002,3214322.745,16393506.63
100,BGR,Bulgaria,Europe,2002,2377727.491,10072489.5
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2002,1602494.487,9402545.718
108,BDI,Burundi,Sub-Saharan Africa,2002,30333.21,233590.355
112,BLR,Belarus,Europe,2002,2921754.587,22787546.13
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2002,144942.975,284624.9603
120,CMR,Cameroon,Sub-Saharan Africa,2002,1946264.957,7215244.066
124,CAN,Canada,Northern America,2002,81405095.89,329745140.3
132,CPV,Cabo Verde,Sub-Saharan Africa,2002,7126.78235,33622.64078
136,CYM,Cayman Islands,Latin America and the Caribbean,2002,29032.836,248053.681
140,CAF,Central African Republic,Sub-Saharan Africa,2002,46888.868,87664.668
144,LKA,Sri Lanka,Central and Southern Asia,2002,1495171.859,1083572.755
148,TCD,Chad,Sub-Saharan Africa,2002,60557.561,60174.832
152,CHL,Chile,Latin America and the Caribbean,2002,14732498.64,25779559.5
156,CHN,China,China,2002,38978292.67,719097263.5
162,CXR,Christmas Islands,,2002,29534.44,272750.103
166,CCK,Cocos Islands,,2002,137.303,113.659
170,COL,Colombia,Latin America and the Caribbean,2002,8587595.616,67595853.61
174,COM,Comoros,Sub-Saharan Africa,2002,26675.232,2422.365
175,MYT,Mayotte,Sub-Saharan Africa,2002,1588.360004,2095.771383
178,COG,"Congo, Republic",Sub-Saharan Africa,2002,2122015.174,11186207.18
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2002,422325.8,1444296.825
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2002,5817.893,1212.783
188,CRI,Costa Rica,Latin America and the Caribbean,2002,2231911.727,4199717.536
191,HRV,Croatia,Europe,2002,1349015.751,10043514.05
192,CUB,Cuba,Latin America and the Caribbean,2002,1542267.065,5479294.857
196,CYP,Cyprus,Northern Africa and Western Asia,2002,339942.9526,1930213.559
203,CZE,Czech Republic,Europe,2002,5104840.368,32578555.46
204,BEN,Benin,Sub-Saharan Africa,2002,237336.0719,459033.8731
208,DNK,Denmark,Europe,2002,14020815.14,33609399.51
212,DMA,Dominica,Latin America and the Caribbean,2002,22991.77287,256526.6385
214,DOM,Dominican Republic,Latin America and the Caribbean,2002,863064.1066,2241164.538
218,ECU,Ecuador,Latin America and the Caribbean,2002,4958098.013,19730440.29
222,SLV,El Salvador,Latin America and the Caribbean,2002,440755.4127,1121180.275
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2002,1768532.385,8573139.7
231,ETH,Ethiopia,Sub-Saharan Africa,2002,435091.5557,554038.3974
232,ERI,Eritrea,Sub-Saharan Africa,2002,5029.916,2472.484
233,EST,Estonia,Europe,2002,1742632.715,11808449.31
234,FRO,Faeroe Islands,Europe,2002,526227.8403,354488.5471
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2002,86341.307,61014.855
239,SGS,South Georgia and the South Sandwich Islands,,2002,30,31.959
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2002,276377.2816,900543.4551
246,FIN,Finland,Europe,2002,9079063.613,21795933.85
251,FRA,France,Europe,2002,43742005.24,128093178.2
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2002,180958.5087,18993.47562
260,ATF,French Southern Territories,,2002,33.591,90.966
262,DJI,Djibouti,Sub-Saharan Africa,2002,17921.17,200203.945
266,GAB,Gabon,Sub-Saharan Africa,2002,2724983.945,15652215
268,GEO,Georgia,Northern Africa and Western Asia,2002,416277.269,2472794.787
270,GMB,Gambia,Sub-Saharan Africa,2002,28420.9118,53623.06594
275,PSE,State of Palestine,Northern Africa and Western Asia,2002,16497.358,51656.813
276,DEU,Germany,Europe,2002,62091453.06,204135202.1
288,GHA,Ghana,Sub-Saharan Africa,2002,1489024.838,2562610.873
292,GIB,Gibraltar,Europe,2002,23287.427,96868.13
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2002,28731.125,41853.495
300,GRC,Greece,Europe,2002,4740601.562,14978109.8
304,GRL,Greenland,Northern America,2002,294893.654,154536.0807
308,GRD,Grenada,Latin America and the Caribbean,2002,35889.95217,42339.90931
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2002,30697.032,56073.136
320,GTM,Guatemala,Latin America and the Caribbean,2002,1747068.63,5337095.468
324,GIN,Guinea,Sub-Saharan Africa,2002,696192.3044,11326142.83
328,GUY,Guyana,Latin America and the Caribbean,2002,444522.1795,2319588.107
332,HTI,Haiti,Latin America and the Caribbean,2002,32333.53,156311.839
334,HMD,Heard Island and McDonald Islands,,2002,25.487,218.276
336,VAT,Holy See,Europe,2002,539.148,3018.194
340,HND,Honduras,Latin America and the Caribbean,2002,958604.4902,1678798.373
344,HKG,"China, Hong Kong SAR",China,2002,11102000.29,9519844.722
348,HUN,Hungary,Europe,2002,3961646.043,14207232.15
352,ISL,Iceland,Europe,2002,2004218.526,1632655.144
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2002,32441175.42,228205105.5
364,IRN,Iran,Central and Southern Asia,2002,27082087.97,148736841.8
368,IRQ,Iraq,Northern Africa and Western Asia,2002,9717170.5,55068568.03
372,IRL,Ireland,Europe,2002,4863467.736,8173519.703
376,ISR,Israel,Northern Africa and Western Asia,2002,12067720.41,7361413.564
381,ITA,Italy,Europe,2002,28420066.44,55602131.63
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2002,4181662.763,7014977.508
388,JAM,Jamaica,Latin America and the Caribbean,2002,330266.2977,720295.7625
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2002,25026091.93,74248777.76
398,KAZ,Kazakhstan,Central and Southern Asia,2002,11115591.85,104118969.9
400,JOR,Jordan,Northern Africa and Western Asia,2002,1150355.966,9176103.463
404,KEN,Kenya,Sub-Saharan Africa,2002,1249833.107,2415317.153
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2002,471550.276,2144696.531
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2002,18152800.08,51695483.98
414,KWT,Kuwait,Northern Africa and Western Asia,2002,14673544.33,79786860.4
417,KGZ,Kyrgyzstan,Central and Southern Asia,2002,391156.1494,1195792.161
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2002,41511.554,264729.71
422,LBN,Lebanon,Northern Africa and Western Asia,2002,564882.4653,2442571.92
426,LSO,Lesotho,Sub-Saharan Africa,2002,2262.933,7340.365
428,LVA,Latvia,Europe,2002,1688427.595,12975032.26
430,LBR,Liberia,Sub-Saharan Africa,2002,195108.222,624235.973
434,LBY,Libya,Northern Africa and Western Asia,2002,10536778.82,56373083.24
440,LTU,Lithuania,Europe,2002,2456448.252,13007670.53
442,LUX,Luxembourg,Europe,2002,2707241.489,7791007.037
446,MAC,"China, Macao SAR",China,2002,156752.7069,312823.6737
450,MDG,Madagascar,Sub-Saharan Africa,2002,509371.1003,385737.1595
454,MWI,Malawi,Sub-Saharan Africa,2002,439923.7628,361784.3515
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2002,19308027.62,130812628
462,MDV,Maldives,Central and Southern Asia,2002,63038.81317,97281.28153
466,MLI,Mali,Sub-Saharan Africa,2002,834812.2446,289641.2435
470,MLT,Malta,Europe,2002,291001.8092,1413085.894
473,,"Latin American Integration Association, nes",,2002,400.789,476.525
478,MRT,Mauritania,Sub-Saharan Africa,2002,604482.8085,11869585.6
480,MUS,Mauritius,Sub-Saharan Africa,2002,486086.8621,1004564.291
484,MEX,Mexico,Latin America and the Caribbean,2002,24391827.92,125390696.3
490,,"Other Asia, nes",,2002,12856953.02,28592699.54
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2002,296050.3717,856115.927
498,MDA,Moldova,Europe,2002,340681.2597,1852135.455
500,MSR,Montserrat,Latin America and the Caribbean,2002,493.142,546.248
504,MAR,Morocco,Northern Africa and Western Asia,2002,3295976.784,22023678.67
508,MOZ,Mozambique,Sub-Saharan Africa,2002,1397206.503,1719245.403
512,OMN,Oman,Northern Africa and Western Asia,2002,9765748.351,51347714.77
516,NAM,Namibia,Sub-Saharan Africa,2002,1086138.616,1408697.234
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2002,10545.651,121499.777
524,NPL,Nepal,Central and Southern Asia,2002,91451.872,163139.077
527,,"Oceania, nes",,2002,5827.674,27087.047
528,NLD,Netherlands,Europe,2002,54424642.25,178755545.7
530,ANT,Netherlands Antilles,,2002,931445.91,4299334.671
533,ABW,Aruba,Latin America and the Caribbean,2002,975697.6,3651695.717
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2002,472525.9104,4475757.907
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2002,29390.162,93782.284
554,NZL,New Zealand,Australia and New Zealand,2002,10418642.63,22649696.49
558,NIC,Nicaragua,Latin America and the Caribbean,2002,526547.3073,736057.0273
562,NER,Niger,Sub-Saharan Africa,2002,186672.7662,270068.3627
566,NGA,Nigeria,Sub-Saharan Africa,2002,19346812.57,81888307.9
568,,"Other Europe, nes",,2002,199338.86,362337.534
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2002,240.623,428.151
574,NFK,Norfolk Islands,Australia and New Zealand,2002,2969.305,15235.55
577,,"Other Africa, nes",,2002,3053.564,3004.385
579,NOR,Norway,Europe,2002,44689098.41,228170692.2
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2002,747.741,3813.001
581,UMI,United States Minor Outlying Islands,,2002,1719.069,22542.787
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2002,66553.276,65114.312
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2002,81136.904,93720.864
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2002,9523.779,1601.485
586,PAK,Pakistan,Central and Southern Asia,2002,2447138.049,4896096.579
591,PAN,Panama,Latin America and the Caribbean,2002,1031252.999,1575913.561
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2002,2015216.9,4471161.89
600,PRY,Paraguay,Latin America and the Caribbean,2002,1128892.351,5203295.62
604,PER,Peru,Latin America and the Caribbean,2002,6667624.095,15546442.98
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2002,3394348.562,16813144.98
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2002,1552.319,26456.65
616,POL,Poland,Europe,2002,8329235.119,52453198.81
620,PRT,Portugal,Europe,2002,3637343.41,10681805.3
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2002,80930.545,205175.484
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2002,5860.413,30596.767
634,QAT,Qatar,Northern Africa and Western Asia,2002,8100853.59,57006992.07
637,,"North America and Central America, nes",,2002,1393.121,8609.78
642,ROU,Romania,Europe,2002,3979058.966,17310659.85
643,RUS,Russian Federation,Europe,2002,103317875.7,671845132.9
646,RWA,Rwanda,Sub-Saharan Africa,2002,116937.6299,287755.756
654,SHN,Saint Helena,Sub-Saharan Africa,2002,9070.725,3129.458
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2002,15044.22533,34531.63912
660,AIA,Anguilla,Latin America and the Caribbean,2002,632.436,5373.629
662,LCA,Saint Lucia,Latin America and the Caribbean,2002,34468.19463,72178.28637
666,SPM,Saint Pierre and Miquelon,Northern America,2002,4869.29,2184.54
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2002,52640.84012,105196.5558
674,SMR,San Marino,Europe,2002,1203.138,268.212
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2002,8463.914533,6206.837077
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2002,105071203.7,546268413.6
686,SEN,Senegal,Sub-Saharan Africa,2002,643151.8851,2436133.627
690,SYC,Seychelles,Sub-Saharan Africa,2002,166839.0089,248822.4069
694,SLE,Sierra Leone,Sub-Saharan Africa,2002,15551.153,19013.605
699,IND,India,Central and Southern Asia,2002,23323073.5,104296957.8
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2002,15316620.35,84230469.8
703,SVK,Slovakia,Europe,2002,3743941.149,18199520.41
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2002,8127427.989,29362178.3
705,SVN,Slovenia,Europe,2002,1124219.411,3734457.301
706,SOM,Somalia,Sub-Saharan Africa,2002,63597.905,138459.262
710,ZAF,South Africa,Sub-Saharan Africa,2002,22649543.73,151685038.6
716,ZWE,Zimbabwe,Sub-Saharan Africa,2002,1602620.268,3027948.76
724,ESP,Spain,Europe,2002,26587675.73,59184495.51
732,ESH,Western Sahara,Northern Africa and Western Asia,2002,7111.968,1412.36
736,SDN,Former Sudan,,2002,2545970.58,13281648.3
740,SUR,Suriname,Latin America and the Caribbean,2002,150305.622,226970.312
748,SWZ,Eswatini,Sub-Saharan Africa,2002,289583.8817,1112387.105
752,SWE,Sweden,Europe,2002,14124639.17,53034318.35
757,CHE,Switzerland,Europe,2002,14120508.74,13336309.57
760,SYR,Syria,Northern Africa and Western Asia,2002,12321514.38,33049887.3
762,TJK,Tajikistan,Central and Southern Asia,2002,406775.813,501357.986
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2002,14255235.69,58039401.67
768,TGO,Togo,Sub-Saharan Africa,2002,330884.8259,2854539.104
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2002,8964.796,35014.603
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2002,22851.765,24326.901
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2002,3062787.482,15963997.15
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2002,24627571.71,122740873.8
788,TUN,Tunisia,Northern Africa and Western Asia,2002,1576555.148,9423702.643
792,TUR,Turkey,Northern Africa and Western Asia,2002,8069574.539,36971150.63
795,TKM,Turkmenistan,Central and Southern Asia,2002,2480626.356,22519513.53
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2002,10184.915,7134.439
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2002,45824.688,177151.193
800,UGA,Uganda,Sub-Saharan Africa,2002,485806.8329,527737.7645
804,UKR,Ukraine,Europe,2002,12797791.02,104061904.6
807,MKD,North Macedonia,Europe,2002,426223.9385,1241429.107
818,EGY,Egypt,Northern Africa and Western Asia,2002,4067867.396,17904623.39
826,GBR,United Kingdom,Europe,2002,48281702.24,166056753.4
834,TZA,Tanzania,Sub-Saharan Africa,2002,865451.698,908073.1887
837,,Bunkers,,2002,1626.803,7972.97
838,,Free Zones,,2002,1070181.17,5601968.399
839,,Special Categories,,2002,12277898.23,75880085.07
842,USA,United States,Northern America,2002,98449073.81,304150061.8
854,BFA,Burkina Faso,Sub-Saharan Africa,2002,229667.5234,413495.0794
858,URY,Uruguay,Latin America and the Caribbean,2002,1538165.598,3163107.987
860,UZB,Uzbekistan,Central and Southern Asia,2002,1662193.855,3314853.376
862,VEN,Venezuela,Latin America and the Caribbean,2002,20455946.31,131938022.4
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2002,280.51,150.768
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2002,19573.94998,28006.8721
887,YEM,Yemen,Northern Africa and Western Asia,2002,2701145.986,13631153.48
891,SCG,Serbia and Montenegro,,2002,1134549.622,3903930.1
894,ZMB,Zambia,Sub-Saharan Africa,2002,1123163.914,878476.8128
899,,"Areas, nes",,2002,21524134.35,116745035.9
4,AFG,Afghanistan,Central and Southern Asia,2003,149222.411,420015.568
8,ALB,Albania,Europe,2003,105976.7011,413571.7489
10,ATA,Antarctica,,2003,76.218,50.719
12,DZA,Algeria,Northern Africa and Western Asia,2003,26117558.98,115280452.7
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2003,23304.867,53824.518
20,AND,Andorra,Europe,2003,14943.76105,1364989.822
24,AGO,Angola,Sub-Saharan Africa,2003,8999947.715,40013055.97
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2003,29803.229,102526.387
31,AZE,Azerbaijan,Northern Africa and Western Asia,2003,2612711.926,11904300.42
32,ARG,Argentina,Latin America and the Caribbean,2003,23917855.82,89429645.15
36,AUS,Australia,Australia and New Zealand,2003,53862743.36,575781747.6
40,AUT,Austria,Europe,2003,12206832.19,26134619.56
44,BHS,Bahamas,Latin America and the Caribbean,2003,776145.374,3721332.155
48,BHR,Bahrain,Northern Africa and Western Asia,2003,7526469.246,23901647.3
50,BGD,Bangladesh,Central and Southern Asia,2003,940090.1813,1692622.593
51,ARM,Armenia,Northern Africa and Western Asia,2003,396333.8747,289447.5906
52,BRB,Barbados,Latin America and the Caribbean,2003,240788.5195,700749.2624
56,BEL,Belgium,Europe,2003,55600942.52,133910547.8
60,BMU,Bermuda,Northern America,2003,10828.064,25507.039
64,BTN,Bhutan,Central and Southern Asia,2003,24098.193,70226.176
68,BOL,Bolivia,Latin America and the Caribbean,2003,1461849.227,8922131.805
70,BIH,Bosnia Herzegovina,Europe,2003,601484.1034,2202088.06
72,BWA,Botswana,Sub-Saharan Africa,2003,2852323.603,358320.2912
74,BVT,Bouvet Island,,2003,5602.344,698
76,BRA,Brazil,Latin America and the Caribbean,2003,45257544.51,302770687.2
84,BLZ,Belize,Latin America and the Caribbean,2003,237566.0244,771997.8166
86,IOT,British Indian Ocean Territory,,2003,123.753,93.889
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2003,73900.53,333725.728
92,VGB,British Virgin Islands,Latin America and the Caribbean,2003,67849.181,261875.379
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2003,3801997.919,16869155.76
100,BGR,Bulgaria,Europe,2003,2860349.016,10076335.1
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2003,1505666.672,8942185.569
108,BDI,Burundi,Sub-Saharan Africa,2003,36810.0535,29283.514
112,BLR,Belarus,Europe,2003,3995988.782,21089854.39
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2003,147091.2576,232108.9776
120,CMR,Cameroon,Sub-Saharan Africa,2003,2483570.828,7236454.247
