Exporter M.49,Exporter ISO3,Exporter,Exporter region,Year,Value (1000USD),Weight (1000kg)
568,,"Other Europe, nes",,2015,2012040.156,2858022.931
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2015,622.961,299.45
574,NFK,Norfolk Islands,Australia and New Zealand,2015,829.014,1652.031
577,,"Other Africa, nes",,2015,582.234,315.172
579,NOR,Norway,Europe,2015,84389334.31,216424963.3
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2015,390.837,720.273
581,UMI,United States Minor Outlying Islands,,2015,10952.079,17780.915
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2015,20847.495,14265.416
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2015,105680.6,113855.856
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2015,7186.757918,2230.867374
586,PAK,Pakistan,Central and Southern Asia,2015,8918731.939,21691355.88
591,PAN,Panama,Latin America and the Caribbean,2015,2173704.317,3420110.305
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2015,8942695.071,13590004.2
600,PRY,Paraguay,Latin America and the Caribbean,2015,5621451.571,12988376.81
604,PER,Peru,Latin America and the Caribbean,2015,30192030.42,38171903.97
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2015,11369293.12,56340805.54
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2015,668.626,303.22
616,POL,Poland,Europe,2015,35256295.85,66351949.56
620,PRT,Portugal,Europe,2015,13165492.97,26992470.94
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2015,297090.584,226145.015
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2015,316165.966,651773.54
634,QAT,Qatar,Northern Africa and Western Asia,2015,75785063.99,170061717.3
637,,"North America and Central America, nes",,2015,331.415,509.755
642,ROU,Romania,Europe,2015,13227232.89,31272354.07
643,RUS,Russian Federation,Europe,2015,320550346.3,933834518.6
646,RWA,Rwanda,Sub-Saharan Africa,2015,603790.82,353115.1888
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2015,15273.695,36134.607
654,SHN,Saint Helena,Sub-Saharan Africa,2015,20867.319,1422.581
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2015,1868.142526,1493.843641
660,AIA,Anguilla,Latin America and the Caribbean,2015,2488.542,5192.555
662,LCA,Saint Lucia,Latin America and the Caribbean,2015,168105.3575,481348.0237
666,SPM,Saint Pierre and Miquelon,Northern America,2015,2282.29,1603.727
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2015,86005.88615,165747.1772
674,SMR,San Marino,Europe,2015,13880.246,13220.135
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2015,11194.5563,4955.654176
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2015,250350856.3,616774151.7
686,SEN,Senegal,Sub-Saharan Africa,2015,1988155.012,6075499.499
688,SRB,Serbia,Europe,2015,4162811.59,8875287.231
690,SYC,Seychelles,Sub-Saharan Africa,2015,332242.5617,551351.9025
694,SLE,Sierra Leone,Sub-Saharan Africa,2015,554405.0902,4176345.559
699,IND,India,Central and Southern Asia,2015,111608606,151957070.9
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2015,59406693.51,98342051.74
703,SVK,Slovakia,Europe,2015,10445857.45,24124297.51
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2015,34675676.68,79958179.49
705,SVN,Slovenia,Europe,2015,4849533.165,10151885.57
706,SOM,Somalia,Sub-Saharan Africa,2015,670986.413,241679.082
710,ZAF,South Africa,Sub-Saharan Africa,2015,70704731.13,239344106
716,ZWE,Zimbabwe,Sub-Saharan Africa,2015,3151208.123,2427740.414
724,ESP,Spain,Europe,2015,72530578.67,107311655.8
728,SSD,South Sudan,Sub-Saharan Africa,2015,2336735.98,6611482.587
729,SDN,Sudan,Northern Africa and Western Asia,2015,4476239.601,4556129.742
732,ESH,Western Sahara,Northern Africa and Western Asia,2015,535.538,121.85
740,SUR,Suriname,Latin America and the Caribbean,2015,1213902.341,1043365.192
748,SWZ,Eswatini,Sub-Saharan Africa,2015,611959.5175,1842780.131
752,SWE,Sweden,Europe,2015,31918694.72,66392180.59
757,CHE,Switzerland,Europe,2015,91228655.27,20513750.41
760,SYR,Syria,Northern Africa and Western Asia,2015,591406.198,1514147.261
762,TJK,Tajikistan,Central and Southern Asia,2015,796805.733,601770.703
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2015,47169494.96,87709739.42
768,TGO,Togo,Sub-Saharan Africa,2015,1471368.514,4957019.996
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2015,6967.875,3814.179
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2015,10104.111,8317.431
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2015,8203311.064,21718628.77
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2015,171413619.9,372071019.2
788,TUN,Tunisia,Northern Africa and Western Asia,2015,3811440.466,9072670.667
792,TUR,Turkey,Northern Africa and Western Asia,2015,40115009.23,71603007.58
795,TKM,Turkmenistan,Central and Southern Asia,2015,9727085.044,24585616.07
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2015,26313.343,30891.114
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2015,6458.448,4747.875
800,UGA,Uganda,Sub-Saharan Africa,2015,1931806.904,2307110.272
804,UKR,Ukraine,Europe,2015,31255812,157937589.7
807,MKD,North Macedonia,Europe,2015,1247080.347,1982721.699
818,EGY,Egypt,Northern Africa and Western Asia,2015,15095408.08,33549350.36
826,GBR,United Kingdom,Europe,2015,87080126.19,123337563.9
834,TZA,Tanzania,Sub-Saharan Africa,2015,5803897.252,2486743.198
837,,Bunkers,,2015,3593.254,9492.321
838,,Free Zones,,2015,1749600.971,2915167.151
839,,Special Categories,,2015,37185954.63,112598307.1
842,USA,United States,Northern America,2015,316764953.3,626813788.1
854,BFA,Burkina Faso,Sub-Saharan Africa,2015,1622285.949,1263268.317
858,URY,Uruguay,Latin America and the Caribbean,2015,8353299.056,17624031.21
860,UZB,Uzbekistan,Central and Southern Asia,2015,5103846.176,5389840.017
862,VEN,Venezuela,Latin America and the Caribbean,2015,36868101.29,116997388.5
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2015,84.332,15.643
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2015,43388.52036,32243.80238
887,YEM,Yemen,Northern Africa and Western Asia,2015,1985249.553,3585905.064
894,ZMB,Zambia,Sub-Saharan Africa,2015,9310277.741,3572832.919
899,,"Areas, nes",,2015,15052393.05,115070112.1
4,AFG,Afghanistan,Central and Southern Asia,2016,1122920.36,2235219.14
8,ALB,Albania,Europe,2016,808537.6949,3481049.233
10,ATA,Antarctica,,2016,1513.213,350.595
12,DZA,Algeria,Northern Africa and Western Asia,2016,32203714.5,98719770.63
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2016,22193.015,43986.169
20,AND,Andorra,Europe,2016,34269.8995,133050.9656
24,AGO,Angola,Sub-Saharan Africa,2016,29669401.75,90065325.57
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2016,63463.07918,170085.9384
31,AZE,Azerbaijan,Northern Africa and Western Asia,2016,13918608.92,43975810.22
32,ARG,Argentina,Latin America and the Caribbean,2016,43305451.02,101656141.7
36,AUS,Australia,Australia and New Zealand,2016,175690764.7,1467129931
40,AUT,Austria,Europe,2016,23514627.68,39351470.32
44,BHS,Bahamas,Latin America and the Caribbean,2016,376308.1037,2180419.148
48,BHR,Bahrain,Northern Africa and Western Asia,2016,9757823.947,22496782.17
50,BGD,Bangladesh,Central and Southern Asia,2016,2007642.496,1836364.766
51,ARM,Armenia,Northern Africa and Western Asia,2016,1204903.317,854307.6351
52,BRB,Barbados,Latin America and the Caribbean,2016,97265.83363,394523.1254
56,BEL,Belgium,Europe,2016,98953431.01,159993954.1
60,BMU,Bermuda,Northern America,2016,14478.69942,20126.831
64,BTN,Bhutan,Central and Southern Asia,2016,100537.16,235087.522
68,BOL,Bolivia,Latin America and the Caribbean,2016,6825574.823,17394485.02
70,BIH,Bosnia Herzegovina,Europe,2016,1652956.734,5642239.25
72,BWA,Botswana,Sub-Saharan Africa,2016,7611398.558,736235.828
74,BVT,Bouvet Island,,2016,2.318,1.822
76,BRA,Brazil,Latin America and the Caribbean,2016,128891765.4,617784474.1
84,BLZ,Belize,Latin America and the Caribbean,2016,362354.4332,734749.1727
86,IOT,British Indian Ocean Territory,,2016,1929.461,1391.661
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2016,439930.3011,1582709.714
92,VGB,British Virgin Islands,Latin America and the Caribbean,2016,148398.1,85750.934
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2016,4401951.55,11936543.78
100,BGR,Bulgaria,Europe,2016,10522205.25,22612917.29
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2016,10980277.17,60204947.95
108,BDI,Burundi,Sub-Saharan Africa,2016,166240.1503,71072.4148
112,BLR,Belarus,Europe,2016,12032884.2,48401588.59
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2016,3221919.143,6108812.684
120,CMR,Cameroon,Sub-Saharan Africa,2016,3666711.692,7306936.795
124,CAN,Canada,Northern America,2016,161300947.4,486859380.9
132,CPV,Cabo Verde,Sub-Saharan Africa,2016,36212.59551,36902.479
136,CYM,Cayman Islands,Latin America and the Caribbean,2016,72978.575,7894.129
140,CAF,Central African Republic,Sub-Saharan Africa,2016,97905.6669,260789.2736
144,LKA,Sri Lanka,Central and Southern Asia,2016,3033171.199,2306428.152
148,TCD,Chad,Sub-Saharan Africa,2016,1659973.403,5466684.914
152,CHL,Chile,Latin America and the Caribbean,2016,53500651,54401722.26
156,CHN,China,China,2016,169455656.3,1049770450
162,CXR,Christmas Islands,,2016,17116.893,131967.368
166,CCK,Cocos Islands,,2016,603.703,1014.754
170,COL,Colombia,Latin America and the Caribbean,2016,27976415.62,150977256.1
174,COM,Comoros,Sub-Saharan Africa,2016,54829.01707,39615.6115
178,COG,"Congo, Republic",Sub-Saharan Africa,2016,4665223.803,9274643.482
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2016,5260882.638,2550810.336
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2016,22732.547,5442.919
188,CRI,Costa Rica,Latin America and the Caribbean,2016,4806187.477,7252861.393
191,HRV,Croatia,Europe,2016,3597249.895,13165218.65
192,CUB,Cuba,Latin America and the Caribbean,2016,731889.789,1337256.103
196,CYP,Cyprus,Northern Africa and Western Asia,2016,1238395.534,3952210.959
203,CZE,Czech Republic,Europe,2016,14207467.53,43084012.55
204,BEN,Benin,Sub-Saharan Africa,2016,658045.5389,1073230.884
208,DNK,Denmark,Europe,2016,21004991.23,27686834.59
212,DMA,Dominica,Latin America and the Caribbean,2016,13220.214,63576.416
214,DOM,Dominican Republic,Latin America and the Caribbean,2016,3318609.167,3546972.765
218,ECU,Ecuador,Latin America and the Caribbean,2016,15765923.87,33193210.35
222,SLV,El Salvador,Latin America and the Caribbean,2016,954986.1884,1559731.865
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2016,4248262.911,12813917.87
231,ETH,Ethiopia,Sub-Saharan Africa,2016,2244616.955,1340776.226
232,ERI,Eritrea,Sub-Saharan Africa,2016,369849.619,260924.33
233,EST,Estonia,Europe,2016,3607548.473,11960103.1
234,FRO,Faeroe Islands,Europe,2016,1351273.337,512686.471
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2016,259412.03,53226.454
239,SGS,South Georgia and the South Sandwich Islands,,2016,168.831,128.162
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2016,642816.9093,1279058.223
246,FIN,Finland,Europe,2016,19268736,29745189.26
251,FRA,France,Europe,2016,74934378.35,137792240.2
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2016,129393.953,14579.172
260,ATF,French Southern Territories,,2016,8808.3,1171.216
262,DJI,Djibouti,Sub-Saharan Africa,2016,65110.431,84991.532
266,GAB,Gabon,Sub-Saharan Africa,2016,3958428.944,12616335.27
268,GEO,Georgia,Northern Africa and Western Asia,2016,1295237.64,1833598.693
270,GMB,Gambia,Sub-Saharan Africa,2016,168114.4308,267325.5247
275,PSE,State of Palestine,Northern Africa and Western Asia,2016,399293.1812,531501.2628
276,DEU,Germany,Europe,2016,135852536.2,240346668.1
288,GHA,Ghana,Sub-Saharan Africa,2016,10326400.48,21576150.58
292,GIB,Gibraltar,Europe,2016,134417.769,412918.139
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2016,135630.2151,90767.07253
300,GRC,Greece,Europe,2016,15098385.54,35106933.37
304,GRL,Greenland,Northern America,2016,778491.4375,279970.9919
308,GRD,Grenada,Latin America and the Caribbean,2016,26801.371,12835.828
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2016,5651.56,12042.324
320,GTM,Guatemala,Latin America and the Caribbean,2016,6578500.772,12297890.02
324,GIN,Guinea,Sub-Saharan Africa,2016,3102697.03,22596743.93
328,GUY,Guyana,Latin America and the Caribbean,2016,1409539.849,2535417.174
332,HTI,Haiti,Latin America and the Caribbean,2016,54875.629,49959.641
334,HMD,Heard Island and McDonald Islands,,2016,3.257,4.518
336,VAT,Holy See,Europe,2016,914.667,302.243
340,HND,Honduras,Latin America and the Caribbean,2016,2985383.135,4260592.704
344,HKG,"China, Hong Kong SAR",China,2016,64217941.7,8491614.391
348,HUN,Hungary,Europe,2016,9886868.868,23017490.31
352,ISL,Iceland,Europe,2016,3987335.342,2165343.832
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2016,83158044.01,488179005.7
364,IRN,Iran,Central and Southern Asia,2016,43049631,159080612.1
368,IRQ,Iraq,Northern Africa and Western Asia,2016,93071340.09,288259666.5
372,IRL,Ireland,Europe,2016,10145567.83,13764469.67
376,ISR,Israel,Northern Africa and Western Asia,2016,20478860.74,15195701.38
381,ITA,Italy,Europe,2016,62255436.5,81460641.63
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2016,10927848.28,9360495.931
388,JAM,Jamaica,Latin America and the Caribbean,2016,350762.5014,4715723.46
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2016,65524012.97,114103524
398,KAZ,Kazakhstan,Central and Southern Asia,2016,31922433,138627158.2
400,JOR,Jordan,Northern Africa and Western Asia,2016,2515383.628,10479821.27
404,KEN,Kenya,Sub-Saharan Africa,2016,3989646.463,3982408.66
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2016,1924005.787,25337760.33
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2016,66172608.64,114572498.4
414,KWT,Kuwait,Northern Africa and Western Asia,2016,79885880.77,264558897.6
417,KGZ,Kyrgyzstan,Central and Southern Asia,2016,894074.084,1326755.754
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2016,2445774.591,4070875.559
422,LBN,Lebanon,Northern Africa and Western Asia,2016,1673513.309,1335098.204
426,LSO,Lesotho,Sub-Saharan Africa,2016,344255.692,106213.414
428,LVA,Latvia,Europe,2016,5232352.959,20868753.13
430,LBR,Liberia,Sub-Saharan Africa,2016,698447.853,2922867.387
434,LBY,Libya,Northern Africa and Western Asia,2016,15625735.77,41124999.37
440,LTU,Lithuania,Europe,2016,9118546.625,27918316.35
442,LUX,Luxembourg,Europe,2016,5079028.369,8659315.274
446,MAC,"China, Macao SAR",China,2016,118186.4249,179852.5532
450,MDG,Madagascar,Sub-Saharan Africa,2016,1932582.897,1102950.519
454,MWI,Malawi,Sub-Saharan Africa,2016,1022936.539,623247.6433
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2016,60529418,179072652.1
462,MDV,Maldives,Central and Southern Asia,2016,214838.303,200204.1108
466,MLI,Mali,Sub-Saharan Africa,2016,3382198.47,896646.0774
470,MLT,Malta,Europe,2016,1799797.974,5576226.827
473,,"Latin American Integration Association, nes",,2016,2418.155,126.22
478,MRT,Mauritania,Sub-Saharan Africa,2016,2799892.819,26596590.3
480,MUS,Mauritius,Sub-Saharan Africa,2016,1157337.708,1308875.611
484,MEX,Mexico,Latin America and the Caribbean,2016,54849829.97,128078633
