Exporter M.49,Exporter ISO3,Exporter,Exporter region,Year,Value (1000USD),Weight (1000kg)
490,,"Other Asia, nes",,2016,27494861.82,41649991.14
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2016,4625591.22,36078259.43
498,MDA,Moldova,Europe,2016,1014674.638,2971241.549
499,MNE,Montenegro,Europe,2016,272571.0847,1231814.054
500,MSR,Montserrat,Latin America and the Caribbean,2016,816.299,40724.089
504,MAR,Morocco,Northern Africa and Western Asia,2016,9781949.411,27316966.44
508,MOZ,Mozambique,Sub-Saharan Africa,2016,4353688.341,19293422.56
512,OMN,Oman,Northern Africa and Western Asia,2016,28107702.54,88570205.41
516,NAM,Namibia,Sub-Saharan Africa,2016,4566383.527,2334734.654
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2016,16568.675,99888.723
524,NPL,Nepal,Central and Southern Asia,2016,219868.9802,299316.6442
527,,"Oceania, nes",,2016,7969.562,202.984
528,NLD,Netherlands,Europe,2016,136246085.5,250240478.3
531,CUW,Curacao,Latin America and the Caribbean,2016,1441726.617,2999599.612
533,ABW,Aruba,Latin America and the Caribbean,2016,161040.1485,228150.1052
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2016,1674.822,3722.522
535,BES,Bonaire,Latin America and the Caribbean,2016,4675.953,60865.658
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2016,1297522.395,5996505.84
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2016,132803.642,56871.763
554,NZL,New Zealand,Australia and New Zealand,2016,24252841.96,34631651.57
558,NIC,Nicaragua,Latin America and the Caribbean,2016,2371101.193,1606260.454
562,NER,Niger,Sub-Saharan Africa,2016,826107.1847,899060.661
566,NGA,Nigeria,Sub-Saharan Africa,2016,36849208.57,98288915.28
568,,"Other Europe, nes",,2016,1857970.924,3996051.203
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2016,503.712,151.765
574,NFK,Norfolk Islands,Australia and New Zealand,2016,601.743,353.299
577,,"Other Africa, nes",,2016,230.776,69.288
579,NOR,Norway,Europe,2016,71137113,221717691.9
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2016,708.64,1681.234
581,UMI,United States Minor Outlying Islands,,2016,2042.598,601.319
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2016,60650.208,39235.552
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2016,122722.808,132445.52
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2016,13819.5341,3184.759337
586,PAK,Pakistan,Central and Southern Asia,2016,7495584.964,19204329.19
591,PAN,Panama,Latin America and the Caribbean,2016,1651285.463,2880799.429
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2016,8151139.261,14571913.59
600,PRY,Paraguay,Latin America and the Caribbean,2016,5971787.356,13779852.88
604,PER,Peru,Latin America and the Caribbean,2016,33260383.99,42087007.22
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2016,10346880.75,66190202.12
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2016,419.127,338.235
616,POL,Poland,Europe,2016,32709246.15,65705319.18
620,PRT,Portugal,Europe,2016,11881921.44,25165026.39
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2016,357741.962,346350.01
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2016,22197.77,23270.861
634,QAT,Qatar,Northern Africa and Western Asia,2016,54816401.82,165277373.7
637,,"North America and Central America, nes",,2016,13,1.057
642,ROU,Romania,Europe,2016,12473471.42,31504798.22
643,RUS,Russian Federation,Europe,2016,242322259.7,913592131.4
646,RWA,Rwanda,Sub-Saharan Africa,2016,644749.7923,420834.0461
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2016,5711.811,10204.877
654,SHN,Saint Helena,Sub-Saharan Africa,2016,21973.719,1258.332
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2016,2203.857054,1629.543247
660,AIA,Anguilla,Latin America and the Caribbean,2016,2244.976,3752.308
662,LCA,Saint Lucia,Latin America and the Caribbean,2016,118190.9779,335614.7451
666,SPM,Saint Pierre and Miquelon,Northern America,2016,3625.248,4977.021
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2016,69684.14627,151975.5397
674,SMR,San Marino,Europe,2016,11639.764,8200.143
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2016,20472.52841,9005.174964
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2016,216441452.8,694199130.2
686,SEN,Senegal,Sub-Saharan Africa,2016,2221316.008,6126463.221
688,SRB,Serbia,Europe,2016,4059671.247,9248061.288
690,SYC,Seychelles,Sub-Saharan Africa,2016,349738.4392,390844.3168
694,SLE,Sierra Leone,Sub-Saharan Africa,2016,611707.7717,5983913.523
699,IND,India,Central and Southern Asia,2016,105825046.2,199727749
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2016,51078462.09,101310013.6
703,SVK,Slovakia,Europe,2016,9759913.534,24641605.23
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2016,33568980.48,72766355.48
705,SVN,Slovenia,Europe,2016,4605886.561,10414084.45
706,SOM,Somalia,Sub-Saharan Africa,2016,621027.945,207404.58
710,ZAF,South Africa,Sub-Saharan Africa,2016,57924011.82,242581685.1
716,ZWE,Zimbabwe,Sub-Saharan Africa,2016,2775087.458,2110910.518
724,ESP,Spain,Europe,2016,70369539.27,105470147.9
728,SSD,South Sudan,Sub-Saharan Africa,2016,1474347.999,5381110.082
729,SDN,Sudan,Northern Africa and Western Asia,2016,3886459.347,2935218.262
732,ESH,Western Sahara,Northern Africa and Western Asia,2016,8545.067,4263.06
740,SUR,Suriname,Latin America and the Caribbean,2016,1333215.392,1057711.161
748,SWZ,Eswatini,Sub-Saharan Africa,2016,526525.2822,2021377.27
752,SWE,Sweden,Europe,2016,30465812.15,69899529.53
757,CHE,Switzerland,Europe,2016,91120908.23,23289922.66
760,SYR,Syria,Northern Africa and Western Asia,2016,624436.849,778598.339
762,TJK,Tajikistan,Central and Southern Asia,2016,710363.547,753995.299
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2016,48704170.67,83790852.37
768,TGO,Togo,Sub-Saharan Africa,2016,1059729.567,4040188.353
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2016,1450.116,1558.705
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2016,11692.565,8941.124
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2016,5212634.394,18112107.56
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2016,135536368.6,345725178.6
788,TUN,Tunisia,Northern Africa and Western Asia,2016,2959428.042,8354193.755
792,TUR,Turkey,Northern Africa and Western Asia,2016,39078344.44,75497277.64
795,TKM,Turkmenistan,Central and Southern Asia,2016,7367629.399,26586200.75
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2016,19901.938,26179.809
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2016,8749.083,5334.142
800,UGA,Uganda,Sub-Saharan Africa,2016,1945911.845,2003529.641
804,UKR,Ukraine,Europe,2016,29676647.29,148199871.4
807,MKD,North Macedonia,Europe,2016,1029751.917,1856221.944
818,EGY,Egypt,Northern Africa and Western Asia,2016,16343488.76,37058057.35
826,GBR,United Kingdom,Europe,2016,66811351.39,131634734
834,TZA,Tanzania,Sub-Saharan Africa,2016,5452628.657,2497083.174
837,,Bunkers,,2016,1583.576,2626.085
838,,Free Zones,,2016,2040256.638,3867519.398
839,,Special Categories,,2016,28492353.23,113157084.7
842,USA,United States,Northern America,2016,297445212.3,684044800.3
854,BFA,Burkina Faso,Sub-Saharan Africa,2016,1593032.815,1389758.407
858,URY,Uruguay,Latin America and the Caribbean,2016,7913430.277,18185142.07
860,UZB,Uzbekistan,Central and Southern Asia,2016,5904632.215,5640302.93
862,VEN,Venezuela,Latin America and the Caribbean,2016,28328277.27,116328828.8
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2016,37.32,51.1
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2016,41954.38793,35720.74671
887,YEM,Yemen,Northern Africa and Western Asia,2016,902186.311,602436.467
894,ZMB,Zambia,Sub-Saharan Africa,2016,8027017.539,3563078.53
899,,"Areas, nes",,2016,15220359.72,33599635.88
4,AFG,Afghanistan,Central and Southern Asia,2017,992433.566,1962099.371
8,ALB,Albania,Europe,2017,814361.5236,2954463.374
10,ATA,Antarctica,,2017,136.741,91.503
12,DZA,Algeria,Northern Africa and Western Asia,2017,38737186.16,96685173.48
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2017,16897.958,14679.353
20,AND,Andorra,Europe,2017,28291.14521,163766.9058
24,AGO,Angola,Sub-Saharan Africa,2017,38659601.67,84192088.19
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2017,56269.23699,97790.25614
31,AZE,Azerbaijan,Northern Africa and Western Asia,2017,16809129.69,42259520.81
32,ARG,Argentina,Latin America and the Caribbean,2017,43292194.45,99236479.25
36,AUS,Australia,Australia and New Zealand,2017,216499472.4,1432718882
40,AUT,Austria,Europe,2017,26452824.97,39203400.58
44,BHS,Bahamas,Latin America and the Caribbean,2017,489388.4396,3440202.317
48,BHR,Bahrain,Northern Africa and Western Asia,2017,12858329.71,24481118.91
50,BGD,Bangladesh,Central and Southern Asia,2017,1974194.176,1726784.398
51,ARM,Armenia,Northern Africa and Western Asia,2017,1612758.235,994637.7891
52,BRB,Barbados,Latin America and the Caribbean,2017,147249.4371,545160.8168
56,BEL,Belgium,Europe,2017,114005562.9,174768851.8
60,BMU,Bermuda,Northern America,2017,52465.28977,137109.7008
64,BTN,Bhutan,Central and Southern Asia,2017,162090.813,2441159.263
68,BOL,Bolivia,Latin America and the Caribbean,2017,7775255.108,15733950.77
70,BIH,Bosnia Herzegovina,Europe,2017,1923322.202,5825857.839
72,BWA,Botswana,Sub-Saharan Africa,2017,6242748.481,772878.9259
74,BVT,Bouvet Island,,2017,3.583,14.189
76,BRA,Brazil,Latin America and the Caribbean,2017,157331104,668879124.3
80,,British Antarctic Territories,,2017,,
84,BLZ,Belize,Latin America and the Caribbean,2017,286885.6374,770917.5295
86,IOT,British Indian Ocean Territory,,2017,4238.746,3701.671
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2017,680675.0897,3198751.856
92,VGB,British Virgin Islands,Latin America and the Caribbean,2017,53931.995,104115.454
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2017,5149046.244,12837203.57
100,BGR,Bulgaria,Europe,2017,12710996.39,22238095.11
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2017,11908126.74,33069073.05
108,BDI,Burundi,Sub-Saharan Africa,2017,170576.7218,70241.1378
112,BLR,Belarus,Europe,2017,16130944.33,57508821.23
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2017,2379020.336,4808957.865
120,CMR,Cameroon,Sub-Saharan Africa,2017,3920091.029,6761602.021
124,CAN,Canada,Northern America,2017,190432843.1,497279240.2
132,CPV,Cabo Verde,Sub-Saharan Africa,2017,37013.35755,30632.42709
136,CYM,Cayman Islands,Latin America and the Caribbean,2017,15719.438,28529.258
140,CAF,Central African Republic,Sub-Saharan Africa,2017,65228.28575,295522.1037
144,LKA,Sri Lanka,Central and Southern Asia,2017,3479948.893,2201298.319
148,TCD,Chad,Sub-Saharan Africa,2017,1295163.658,3051124.462
152,CHL,Chile,Latin America and the Caribbean,2017,60842490.82,55469055.2
156,CHN,China,China,2017,178618661.5,548777856.6
162,CXR,Christmas Islands,,2017,15848.555,137555.062
166,CCK,Cocos Islands,,2017,227.66,335.287
170,COL,Colombia,Latin America and the Caribbean,2017,34532782.37,158351257.5
174,COM,Comoros,Sub-Saharan Africa,2017,50149.92045,8466.830399
178,COG,"Congo, Republic",Sub-Saharan Africa,2017,6425729.385,12190453.34
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2017,7134650.679,2715501.419
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2017,31096.175,4769.485
188,CRI,Costa Rica,Latin America and the Caribbean,2017,5320725.86,7758650.111
191,HRV,Croatia,Europe,2017,3678993.195,12754415.66
192,CUB,Cuba,Latin America and the Caribbean,2017,1038930.885,1492579.993
196,CYP,Cyprus,Northern Africa and Western Asia,2017,1756526.935,4319554.25
203,CZE,Czech Republic,Europe,2017,15879394.03,42057861.51
204,BEN,Benin,Sub-Saharan Africa,2017,1043104.909,1213193.63
208,DNK,Denmark,Europe,2017,23763593.74,29462197.6
212,DMA,Dominica,Latin America and the Caribbean,2017,12055.263,33618.024
214,DOM,Dominican Republic,Latin America and the Caribbean,2017,3307387.185,3466458.699
218,ECU,Ecuador,Latin America and the Caribbean,2017,17591194.94,32531392.29
222,SLV,El Salvador,Latin America and the Caribbean,2017,1128454.507,1776890.945
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2017,4892645.631,12504872.91
231,ETH,Ethiopia,Sub-Saharan Africa,2017,2454636.036,1501984.272
232,ERI,Eritrea,Sub-Saharan Africa,2017,427115.005,307967.99
233,EST,Estonia,Europe,2017,4444458.99,13456881.42
234,FRO,Faeroe Islands,Europe,2017,1469653.669,531590.099
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2017,209030.439,68544.955
239,SGS,South Georgia and the South Sandwich Islands,,2017,219.961,155.944
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2017,644839.3673,1351657.064
246,FIN,Finland,Europe,2017,23186363.66,30373800.8
251,FRA,France,Europe,2017,84713564.84,136728725.4
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2017,137812.003,23665.628
260,ATF,French Southern Territories,,2017,8570.191,670.129
262,DJI,Djibouti,Sub-Saharan Africa,2017,104209.32,121995.963
266,GAB,Gabon,Sub-Saharan Africa,2017,5242618.465,13898887.34
268,GEO,Georgia,Northern Africa and Western Asia,2017,1603726.403,2179808.491
270,GMB,Gambia,Sub-Saharan Africa,2017,197764.5359,265209.0594
275,PSE,State of Palestine,Northern Africa and Western Asia,2017,486391.7903,664844.2926
276,DEU,Germany,Europe,2017,155147927.2,248133933.5
288,GHA,Ghana,Sub-Saharan Africa,2017,11380509.35,13395353.12
292,GIB,Gibraltar,Europe,2017,45760.493,100118.54
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2017,153313.003,82297.432
300,GRC,Greece,Europe,2017,18317234.18,36673922.16
304,GRL,Greenland,Northern America,2017,871302.9134,327733.2888
308,GRD,Grenada,Latin America and the Caribbean,2017,27640.383,11608.697
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2017,10483.12,29280.9
320,GTM,Guatemala,Latin America and the Caribbean,2017,6686405.267,12748032.07
324,GIN,Guinea,Sub-Saharan Africa,2017,5992907.902,42389453.65
328,GUY,Guyana,Latin America and the Caribbean,2017,1534098.93,4882356.833
332,HTI,Haiti,Latin America and the Caribbean,2017,56536.876,65316.821
334,HMD,Heard Island and McDonald Islands,,2017,0.071,0.045
336,VAT,Holy See,Europe,2017,1388.77,649.904
340,HND,Honduras,Latin America and the Caribbean,2017,3648206.665,4377951.73
344,HKG,"China, Hong Kong SAR",China,2017,63902130.84,9397835.564
348,HUN,Hungary,Europe,2017,12115173.89,25913137.52
352,ISL,Iceland,Europe,2017,4750327.158,2427170.099
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2017,103349914.5,519569381.4
364,IRN,Iran,Central and Southern Asia,2017,52836260.14,327684674.3
368,IRQ,Iraq,Northern Africa and Western Asia,2017,68817024.78,186308557.5
372,IRL,Ireland,Europe,2017,11797513.04,13666257.65
376,ISR,Israel,Northern Africa and Western Asia,2017,17977542.25,15513427.51
381,ITA,Italy,Europe,2017,72517084.04,79429571.29
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2017,11696846.86,9640174.588
388,JAM,Jamaica,Latin America and the Caribbean,2017,360528.4213,4956489.1
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2017,73581151.02,99370864.58
398,KAZ,Kazakhstan,Central and Southern Asia,2017,44870791.63,150227224
400,JOR,Jordan,Northern Africa and Western Asia,2017,2681597.969,12259644.13
404,KEN,Kenya,Sub-Saharan Africa,2017,4085817.289,3714322.766
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2017,1047690.23,7606980.859
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2017,80711703.91,142726952.7
414,KWT,Kuwait,Northern Africa and Western Asia,2017,97929785.2,249532908
417,KGZ,Kyrgyzstan,Central and Southern Asia,2017,1298788.905,1389667.138
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2017,2824404.48,6576691.279
422,LBN,Lebanon,Northern Africa and Western Asia,2017,1726672.699,1774151.833
426,LSO,Lesotho,Sub-Saharan Africa,2017,531840.3612,101722.793
428,LVA,Latvia,Europe,2017,5694093.598,21148897.2
430,LBR,Liberia,Sub-Saharan Africa,2017,730174.818,2549438.33
434,LBY,Libya,Northern Africa and Western Asia,2017,19120062.97,43840966.15
440,LTU,Lithuania,Europe,2017,10700401.64,26660159.88
442,LUX,Luxembourg,Europe,2017,5551095.233,8345806.14
446,MAC,"China, Macao SAR",China,2017,162909.646,3086398.233
450,MDG,Madagascar,Sub-Saharan Africa,2017,2422923.622,1203393.544
454,MWI,Malawi,Sub-Saharan Africa,2017,899699.9221,646327.7326
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2017,73972248.22,164436173
462,MDV,Maldives,Central and Southern Asia,2017,336405.9448,362717.865
466,MLI,Mali,Sub-Saharan Africa,2017,2293907.895,980843.7462
470,MLT,Malta,Europe,2017,2121709.84,5102099.793
473,,"Latin American Integration Association, nes",,2017,4819.378,1100.395
478,MRT,Mauritania,Sub-Saharan Africa,2017,3037719.302,20519821.22
480,MUS,Mauritius,Sub-Saharan Africa,2017,1015809.199,1027159.937
484,MEX,Mexico,Latin America and the Caribbean,2017,63442312.96,130907792.2
490,,"Other Asia, nes",,2017,31496300.53,37312298.07
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2017,6206409.289,43929178.54
498,MDA,Moldova,Europe,2017,1333204.002,3854951.952
499,MNE,Montenegro,Europe,2017,344454.3005,2447179.674
500,MSR,Montserrat,Latin America and the Caribbean,2017,1315.355,50672.755
504,MAR,Morocco,Northern Africa and Western Asia,2017,10732744.53,33170881.71
508,MOZ,Mozambique,Sub-Saharan Africa,2017,7179897.561,33101405.89
512,OMN,Oman,Northern Africa and Western Asia,2017,46835358.57,156906121.4
516,NAM,Namibia,Sub-Saharan Africa,2017,5122253.86,2338733.617
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2017,20759.361,174720.808
524,NPL,Nepal,Central and Southern Asia,2017,245047.438,310669.6162
527,,"Oceania, nes",,2017,670.889,273.428
528,NLD,Netherlands,Europe,2017,158962898.9,257297196.9
531,CUW,Curacao,Latin America and the Caribbean,2017,1145769.057,924398.81
533,ABW,Aruba,Latin America and the Caribbean,2017,147644.695,161322.785
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2017,1862.755,3220.128
535,BES,Bonaire,Latin America and the Caribbean,2017,13467.528,137087.418
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2017,1588767.308,4718086.392
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2017,151872.485,68700.319
554,NZL,New Zealand,Australia and New Zealand,2017,27409526.98,32041609.05
558,NIC,Nicaragua,Latin America and the Caribbean,2017,2721134.8,1861978.447
562,NER,Niger,Sub-Saharan Africa,2017,1373666.225,1559344.009
566,NGA,Nigeria,Sub-Saharan Africa,2017,47816540.03,120588677.8
568,,"Other Europe, nes",,2017,2100390.587,4114873.996
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2017,192.12,89.166
574,NFK,Norfolk Islands,Australia and New Zealand,2017,897.253,2395.076
577,,"Other Africa, nes",,2017,937.704,2179.724
579,NOR,Norway,Europe,2017,87173363.51,238211928.3
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2017,1642.072,4407.475
581,UMI,United States Minor Outlying Islands,,2017,3565.277,948.049
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2017,95023.457,50656.699
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2017,110242.386,222164.663
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2017,15768.65828,5985.601005
586,PAK,Pakistan,Central and Southern Asia,2017,7814033.602,31768022.8
591,PAN,Panama,Latin America and the Caribbean,2017,2263247.947,3204955.266
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2017,10032218.78,16569676.07
600,PRY,Paraguay,Latin America and the Caribbean,2017,5970129.653,13452183.69
604,PER,Peru,Latin America and the Caribbean,2017,41168517.11,45190739.69
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2017,13284741.55,65384221.92
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2017,314.282,239.484
616,POL,Poland,Europe,2017,38137401.26,64154382.95
620,PRT,Portugal,Europe,2017,13954062.31,205086954.9
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2017,341996.926,173151.181
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2017,97053.3256,200603.3431
634,QAT,Qatar,Northern Africa and Western Asia,2017,63848422.37,159236653.7
637,,"North America and Central America, nes",,2017,1.327,0.672
642,ROU,Romania,Europe,2017,13977820.57,32009970.02
643,RUS,Russian Federation,Europe,2017,304690828.2,953545423.3
646,RWA,Rwanda,Sub-Saharan Africa,2017,1090892.081,514761.4229
652,BLM,Saint-Barthelemy,Latin America and the Caribbean,2017,13777.857,43632.194
654,SHN,Saint Helena,Sub-Saharan Africa,2017,21607.429,6285.269
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2017,2355.034508,5065.88348
660,AIA,Anguilla,Latin America and the Caribbean,2017,1048.88,1333.573
662,LCA,Saint Lucia,Latin America and the Caribbean,2017,34407.84601,178557.2548
666,SPM,Saint Pierre and Miquelon,Northern America,2017,2613.737,1264.814
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2017,118942.5839,257976.7503
674,SMR,San Marino,Europe,2017,10849.005,6205.513
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2017,13389.64517,11647.90999
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2017,167409708.6,413607166
686,SEN,Senegal,Sub-Saharan Africa,2017,2573038.623,6737919.839
688,SRB,Serbia,Europe,2017,5006823.75,9492728.253
690,SYC,Seychelles,Sub-Saharan Africa,2017,291682.8065,193463.9027
694,SLE,Sierra Leone,Sub-Saharan Africa,2017,778143.7726,9171406.753
699,IND,India,Central and Southern Asia,2017,131077580.6,236216696.1
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2017,62649186.95,93942298.52
703,SVK,Slovakia,Europe,2017,11689706.39,25619076.2
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2017,40517832.29,257252494.1
705,SVN,Slovenia,Europe,2017,5397164.851,10911317.83
706,SOM,Somalia,Sub-Saharan Africa,2017,414411.782,121745.085
710,ZAF,South Africa,Sub-Saharan Africa,2017,69558036.69,269652334.9
716,ZWE,Zimbabwe,Sub-Saharan Africa,2017,3247655.17,2644020.974
724,ESP,Spain,Europe,2017,83435274.34,115630107.8
728,SSD,South Sudan,Sub-Saharan Africa,2017,1335495.71,3716151.713
729,SDN,Sudan,Northern Africa and Western Asia,2017,5053915.414,4561689.732
732,ESH,Western Sahara,Northern Africa and Western Asia,2017,143.754,4362.931
740,SUR,Suriname,Latin America and the Caribbean,2017,2148512.583,1254766.332
748,SWZ,Eswatini,Sub-Saharan Africa,2017,535787.574,1964845.824
752,SWE,Sweden,Europe,2017,35913284.11,72929696.94
757,CHE,Switzerland,Europe,2017,86449831.49,56505197.85
760,SYR,Syria,Northern Africa and Western Asia,2017,571673.253,638081.463
762,TJK,Tajikistan,Central and Southern Asia,2017,962460.534,867687.372
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2017,53695494.36,142095076.6
768,TGO,Togo,Sub-Saharan Africa,2017,1864627.772,5702305.619
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2017,53866.746,111004.237
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2017,13695.989,11055.721
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2017,5924894.351,18029158.94
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2017,185824739.2,446632557.6
788,TUN,Tunisia,Northern Africa and Western Asia,2017,3058293.839,7675178.021
792,TUR,Turkey,Northern Africa and Western Asia,2017,41597303.49,81999940.17
795,TKM,Turkmenistan,Central and Southern Asia,2017,7691722.865,27089447.47
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2017,4727.262,3856.92
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2017,7620.068,3435.825
800,UGA,Uganda,Sub-Saharan Africa,2017,2393490.889,2399295.012
804,UKR,Ukraine,Europe,2017,35501027.39,152030754.2
807,MKD,North Macedonia,Europe,2017,1172589.439,2029498.806
818,EGY,Egypt,Northern Africa and Western Asia,2017,19205311.99,47875428.92
826,GBR,United Kingdom,Europe,2017,84190647.17,171048555.3
834,TZA,Tanzania,Sub-Saharan Africa,2017,5019394.486,2610854.572
837,,Bunkers,,2017,370.144,675.875
838,,Free Zones,,2017,2421160.693,5115577.417
839,,Special Categories,,2017,29522902.58,104870657.5
842,USA,United States,Northern America,2017,355917519.4,817244805.8
854,BFA,Burkina Faso,Sub-Saharan Africa,2017,2256253.828,1441012.353
858,URY,Uruguay,Latin America and the Caribbean,2017,9061629.248,20725065.81
860,UZB,Uzbekistan,Central and Southern Asia,2017,8602216.31,10428884.3
862,VEN,Venezuela,Latin America and the Caribbean,2017,29901320.41,96950824.84
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2017,109.063,333.134
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2017,38120.3287,36648.21938
887,YEM,Yemen,Northern Africa and Western Asia,2017,2055684.506,2348715.356
894,ZMB,Zambia,Sub-Saharan Africa,2017,10231052.8,3780223.027
899,,"Areas, nes",,2017,16570434.48,30600493.39
4,AFG,Afghanistan,Central and Southern Asia,2018,1160941.513,2949043.832
8,ALB,Albania,Europe,2018,806191.9077,2547427.992
10,ATA,Antarctica,,2018,135.641,109.6
12,DZA,Algeria,Northern Africa and Western Asia,2018,39647526.88,83134533.48
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2018,49082.608,72638.766
20,AND,Andorra,Europe,2018,6374.097644,82222.66149
24,AGO,Angola,Sub-Saharan Africa,2018,45402162.33,77061927.17
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2018,49260.08216,94361.41846
31,AZE,Azerbaijan,Northern Africa and Western Asia,2018,21170385.64,41202579.88
32,ARG,Argentina,Latin America and the Caribbean,2018,43220267.9,88734374.61
36,AUS,Australia,Australia and New Zealand,2018,211266563.5,1426536978
40,AUT,Austria,Europe,2018,29680927.14,38223897.48
44,BHS,Bahamas,Latin America and the Caribbean,2018,540955.1353,4036635.359
48,BHR,Bahrain,Northern Africa and Western Asia,2018,16875562.45,29122500.39
50,BGD,Bangladesh,Central and Southern Asia,2018,1800291.081,1560197.511
51,ARM,Armenia,Northern Africa and Western Asia,2018,1863105.026,1077233.034
52,BRB,Barbados,Latin America and the Caribbean,2018,119062.6626,429965.2705
56,BEL,Belgium,Europe,2018,127341637,171785864.5
60,BMU,Bermuda,Northern America,2018,98109.20233,210422.3316
64,BTN,Bhutan,Central and Southern Asia,2018,224650.135,2778028.388
