Exporter M.49,Exporter ISO3,Exporter,Exporter region,Year,Value (1000USD),Weight (1000kg)
484,MEX,Mexico,Latin America and the Caribbean,2011,98130608.49,123602973
490,,"Other Asia, nes",,2011,43743982.73,39013076.08
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2011,4305977.675,27611890.89
498,MDA,Moldova,Europe,2011,1146361.818,2074214.991
499,MNE,Montenegro,Europe,2011,465334.0655,767106.0209
500,MSR,Montserrat,Latin America and the Caribbean,2011,858.911,3263.737
504,MAR,Morocco,Northern Africa and Western Asia,2011,11256117.43,23671341.51
508,MOZ,Mozambique,Sub-Saharan Africa,2011,5222823.779,7092319.712
512,OMN,Oman,Northern Africa and Western Asia,2011,41921961.93,67092492.42
516,NAM,Namibia,Sub-Saharan Africa,2011,4819181.352,2744790.558
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2011,73264.073,383715.812
524,NPL,Nepal,Central and Southern Asia,2011,315450.9028,774222.3952
527,,"Oceania, nes",,2011,13688.213,215.322
528,NLD,Netherlands,Europe,2011,206330659.1,228743035
530,ANT,Netherlands Antilles,,2011,39146.226,71725.54
531,CUW,Curacao,Latin America and the Caribbean,2011,3341455.158,3814660.896
533,ABW,Aruba,Latin America and the Caribbean,2011,4489479.663,5921275.901
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2011,3719.135,870.28
535,BES,Bonaire,Latin America and the Caribbean,2011,2.242,0.165
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2011,1770118.81,6867646.345
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2011,259693.0715,154684.3961
554,NZL,New Zealand,Australia and New Zealand,2011,31591757.05,27929232.08
558,NIC,Nicaragua,Latin America and the Caribbean,2011,2414425.179,1556334.678
562,NER,Niger,Sub-Saharan Africa,2011,587708.1605,468001.9797
566,NGA,Nigeria,Sub-Saharan Africa,2011,130925111.4,138469319.1
568,,"Other Europe, nes",,2011,4973088.603,5311465.474
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2011,2311.499,11060.188
574,NFK,Norfolk Islands,Australia and New Zealand,2011,2113.219,2957.734
577,,"Other Africa, nes",,2011,31519.231,26714.312
579,NOR,Norway,Europe,2011,133738638.3,209205631.2
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2011,460.65,524.437
581,UMI,United States Minor Outlying Islands,,2011,3050.628,613.948
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2011,85516.58,45325.943
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2011,149097.711,88490.746
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2011,18917.363,3161.865
586,PAK,Pakistan,Central and Southern Asia,2011,11369020.12,25685288.76
591,PAN,Panama,Latin America and the Caribbean,2011,3281681.918,3794392.514
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2011,7390715.286,17497758.8
600,PRY,Paraguay,Latin America and the Caribbean,2011,5302180.162,10403181.36
604,PER,Peru,Latin America and the Caribbean,2011,42434510.89,32463359.43
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2011,13031191.46,38117319.61
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2011,422.5,251.042
616,POL,Poland,Europe,2011,40044242.4,48624242.63
620,PRT,Portugal,Europe,2011,14541214.57,20999477.63
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2011,376504.125,282903.134
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2011,115195.356,106291.718
634,QAT,Qatar,Northern Africa and Western Asia,2011,115863468.9,163182803.6
637,,"North America and Central America, nes",,2011,614.901,109.582
642,ROU,Romania,Europe,2011,16456167.39,26131952.52
643,RUS,Russian Federation,Europe,2011,519865601.6,963637684.2
646,RWA,Rwanda,Sub-Saharan Africa,2011,479782.4783,210234.8183
654,SHN,Saint Helena,Sub-Saharan Africa,2011,13638.051,1487.658
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2011,2683.498866,2883.880444
660,AIA,Anguilla,Latin America and the Caribbean,2011,7485.467,20258.218
662,LCA,Saint Lucia,Latin America and the Caribbean,2011,204345.5803,311948.5357
666,SPM,Saint Pierre and Miquelon,Northern America,2011,4120.07,1033.194
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2011,27667.63533,74390.14143
674,SMR,San Marino,Europe,2011,8245.255,2007.366
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2011,12400.05704,7667.900936
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2011,526021969.8,666324741.7
686,SEN,Senegal,Sub-Saharan Africa,2011,2229358.963,4377745.664
688,SRB,Serbia,Europe,2011,5201422.332,7692482.646
690,SYC,Seychelles,Sub-Saharan Africa,2011,320611.7671,268510.2624
694,SLE,Sierra Leone,Sub-Saharan Africa,2011,240991.334,1663113.76
699,IND,India,Central and Southern Asia,2011,142730044,194525530.4
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2011,81683301.24,79112942.62
703,SVK,Slovakia,Europe,2011,15296660.73,21738561.44
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2011,36257900.1,68858642.51
705,SVN,Slovenia,Europe,2011,5202323.872,7134436.976
706,SOM,Somalia,Sub-Saharan Africa,2011,387551.463,429287.105
710,ZAF,South Africa,Sub-Saharan Africa,2011,75931257.5,171841226.6
716,ZWE,Zimbabwe,Sub-Saharan Africa,2011,2890938.818,1916941.273
724,ESP,Spain,Europe,2011,86550846.04,87012582.23
729,SDN,Sudan,Northern Africa and Western Asia,2011,31949.829,12239.374
732,ESH,Western Sahara,Northern Africa and Western Asia,2011,80.68,8.186
736,SDN,Former Sudan,,2011,12908054.86,14510135.59
740,SUR,Suriname,Latin America and the Caribbean,2011,667628.6707,708229.9841
748,SWZ,Eswatini,Sub-Saharan Africa,2011,646194.4806,1468250.839
752,SWE,Sweden,Europe,2011,45388705.07,64153046.3
757,CHE,Switzerland,Europe,2011,81401458.49,19213676.14
760,SYR,Syria,Northern Africa and Western Asia,2011,6649621.365,10662845.8
762,TJK,Tajikistan,Central and Southern Asia,2011,978065.391,586749.003
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2011,65213205.3,80096595.98
768,TGO,Togo,Sub-Saharan Africa,2011,1338078.19,4140191.971
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2011,26429.486,22186.07
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2011,17252.49034,13599.63261
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2011,13700689.84,25669969.63
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2011,163746204.9,204091176.9
788,TUN,Tunisia,Northern Africa and Western Asia,2011,5657601.625,8947881.608
792,TUR,Turkey,Northern Africa and Western Asia,2011,40427597.88,72205581.62
795,TKM,Turkmenistan,Central and Southern Asia,2011,7138811.305,13859566.47
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2011,12825.33147,14087.07087
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2011,11837.698,5513.034
800,UGA,Uganda,Sub-Saharan Africa,2011,1850224.786,1803823.332
804,UKR,Ukraine,Europe,2011,49704476.05,148961453.7
807,MKD,North Macedonia,Europe,2011,1886247.534,2517648.23
818,EGY,Egypt,Northern Africa and Western Asia,2011,26862632.58,43631913.77
826,GBR,United Kingdom,Europe,2011,125378659.8,138386597.4
834,TZA,Tanzania,Sub-Saharan Africa,2011,3643760.219,2134868.07
837,,Bunkers,,2011,120091.122,155185.599
838,,Free Zones,,2011,526016.376,901044.523
839,,Special Categories,,2011,57311477.3,112056764.7
842,USA,United States,Northern America,2011,388389057.3,659689984.8
854,BFA,Burkina Faso,Sub-Saharan Africa,2011,890085.1206,714084.7092
858,URY,Uruguay,Latin America and the Caribbean,2011,7631249.545,12705212.15
860,UZB,Uzbekistan,Central and Southern Asia,2011,5097942.38,6448809.798
862,VEN,Venezuela,Latin America and the Caribbean,2011,139262733.8,200328764.5
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2011,21.494,14.226
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2011,31395.66969,27274.48534
887,YEM,Yemen,Northern Africa and Western Asia,2011,8581179.636,15194703.81
894,ZMB,Zambia,Sub-Saharan Africa,2011,12002381.06,3605425.325
899,,"Areas, nes",,2011,27004942.76,101829058.7
4,AFG,Afghanistan,Central and Southern Asia,2012,606762.0926,1010435.726
8,ALB,Albania,Europe,2012,1156238.529,3317580.04
10,ATA,Antarctica,,2012,68210.595,94108.664
12,DZA,Algeria,Northern Africa and Western Asia,2012,72993551.09,98788516.51
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2012,54456.846,66667.257
20,AND,Andorra,Europe,2012,76424.30644,167189.2695
24,AGO,Angola,Sub-Saharan Africa,2012,73646194.29,95693269.35
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2012,154188.4648,212990.1754
31,AZE,Azerbaijan,Northern Africa and Western Asia,2012,28549170.95,35501894.77
32,ARG,Argentina,Latin America and the Caribbean,2012,55480389.17,92522984.38
36,AUS,Australia,Australia and New Zealand,2012,220652157.1,997187883.3
40,AUT,Austria,Europe,2012,32109931.78,38312312.39
44,BHS,Bahamas,Latin America and the Caribbean,2012,2166251.047,4866119.303
48,BHR,Bahrain,Northern Africa and Western Asia,2012,20885922.27,25443470.8
50,BGD,Bangladesh,Central and Southern Asia,2012,2712810.356,2650522.991
51,ARM,Armenia,Northern Africa and Western Asia,2012,878916.7925,633417.1031
52,BRB,Barbados,Latin America and the Caribbean,2012,281028.4775,361184.9123
56,BEL,Belgium,Europe,2012,136314004.7,151008527.5
60,BMU,Bermuda,Northern America,2012,86658.725,71982.296
64,BTN,Bhutan,Central and Southern Asia,2012,279429.295,2351463.022
68,BOL,Bolivia,Latin America and the Caribbean,2012,10373257.57,15144455.79
70,BIH,Bosnia Herzegovina,Europe,2012,2121934.469,6417337.615
72,BWA,Botswana,Sub-Saharan Africa,2012,5940921.915,877752.4839
74,BVT,Bouvet Island,,2012,558.796,47.109
76,BRA,Brazil,Latin America and the Caribbean,2012,178180273.5,517400501.2
84,BLZ,Belize,Latin America and the Caribbean,2012,477953.1819,855639.2773
86,IOT,British Indian Ocean Territory,,2012,3820.603,2057.165
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),2012,665481.2931,1993591.129
92,VGB,British Virgin Islands,Latin America and the Caribbean,2012,120560.121,95816.484
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),2012,12710009.36,18079682.5
100,BGR,Bulgaria,Europe,2012,13626798.92,17270630.92
104,MMR,Myanmar,Eastern and South-Eastern Asia (excl. China),2012,7552237.412,31134997.25
108,BDI,Burundi,Sub-Saharan Africa,2012,359690.4459,69892.51854
112,BLR,Belarus,Europe,2012,22612401.67,35607713.2
116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),2012,939546.6986,2739417.527
120,CMR,Cameroon,Sub-Saharan Africa,2012,4722888.45,5487569.835
124,CAN,Canada,Northern America,2012,234412892.3,392401397.5
132,CPV,Cabo Verde,Sub-Saharan Africa,2012,224466.5593,214678.4605
136,CYM,Cayman Islands,Latin America and the Caribbean,2012,18721.784,19254.523
140,CAF,Central African Republic,Sub-Saharan Africa,2012,113185.0845,172479.0087
144,LKA,Sri Lanka,Central and Southern Asia,2012,3299449.116,1874134.719
148,TCD,Chad,Sub-Saharan Africa,2012,3311122.862,4047672.095
152,CHL,Chile,Latin America and the Caribbean,2012,69404931.41,46304488.67
156,CHN,China,China,2012,177919336.3,304770186.4
162,CXR,Christmas Islands,,2012,34928.759,206535.521
166,CCK,Cocos Islands,,2012,153.91,107.45
170,COL,Colombia,Latin America and the Caribbean,2012,55660149.13,145757077.8
174,COM,Comoros,Sub-Saharan Africa,2012,33077.55101,7274.154299
175,MYT,Mayotte,Sub-Saharan Africa,2012,18246.033,6635.961
178,COG,"Congo, Republic",Sub-Saharan Africa,2012,9034119.613,11650146.79
180,COD,"Congo, Democratic Republic",Sub-Saharan Africa,2012,6644591.156,2350627.518
184,COK,Cook Islands,Oceania (excl. Australia and New Zealand),2012,23910.92,6738.418
188,CRI,Costa Rica,Latin America and the Caribbean,2012,5038094.864,6769168.774
191,HRV,Croatia,Europe,2012,4417443.875,10141631.78
192,CUB,Cuba,Latin America and the Caribbean,2012,1408004.356,1720971.724
196,CYP,Cyprus,Northern Africa and Western Asia,2012,3665096.771,4438598.987
203,CZE,Czech Republic,Europe,2012,18809302.69,40872140.57
204,BEN,Benin,Sub-Saharan Africa,2012,1070897.572,1243500.421
208,DNK,Denmark,Europe,2012,30113966.44,28076691.51
212,DMA,Dominica,Latin America and the Caribbean,2012,39553.24024,285054.0236
214,DOM,Dominican Republic,Latin America and the Caribbean,2012,2978252.383,4958486.789
218,ECU,Ecuador,Latin America and the Caribbean,2012,22390961.14,27463916.24
222,SLV,El Salvador,Latin America and the Caribbean,2012,1294449.452,1387021.871
226,GNQ,Equatorial Guinea,Sub-Saharan Africa,2012,14962023.72,17608537.79
231,ETH,Ethiopia,Sub-Saharan Africa,2012,2040648.966,996331.3046
232,ERI,Eritrea,Sub-Saharan Africa,2012,583923.577,58228.899
233,EST,Estonia,Europe,2012,5807185.468,12257972.8
234,FRO,Faeroe Islands,Europe,2012,964856.487,325958.338
238,FLK,Falkland Islands (Malvinas),Latin America and the Caribbean,2012,203251.43,74170.035
239,SGS,South Georgia and the South Sandwich Islands,,2012,110.076,53.932
242,FJI,Fiji,Oceania (excl. Australia and New Zealand),2012,611267.1687,889105.1466
246,FIN,Finland,Europe,2012,25725005.58,25296884.22
251,FRA,France,Europe,2012,107803581,138119116.6
258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),2012,189839.9074,24682.0103
260,ATF,French Southern Territories,,2012,5003.486,667.967
262,DJI,Djibouti,Sub-Saharan Africa,2012,85094.903,82724.354
266,GAB,Gabon,Sub-Saharan Africa,2012,10553215.67,14534327.91
268,GEO,Georgia,Northern Africa and Western Asia,2012,1852439.579,3381302.755
270,GMB,Gambia,Sub-Saharan Africa,2012,139181.2157,269783.4858
275,PSE,State of Palestine,Northern Africa and Western Asia,2012,383436.6054,535818.0424
276,DEU,Germany,Europe,2012,184080638.2,225497553.3
288,GHA,Ghana,Sub-Saharan Africa,2012,11069040.32,10325294.39
292,GIB,Gibraltar,Europe,2012,362421.377,409077.251
296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),2012,64197.68776,28844.70344
300,GRC,Greece,Europe,2012,21466119.69,28028174.02
304,GRL,Greenland,Northern America,2012,566075.2592,283684.5083
308,GRD,Grenada,Latin America and the Caribbean,2012,33924.86,17389.378
316,GUM,Guam,Oceania (excl. Australia and New Zealand),2012,97232.531,99817.245
320,GTM,Guatemala,Latin America and the Caribbean,2012,6883895.699,7640114.973
324,GIN,Guinea,Sub-Saharan Africa,2012,1932628.696,18839679.9
328,GUY,Guyana,Latin America and the Caribbean,2012,1612977.383,3474422.947
332,HTI,Haiti,Latin America and the Caribbean,2012,100686.597,121036.795
334,HMD,Heard Island and McDonald Islands,,2012,2845.485,2870.732
336,VAT,Holy See,Europe,2012,2278.512,170.156
340,HND,Honduras,Latin America and the Caribbean,2012,3725309.519,4723915.148
344,HKG,"China, Hong Kong SAR",China,2012,74646011.2,12632016.36
348,HUN,Hungary,Europe,2012,14399418.9,22341622.2
352,ISL,Iceland,Europe,2012,4821602.848,2301165.568
360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),2012,133425367.3,589967957
364,IRN,Iran,Central and Southern Asia,2012,68308980.25,104343154
368,IRQ,Iraq,Northern Africa and Western Asia,2012,188851915.1,242420667.5
372,IRL,Ireland,Europe,2012,12025062.09,11617149.62
376,ISR,Israel,Northern Africa and Western Asia,2012,26074071.98,15743692.6
381,ITA,Italy,Europe,2012,94391183.24,82235190.85
384,CIV,Cote d'Ivoire,Sub-Saharan Africa,2012,10916392.97,8233829.727
388,JAM,Jamaica,Latin America and the Caribbean,2012,628035.5435,5983236.44
392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),2012,89560477.05,104942511.9
398,KAZ,Kazakhstan,Central and Southern Asia,2012,81006365.05,160976535.7
400,JOR,Jordan,Northern Africa and Western Asia,2012,3904300.603,10875315.99
404,KEN,Kenya,Sub-Saharan Africa,2012,3677658.879,2325047.678
408,PRK,"Korea, Democratic People’s Republic",Eastern and South-Eastern Asia (excl. China),2012,2157041.522,15808056.05
410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),2012,108436962.1,107280608.9
414,KWT,Kuwait,Northern Africa and Western Asia,2012,109658696.1,134905601.5
417,KGZ,Kyrgyzstan,Central and Southern Asia,2012,1014914.066,1323628.913
418,LAO,Lao PDR,Eastern and South-Eastern Asia (excl. China),2012,2142678.601,2139236.933
422,LBN,Lebanon,Northern Africa and Western Asia,2012,2815866.11,1940150.817
426,LSO,Lesotho,Sub-Saharan Africa,2012,144750.9633,197705.9715
428,LVA,Latvia,Europe,2012,6504928.511,17737992.98
430,LBR,Liberia,Sub-Saharan Africa,2012,996877.921,2798722.243
434,LBY,Libya,Northern Africa and Western Asia,2012,59153328.04,68180682.94
440,LTU,Lithuania,Europe,2012,14227435.36,21373895.09
442,LUX,Luxembourg,Europe,2012,6004586.46,7403227.072
446,MAC,"China, Macao SAR",China,2012,284076.828,449061.4693
450,MDG,Madagascar,Sub-Saharan Africa,2012,1133278.76,1079258.905
454,MWI,Malawi,Sub-Saharan Africa,2012,1215087.959,762710.0133
458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),2012,96936484.02,139479010.5
462,MDV,Maldives,Central and Southern Asia,2012,173057.7418,57471.36023
466,MLI,Mali,Sub-Saharan Africa,2012,3455008.114,932345.6852
470,MLT,Malta,Europe,2012,3553784.703,4584134.658
473,,"Latin American Integration Association, nes",,2012,4250.903,1167.911
478,MRT,Mauritania,Sub-Saharan Africa,2012,3037400.562,14858653.96
480,MUS,Mauritius,Sub-Saharan Africa,2012,726146.0193,850142.7034
484,MEX,Mexico,Latin America and the Caribbean,2012,95747500.91,119259008.4
490,,"Other Asia, nes",,2012,42992822.12,41024726.81
496,MNG,Mongolia,Eastern and South-Eastern Asia (excl. China),2012,4407108.367,30434325.25
498,MDA,Moldova,Europe,2012,1047702.341,1760104.886
499,MNE,Montenegro,Europe,2012,437464.5923,571270.1463
500,MSR,Montserrat,Latin America and the Caribbean,2012,1837.839816,38955.92618
504,MAR,Morocco,Northern Africa and Western Asia,2012,11568588.95,24897565.49
508,MOZ,Mozambique,Sub-Saharan Africa,2012,5509427.787,11066280.11
512,OMN,Oman,Northern Africa and Western Asia,2012,47369686.81,66793629.17
516,NAM,Namibia,Sub-Saharan Africa,2012,4496281.653,2498168.53
520,NRU,Nauru,Oceania (excl. Australia and New Zealand),2012,95995.128,455921.004
524,NPL,Nepal,Central and Southern Asia,2012,282962.276,1231622.396
527,,"Oceania, nes",,2012,7833.748,1195.31
528,NLD,Netherlands,Europe,2012,202691101,235475726.9
531,CUW,Curacao,Latin America and the Caribbean,2012,4034980.078,3945994.924
533,ABW,Aruba,Latin America and the Caribbean,2012,1040349.561,1810760.702
534,SXM,Sint Maarten (Dutch part),Latin America and the Caribbean,2012,4944.703,1067.176
540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),2012,1371401.576,6466219.704
548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),2012,252631.352,107234.21
554,NZL,New Zealand,Australia and New Zealand,2012,27241190.58,28238304.01
558,NIC,Nicaragua,Latin America and the Caribbean,2012,2980675.447,1862028.612
562,NER,Niger,Sub-Saharan Africa,2012,660557.0995,725715.1585
566,NGA,Nigeria,Sub-Saharan Africa,2012,123631193.1,127149082.3
568,,"Other Europe, nes",,2012,5910433.154,6608233.658
570,NIU,Niue,Oceania (excl. Australia and New Zealand),2012,1660.216,2659.106
574,NFK,Norfolk Islands,Australia and New Zealand,2012,958.846,647.808
577,,"Other Africa, nes",,2012,2912.115,2738.146
579,NOR,Norway,Europe,2012,132841778.2,206216951.7
580,MNP,Northern Mariana Islands,Oceania (excl. Australia and New Zealand),2012,751.856,1814.272
581,UMI,United States Minor Outlying Islands,,2012,4568.09,891.569
583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),2012,124553.794,53260.822
584,MHL,Marshall Islands,Oceania (excl. Australia and New Zealand),2012,172203.47,140647.461
585,PLW,Palau,Oceania (excl. Australia and New Zealand),2012,15755.04526,4376.066536
586,PAK,Pakistan,Central and Southern Asia,2012,10075815.83,23028937.51
591,PAN,Panama,Latin America and the Caribbean,2012,2522213.06,2346803.322
598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),2012,7393131.609,6287834.338
600,PRY,Paraguay,Latin America and the Caribbean,2012,4750917.124,9083867.771
604,PER,Peru,Latin America and the Caribbean,2012,41891018.54,34619450.86
608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),2012,11042579.16,52951061.1
612,PCN,Pitcairn,Oceania (excl. Australia and New Zealand),2012,311.464,78.416
616,POL,Poland,Europe,2012,39943811.28,52494322.96
620,PRT,Portugal,Europe,2012,14780900.73,21442188.4
624,GNB,Guinea-Bissau,Sub-Saharan Africa,2012,179380.303,160614.704
626,TLS,Timor-Leste,Eastern and South-Eastern Asia (excl. China),2012,651376.423,680611.369
634,QAT,Qatar,Northern Africa and Western Asia,2012,110401296.4,140268880.9
637,,"North America and Central America, nes",,2012,1554.888,84.501
642,ROU,Romania,Europe,2012,15072489.4,24115507.93
643,RUS,Russian Federation,Europe,2012,460174911.5,789080636.5
646,RWA,Rwanda,Sub-Saharan Africa,2012,481092.6054,177395.1355
654,SHN,Saint Helena,Sub-Saharan Africa,2012,12756.273,2835.789
659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,2012,4669.026383,3431.653176
660,AIA,Anguilla,Latin America and the Caribbean,2012,1899.769,8558.477
662,LCA,Saint Lucia,Latin America and the Caribbean,2012,71270.95446,128742.904
666,SPM,Saint Pierre and Miquelon,Northern America,2012,4246.793,1661.597
670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,2012,33028.45672,68756.447
674,SMR,San Marino,Europe,2012,6614.584,2041.725
678,STP,Sao Tome and Principe,Sub-Saharan Africa,2012,8118.006366,4331.1978
682,SAU,Saudi Arabia,Northern Africa and Western Asia,2012,564450991.9,692545742.7
686,SEN,Senegal,Sub-Saharan Africa,2012,2270112.034,4731425.202
688,SRB,Serbia,Europe,2012,4228905.735,8048636.566
690,SYC,Seychelles,Sub-Saharan Africa,2012,369988.0768,489690.0087
694,SLE,Sierra Leone,Sub-Saharan Africa,2012,793639.843,4951048.129
699,IND,India,Central and Southern Asia,2012,140374722.1,173343301.8
702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),2012,85348990.05,86297479.95
703,SVK,Slovakia,Europe,2012,14839158.98,21827440
704,VNM,Vietnam,Eastern and South-Eastern Asia (excl. China),2012,38002338.34,74442809.35
705,SVN,Slovenia,Europe,2012,5250306.228,7555248.912
706,SOM,Somalia,Sub-Saharan Africa,2012,474246.312,446378.94
710,ZAF,South Africa,Sub-Saharan Africa,2012,75845206.43,219301153.4
716,ZWE,Zimbabwe,Sub-Saharan Africa,2012,3533461.014,2003883.341
724,ESP,Spain,Europe,2012,85781156.09,93152466.02
728,SSD,South Sudan,Sub-Saharan Africa,2012,644524.854,834945.679
729,SDN,Sudan,Northern Africa and Western Asia,2012,5435122.206,3233046.598
732,ESH,Western Sahara,Northern Africa and Western Asia,2012,551.817,81.917
740,SUR,Suriname,Latin America and the Caribbean,2012,2189741.594,748255.9744
748,SWZ,Eswatini,Sub-Saharan Africa,2012,847322.3079,2805515.342
752,SWE,Sweden,Europe,2012,45472832.21,66636966.57
757,CHE,Switzerland,Europe,2012,88676579.19,14599962.8
760,SYR,Syria,Northern Africa and Western Asia,2012,1252546.489,2723073.453
762,TJK,Tajikistan,Central and Southern Asia,2012,1086807.715,668173.8
764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),2012,61189317.71,77271344.06
768,TGO,Togo,Sub-Saharan Africa,2012,1524618.471,5253511.473
772,TKL,Tokelau,Oceania (excl. Australia and New Zealand),2012,23246.449,11569.298
776,TON,Tonga,Oceania (excl. Australia and New Zealand),2012,14047.56238,12389.80401
780,TTO,Trinidad and Tobago,Latin America and the Caribbean,2012,12539831.65,20119293.79
784,ARE,United Arab Emirates,Northern Africa and Western Asia,2012,247248007.6,307071752
788,TUN,Tunisia,Northern Africa and Western Asia,2012,6090163.8,9227554.734
792,TUR,Turkey,Northern Africa and Western Asia,2012,53782727.62,71646639.78
795,TKM,Turkmenistan,Central and Southern Asia,2012,10458275.18,18370736.14
796,TCA,Turks and Caicos Islands,Latin America and the Caribbean,2012,70011.31331,84750.52642
798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),2012,22545.514,5346.511
800,UGA,Uganda,Sub-Saharan Africa,2012,1891478.98,1955211.447
804,UKR,Ukraine,Europe,2012,49472147.19,165314656
807,MKD,North Macedonia,Europe,2012,1539340.136,2095919.979
818,EGY,Egypt,Northern Africa and Western Asia,2012,25048470.91,38097028.82
826,GBR,United Kingdom,Europe,2012,123089263.4,129043091.2
834,TZA,Tanzania,Sub-Saharan Africa,2012,4392689.967,2490921.192
837,,Bunkers,,2012,1472.924,1440.783
838,,Free Zones,,2012,1622387.179,1504219.324
839,,Special Categories,,2012,51900928.89,98873756.03
842,USA,United States,Northern America,2012,390743721.9,626511917
854,BFA,Burkina Faso,Sub-Saharan Africa,2012,1113893.459,751466.2418
858,URY,Uruguay,Latin America and the Caribbean,2012,8920114.584,14149761.68
860,UZB,Uzbekistan,Central and Southern Asia,2012,4082503.061,4482338.421
862,VEN,Venezuela,Latin America and the Caribbean,2012,176852813.2,233784989.8
876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),2012,107.938,20.535
882,WSM,Samoa,Oceania (excl. Australia and New Zealand),2012,19696.04595,12635.09136
887,YEM,Yemen,Northern Africa and Western Asia,2012,7786016.911,11404571.48
894,ZMB,Zambia,Sub-Saharan Africa,2012,12080611.13,3705945.973
899,,"Areas, nes",,2012,31857809.23,116182905.2
4,AFG,Afghanistan,Central and Southern Asia,2013,714509.3136,1353303.32
8,ALB,Albania,Europe,2013,1420903.255,4121340.534
10,ATA,Antarctica,,2013,19576.651,21994.023
12,DZA,Algeria,Northern Africa and Western Asia,2013,72251343.65,103639604.9
16,ASM,American Samoa,Oceania (excl. Australia and New Zealand),2013,20125.781,16868.05
20,AND,Andorra,Europe,2013,239373.3292,369864.744
24,AGO,Angola,Sub-Saharan Africa,2013,71715388.32,95631433.85
28,ATG,Antigua and Barbuda,Latin America and the Caribbean,2013,162026.2173,193357.8365
31,AZE,Azerbaijan,Northern Africa and Western Asia,2013,27730993.56,35532825.6
32,ARG,Argentina,Latin America and the Caribbean,2013,52032677.04,83244975.63
36,AUS,Australia,Australia and New Zealand,2013,243940567.2,1149710617
40,AUT,Austria,Europe,2013,31335496.41,37800217.5
44,BHS,Bahamas,Latin America and the Caribbean,2013,1429364.5,3661013.116
48,BHR,Bahrain,Northern Africa and Western Asia,2013,19569719.53,23881273.22
50,BGD,Bangladesh,Central and Southern Asia,2013,2671667.189,2566907.804
51,ARM,Armenia,Northern Africa and Western Asia,2013,998545.07,576689.3319
52,BRB,Barbados,Latin America and the Caribbean,2013,161504.0749,441886.8412
56,BEL,Belgium,Europe,2013,148490445.5,166905711.7
60,BMU,Bermuda,Northern America,2013,283006.1092,339609.7586
64,BTN,Bhutan,Central and Southern Asia,2013,123483.934,150109.437
68,BOL,Bolivia,Latin America and the Caribbean,2013,11911289.41,18930310.72
